"Molecule (Canonical)","ExactMW","Source"
"C=CC(=O)N1CCC(C(=O)N(CCO)Cc2ccc(Cl)c(Cl)c2)CC1",384.10074792399996,"Screening"
"CC1(C)Cc2cc(C=C(C#N)C(=O)Nc3nccs3)ccc2O1",325.08849771999996,"Screening"
"O=S(=O)(C=Cc1ccccc1)Nc1ncn(Cc2cccnc2)n1",341.0946457200001,"Screening"
"CC(Cl)C(=O)N1CCC(C(=O)N2CCCCC2)CC1",286.144805656,"Screening"
"CS(=O)(=O)c1ccc(NC(=O)CCl)cc1Cl",280.968019508,"Screening"
"Cc1nc(N(C)C)sc1CCNC(=O)C(C)Cl",275.085910876,"Screening"
"CC(Cl)C(=O)N(C)C1CCN(c2ccccc2Cl)C1=O",314.05888311199993,"Screening"
"O=C(CCl)N1CCC(COc2ccccc2)CC1",267.102606496,"Screening"
"CC(Cl)C(=O)NCCn1nc2ccccn2c1=O",268.072703336,"Screening"
"CC(Cl)C(=O)NC1CCN(S(=O)(=O)c2cnn(C)c2)CC1",334.086639148,"Screening"
"O=C(CCl)NCc1cc(=O)[nH]c2ccccc12",250.050905272,"Screening"
"COc1ccc(NS(C)(=O)=O)c(NC(=O)CCl)c1",292.02845557600006,"Screening"
"CC(Cl)C(=O)N1CCCCC1c1nc(-c2cccc(F)c2)c[nH]1",335.12006812800007,"Screening"
"O=C(CCl)Nc1cnn(-c2ccccc2F)c1",253.041817808,"Screening"
"CC(Cl)C(=O)N1CCN(c2nnnn2-c2ccccc2)CC1",320.11523684400004,"Screening"
"Cc1noc(C(NC(=O)C(C)Cl)c2ccccc2)n1",279.077454368,"Screening"
"CC(Cl)C(=O)NC1CC(=O)N(c2ccc(Oc3ccccc3)cc2)C1",358.108420148,"Screening"
"CCN(Cc1cccc2c1OCO2)C(=O)C(C)Cl",269.081871052,"Screening"
"CC(Cl)C(=O)NC1CCN(c2ccc(C(F)(F)F)cn2)CC1",335.1012245040001,"Screening"
"O=C(CCl)N1CCc2c(cnn2-c2ccccc2)C1",275.082539748,"Screening"
"Cc1nc(CNC(=O)C(C)Cl)nc2ccccc12",263.082539748,"Screening"
"CC(Cl)C(=O)N1CCCC1c1cccc2c1OCCO2",295.09752111599994,"Screening"
"CN(C(=O)CCl)C(c1ccccc1)c1ccc(F)cc1Cl",325.043647648,"Screening"
"COc1ccc(S(=O)(=O)NC2CCOCC2)cc1NC(=O)C(C)Cl",376.085970452,"Screening"
"CC(Cl)C(=O)NCc1nnc2ccc(C(F)(F)F)cn12",306.04952328,"Screening"
"CC(Cl)C(=O)Nc1ccc(Oc2ccccc2C(N)=O)nc1",319.072368988,"Screening"
"O=C(CCl)Nc1ccccc1COc1ccccc1",275.07130636799997,"Screening"
"CC(Cl)C(=O)N(C)CCCc1cc(-c2ccccc2)no1",306.113505528,"Screening"
"COC(=O)CCc1nnc(NC(=O)CCl)s1",263.01313986,"Screening"
"COc1ccccc1NC(=O)NC1CCN(C(=O)C(C)Cl)CC1",339.134969244,"Screening"
"CCN1CCC(N(C)C(=O)C2CC3CCCCC3N2C(=O)C(C)Cl)CC1",383.23395500799995,"Screening"
"CCNC(=O)c1cc(Cl)ccc1NC(=O)CCl",274.027582984,"Screening"
"CC(Cl)C(=O)NCCS(=O)(=O)Nc1ccccn1",291.044439988,"Screening"
"CC(Cl)C(=O)NCC(O)COc1ccc2c(c1)CCC(=O)N2",326.103334768,"Screening"
"COc1ccc(CNC(=O)CCl)cc1NC(C)=O",270.07712002,"Screening"
"COc1cc2c(cc1OC)C(c1ccc(Cl)cc1)N(C(=O)CCl)CC2",379.074198828,"Screening"
"COc1ccc(CNC(=O)C(C)Cl)cc1COC1CCOCC1",341.13938592799997,"Screening"
"CSc1nnc(CCCNC(=O)C(C)Cl)n1C1CCCC1",330.128110036,"Screening"
"Cc1cc(N2CCCC(NC(=O)C(C)Cl)C2=O)n(C)n1",298.1196535280001,"Screening"
