sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)N2CCN(CC2)C3=CC=CC(O)=C3,Z3756733717,365.427,365.427,2.227,-4.448,1,4,64.09,6
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)N2CCN(CCOC)CC2(C)C,Z3756742351,359.463,359.463,2.684,-3.055,0,4,53.09,8
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)NCC2=CC=3CCCC3NC2=O,Z3756742735,351.4,351.4,1.258,-4.429,2,3,78.51,7
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)NC=2C=CC=3C=CNC(=O)C3C2,Z3756746919,347.368,347.368,1.795,-5.719,2,3,78.51,4
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)N(CC)C=2C=CC(OC)=C(C2)OC,Z3756750673,368.427,368.427,2.693,-4.831,0,4,59.08,9
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)N(C)CC2=CC=CN2CC,Z3756755262,325.406,325.406,2.526,-3.257,0,2,45.55,8
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)NC2=NC=3C=C(C=CC3N2)C(N)=O,Z3756760447,363.371,363.371,2.053,-5.534,3,4,121.18,5
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)N2CCN(CC(C)C)C(=O)C2C,Z3756765646,357.448,357.448,3.384,-4.705,0,3,60.93,7
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)NC2CCC=3C=C(O)C=CC3C2,Z3756765812,350.412,350.412,2.865,-4.499,2,3,69.64,4
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)NCCC2=NC(=NN2C)C(C)C,Z3756766964,355.435,355.435,1.17,-3.005,1,4,80.12,7
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)NC(C=2N=CON2)C3CC3,Z3756783993,326.351,326.351,1.064,-4.109,1,4,88.33,8
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)NC2=C(C)NN=C2C(F)F,Z3756797246,334.321,334.321,0.825,-4.015,2,3,78.09,7
C#CCN1C=CC(CN(CC)C(=O)C=2C=CC(=CC2)N(C)C(=O)C=C)=N1,Z3756800161,350.415,350.415,1.669,-4.032,0,3,58.44,7
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)N2CCOCC2(C)C3CC3,Z3756805680,328.406,328.406,2.294,-4.364,0,3,49.85,6
"C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)N2CC[C@@H](O)C[C@H]2C=3C=CC=CC3 |&1:17,20,r|",Z3756808323,364.438,364.438,2.021,-4.964,1,3,60.85,4
C=CC(=O)NC=1C=C(C=CC1O)C(=O)N[C@H]2C[C@H](C2)N3CCCC3,Z3756825069,329.394,329.394,0.448,-2.94,3,4,81.67,7
C=CC(=O)NC=1C=CC(=CC1)S(=O)(=O)N(CC)C=2C=CC=CC2,Z3766087090,330.403,330.403,3.059,-4.476,1,3,66.48,7
C=CC(=O)N1CCCC(C1)C2=NC(C)=C(O2)C(=O)NC3CCC3,Z3766089167,317.384,317.384,0.338,-2.776,1,3,75.44,4
O=C(CCl)NCCC1=NC(=NN1)C=2C=CC=CC2,Z3766265357,264.711,264.711,1.077,-3.043,2,3,70.67,6
O=C(CCl)N1CC=C(CC1)C2=CNC=3C=C(F)C(F)=CC23,Z3766268822,310.727,310.727,2.331,-4.468,1,1,36.1,3
O=C(CCl)N1CC(C1)OC=2C=CC=C(Cl)C2,Z3766270041,260.116,260.116,3.004,-3.618,0,2,29.54,3
O=C(CCl)NC=1C=CC(=CC1)OC=2C=CN=CN2,Z3766270900,263.68,263.68,1.418,-3.647,1,3,64.11,5
CC(Cl)C(=O)N1CCCN2C3=CC=CC=C3CC2C1,Z3774902484,278.777,278.777,2.069,-3.861,0,2,23.55,2
CC(Cl)C(=O)NC=1C=C(F)C(=CC1N2C=NC=N2)OC(F)F,Z3774923360,334.682,334.682,2.119,-4.345,1,4,69.04,6
CC(C)N(CC=1C=CC=CC1C=2C=CC=CN2)C(=O)C(C)Cl,Z3774925413,316.825,316.825,3.247,-4.436,0,2,33.2,6
CC(C)N1CCN(CC2=CC=CC=C21)C(=O)C(C)Cl,Z3774929847,280.793,280.793,2.995,-3.7,0,2,23.55,3
COCC(NC(=O)C(C)Cl)C1=CC=C(F)C(F)=C1,Z3774943699,277.695,277.695,2.404,-3.516,1,2,38.33,6
CC(Cl)C(=O)NCC1=NN=C(S1)C=2C=CN=CC2F,Z3774958527,300.741,300.741,0.221,-3.359,1,4,67.77,5
CC(Cl)C(=O)NC(C)C1=NN=C(S1)C=2C=CC=C(F)C2,Z3774958558,313.779,313.779,1.9,-4.867,1,3,54.88,5
CC(Cl)C(=O)NCC1(CS(C)(=O)=O)CCOCC1,Z3774974203,297.8,297.8,-0.719,-1.065,1,4,72.47,6
CC(Cl)C(=O)N1CCCCCC1C2=NOC(=N2)C=3C=NN(C)C3,Z3774982553,337.805,337.805,0.891,-2.944,0,4,77.05,4
CC(Cl)C(=O)N1CCC(C1)NC(=O)CC(F)(F)F,Z3774985530,286.679,286.679,0.407,-3.254,1,2,49.41,6
CC1=CC=C(O1)N2CCN(CC2=O)C(=O)C(C)Cl,Z3774987279,270.712,270.712,2.455,-3.563,0,2,53.76,3
CC(Cl)C(=O)NC1(CC1)C(=O)NC=2C=CC=CC2,Z3774989332,266.724,266.724,1.606,-3.825,2,2,58.2,6
COC=1C=CC(=CC1F)[C@@H]2C[C@H](C2)NC(=O)C(C)Cl,Z3775008590,285.742,285.742,2.387,-3.664,1,2,38.33,5
"CCN1C(=O)CC[C@H](CNC(=O)C(C)Cl)[C@H]1C=2C=NN(C)C2 |&1:7,15,r|",Z3775058449,326.822,326.822,0.559,-2.033,1,3,67.23,6
"CC(Cl)C(=O)NC[C@H]1CCC2(CCOCC2)[C@H]1O |&1:7,16,r|",Z3775097212,275.772,275.772,0.53,-2.104,2,3,58.56,4
CCOC(=O)C1=CN=C(CNC(=O)CCl)N=C1C(F)(F)F,Z3775097614,325.672,325.672,0.583,-2.544,1,4,81.18,7
CC(C)C1=NC=2C=C(C=CC2O1)CCNC(=O)C(C)Cl,Z3775099402,294.777,294.777,2.631,-3.442,1,2,55.13,6
CC(Cl)C(=O)N1CC(OC(C1)C(F)(F)F)C2CCCC2,Z3775099753,313.744,313.744,3.363,-4.953,0,2,29.54,4
"COC=1C=C(C=CC1F)[C@@H]2C[C@H]2NC(=O)CCl |&1:9,11,r|",Z3788963242,257.689,257.689,1.679,-2.999,1,2,38.33,4
"COCC1=NN=C(O1)[C@]23CC[C@H]2CCN3C(=O)C(C)Cl |&1:8,11,r|",Z3800401634,299.753,299.753,-1.314,-2.409,0,4,68.46,5
CC(Cl)C(=O)N[C@@H]1CC[C@H](CC1)N2CCCS2(=O)=O,Z3827869510,308.826,308.826,0.145,-2.513,1,3,66.48,4
C=CC(=O)N(CC=1C=CSC1)CC2=C(Cl)N=CN2CC,Z3837030045,309.816,309.816,2.037,-3.949,0,2,38.13,7
COC=1C=CC=CC1CN(CC=2C=CN(N2)C(F)F)C(=O)CCl,Z3837084871,343.756,343.756,1.577,-2.859,0,3,47.36,7
C=CC(=O)N(CC=1SC=NC1C2CC2)C=3C=C(C=CC3OC)C(=O)NC,Z3837209447,371.455,371.455,2.197,-4.484,1,4,71.53,7
O=C(CCl)N(CC1=CN=C(O1)C2CC2)CC3CC4=CC=CC=C4O3,Z3837248104,346.808,346.808,2.291,-3.3,0,3,55.57,6
C=CC(=O)N(CCC(=O)NC(C)C)CC=1C=CC(C)=C(C1)OC,Z3837316802,318.411,318.411,2.044,-3.405,1,3,58.64,10
C=CC(=O)N(CC=1C(F)=CC=CC1Cl)CC2CCCOC2,Z3837322495,311.779,311.779,2.208,-4.273,0,2,29.54,5
C=CC(=O)N(CCOCCOC)CC1=CN(C)N=C1C=2C=CC(C#N)=CC2,Z3837369719,368.43,368.43,0.84,-2.853,0,5,80.38,10
C=CC(=O)N(CC=1C(C)=NN(C)C1Cl)C=2C=CC=3NC(=O)CCCC3C2,Z3837429558,372.849,372.849,2.743,-4.148,1,3,67.23,4
C=CC(=O)N(CCC=1C=CC=C(C)N1)CC=2C=CC=CC2OC,Z3837466558,310.391,310.391,2.119,-3.295,0,3,42.43,7
CN1N=CC=C1CN(CC2COC=3C=CC=CC32)C(=O)CCl,Z3837499081,319.786,319.786,1.186,-2.728,0,3,47.36,5
C=CC(=O)N(CC=1C=NSC1)C=2C=CC(C)=C(C2)C(=O)N(C)C(C)C,Z3837596299,357.472,357.472,2.571,-4.225,0,3,53.51,8
C=CC(=O)N(CC1=CC=NN1CCCOC)C=2C=CC=CC2N3N=CC=C3C,Z3837606169,379.456,379.456,2.792,-2.992,0,4,65.18,9
C=CC(=O)N(CC=1C=C(OC)C(OC)=C(C1)OC)CC(C)S(C)=O,Z3837626055,355.451,355.451,0.175,-2.712,0,5,65.07,10
C=CS(=O)(=O)N1CC(C1)C(=O)OC,Z3839288141,205.233,205.233,0.652,-0.896,0,3,63.68,4
C=CC(=O)N1CCCC2=CC(=CC=C21)C(=O)N3CCC(CN4C=C(C)C=N4)CC3,Z3843020391,392.495,392.495,2.416,-4.187,0,3,58.44,4
C=CC(=O)NC1CCN(CCC1C=2C=CC=CC2)C(=O)OC(C)(C)C,Z3848189799,344.449,344.449,3.079,-4.049,1,2,58.64,7
CC(=O)NC=1C=CC(=CC1)S(=O)(=O)N(C)C=2C=CC(=CC2)OS(=O)(=O)F,Z3919174953,402.421,402.421,0.699,-3.998,1,5,109.85,7
CN(C=1C=CC(=CC1)OS(=O)(=O)F)S(=O)(=O)C=2C=CC=CC2,Z3919195103,345.369,345.369,1.22,-3.986,0,4,80.75,5
O=S(=O)(C=1C=CC(=CC1)OCC2CO2)N3CCCCC3,Z3991577603,297.372,297.372,2.266,-2.969,0,4,59.14,5
COC(=O)C1=C(C)N(C)C=2C=CC(=CC12)OCC3CO3,Z3991577625,275.3,275.3,2.822,-2.452,0,3,52.99,5
O=S(=O)(C=1C=CC=CC1)C=2C=CC(=CC2)OCC3CO3,Z3991577628,290.336,290.336,2.342,-3.799,0,4,55.9,5
CC1=NN(C(C)=C1OCC2CO2)C=3N=C(C)C=C(C)N3,Z3991577642,274.319,274.319,1.379,-2.161,0,5,65.36,4
CCC1=NN=C(NC(=O)C(C)C(C)NC(=O)C(C)Cl)S1,Z3775018155,318.824,318.824,1.793,-3.899,2,4,83.98,8
CC(Cl)C(=O)N1CCCC(CNS(=O)(=O)C2CC2)C1,Z3775019764,308.826,308.826,0.135,-3.007,1,3,66.48,4
CC(Cl)C(=O)N1CCC2(CC1)CCS(=O)(=O)CC2,Z3775022622,293.811,293.811,-0.665,-2.141,0,3,54.45,2
O=C(CCl)N1CCC=2NN=C(C=3C=CC=CC3)C2C1,Z3775023240,275.734,275.734,1.221,-3.573,1,2,48.99,3
"CC1=NN(C)C(C)=C1[C@H]2[C@H](CNC(=O)C(C)Cl)CC(=O)N2C |&1:8,9,r|",Z3775034676,326.822,326.822,-0.926,-1.741,1,3,67.23,5
"CC(Cl)C(=O)N1C[C@@H]([C@H](C1)S(=O)(=O)N(C)C)C(F)(F)F |&1:7,8,r|",Z3775035020,336.76,336.76,0.79,-3.088,0,3,57.69,5
"CC(Cl)C(=O)N1[C@@H](C)COC[C@H]1C=2C=CC=CC2 |&1:6,11,r|",Z3775045897,267.751,267.751,2.406,-3.675,0,2,29.54,3
C=CC(=O)N(CC=1SC=NC1C2CC2)C=3C=CC=C(F)C3,Z3837057146,302.368,302.368,3.42,-4.673,0,2,33.2,6
C=CC(=O)N(CCCOCC1CCCO1)CC2=CC=C(C)C=C2C=3C=NN(C)C3,Z3837145063,397.512,397.512,2.537,-4.034,0,4,56.59,10
C=CC(=O)N(CC1=CN=C(O1)C2CC2)C=3C=CC=C(C3)OCC4CCCO4,Z3837208782,368.427,368.427,2.716,-3.791,0,4,64.8,9
C=CC(=O)N(CC=1C=C(C#N)N(C)C1C)C=2C=CC=C(C2)N3CCCS3(=O)=O,Z3837248246,398.481,398.481,2.074,-3.645,0,4,86.41,5
C=CC(=O)N(CCC1=NC(C)=CS1)CC2=CC=NN2CC3CCC3,Z3837274399,344.476,344.476,1.688,-2.835,0,3,51.02,8
CCN1C=C(C=N1)N(CC2=CC=3C=CC=CC3O2)C(=O)CCl,Z3837286958,317.77,317.77,2.692,-3.507,0,2,51.27,5
C=CC(=O)N(CC=1C=C(C#N)N(C)C1)C=2C=CC=C(C2)CN(CC)C(C)=O,Z3837307651,364.442,364.442,2.028,-3.336,0,3,69.34,9
C=CC(=O)N(CCCC(=O)NC)CC1=CC=C(O1)C=2C=CC=CC2,Z3837311455,326.39,326.39,2.254,-3.979,1,2,62.55,10
C=CC(=O)N(CC1=CSC(CC)=N1)C=2C=CC=C3OCCOC23,Z3837336110,330.403,330.403,3.336,-3.889,0,4,51.66,6
C=CC(=O)N(CCN1C=CC=N1)CC=2C=CC(C)=CC2C3=CC=NN3C,Z3837337721,349.43,349.43,2.132,-3.356,0,3,55.95,7
C#CC=1C=CC(=CC1)CN(CC=2C(C)=NN(CC)C2C)C(=O)C=C,Z3837499599,321.417,321.417,2.621,-3.627,0,2,38.13,6
C=CC(=O)N(CC1=CN=C(S1)C(C)O)C=2C=C(C)C(NC(C)=O)=C(C)C2,Z3837510471,373.471,373.471,0.372,-3.646,2,4,82.53,6
C=CC(=O)N(CC=1C=C(C#N)N(C)C1)C=2C=CN(CC(F)(F)F)N2,Z3837511327,337.301,337.301,1.083,-3.193,0,3,66.85,6
C=CC(=O)N(CC1=CC=NN1C2CCCC2)C[C@H]3CCCN3S(C)(=O)=O,Z3837625534,380.507,380.507,1.363,-2.24,0,4,75.51,6
C=CC(=O)N(CC=1C=NN(C1)C(C)C)CC2(CCCCC2)OC,Z3837643616,319.443,319.443,2.56,-2.577,0,3,47.36,8
C=CC(=O)N(CC1=CC=NN1C)CC2(CC2)C3=CC(F)=CC(=C3)C(F)(F)F,Z3837644625,381.368,381.368,2.773,-3.899,0,2,38.13,7
C=CC(=O)N(CC1=CN=C(S1)C(C)O)CC2CC(=NO2)C=3C=CC(C)=CC3,Z3837672234,385.482,385.482,1.197,-4.161,1,5,75.02,7
C=CC(=O)N(CCC1=CC(C)=NO1)CC=2C=CC=C(C2)C=3C=NN(C)C3,Z3837676544,350.415,350.415,1.219,-3.275,0,3,64.16,7
"C=CC(=O)N(CC1=CC(=CS1)C(N)=O)C[C@@H]2CCO[C@H]2C=3C=NN(C)C3 |&1:15,19,r|",Z3837685107,374.459,374.459,-0.379,-2.84,1,4,90.45,7
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)N(C)CC2CCCN2C3=CC=CN=N3,Z3842456104,379.456,379.456,1.579,-4.28,0,5,69.64,8
C=CC(=O)NCC=1C=C(C)N(C1C)C=2C=CC(OC)=C(C2)OC,Z3859892502,314.38,314.38,3.041,-2.782,1,3,52.49,7
"CO[C@]1(C[C@@H]2C[C@H]1C[C@H]2NC(=O)C(C)Cl)C(F)(F)F |&1:2,4,6,8,r|",Z3859933114,299.717,299.717,1.172,-4.023,1,2,38.33,5
C=CC(=O)NC=1C=C(C=CC1F)NC(=O)C2CC3=CC(C)=CC=C3S2,Z3886495968,356.416,356.416,2.775,-6.366,2,2,58.2,4
COC=1C=CC=C(CNC=2C=CC(F)=CC2)C1OS(=O)(=O)F,Z3919193650,329.321,329.321,1.877,-3.998,1,4,64.63,6
CC1=NC(=CS1)C=2C=CC(=CC2)OCC3CO3,Z3991577202,247.314,247.314,2.67,-3.001,0,3,34.65,4
O=C(C=1C=CC=C(C1)OCC2CO2)N3CCCC3,Z3991577404,247.29,247.29,1.028,-2.987,0,3,42.07,5
CC1=CC(=CC(C)=C1OCC2CO2)CN3CCOCC3,Z3991577591,277.359,277.359,2.373,-2.342,0,4,34.23,5
N#CC=1C=CC(=CC1)OC=2C=CC(=CC2)OCC3CO3,Z3991577631,267.28,267.28,3.159,-4.28,0,3,54.78,5
C1=CC(=CC=C1OCC2CO2)C3=NOC(=N3)C4CC4,Z3991577965,258.273,258.273,1.914,-3.567,0,4,60.68,5
FC(F)(F)C=1C=CC=2C=CC(=CC2N1)OCC3CO3,Z3991577967,269.22,269.22,2.857,-3.915,0,3,34.65,4
CC(Cl)C(=O)NCCOC=1C=CC(=CC1)S(=O)(=O)C(F)(F)F,Z3995632500,359.75,359.75,3.189,-4.332,1,4,72.47,8
CC(Cl)C(=O)NC1CS(=O)(=O)CC=2C=CC=CC21,Z3995632503,287.764,287.764,0.827,-3.031,1,3,63.24,3
COC=1C=CC=2C=CC=CC2C1C=3C=C(CNC(=O)C(C)Cl)ON3,Z3995632504,344.792,344.792,2.808,-5.492,1,3,64.36,6
CC(Cl)C(=O)NCC1CCC2=NC(=CN2C1)C(F)(F)F,Z3995632543,309.715,309.715,1.172,-2.873,1,2,46.92,5
CCNC(=O)C1=CN(N=C1C2CCCN(C2)C(=O)C(C)Cl)C=3C=CC=CC3,Z3995632545,388.892,388.892,1.538,-4.289,1,3,67.23,7
CCC(C)C1CN(CC2=CC=C(C)N=C2)CCN1C(=O)C(C)Cl,Z3995632568,337.888,337.888,3.59,-3.348,0,3,36.44,6
CC(Cl)C(=O)NC1CCC=2C=CC=CC2N3C=CN=C13,Z3995632582,289.76,289.76,2.43,-3.346,1,2,46.92,3
CC=1C=CC(=CC1)C(NC(=O)C(C)Cl)C(C)S(C)(=O)=O,Z3995632615,317.833,317.833,1.887,-3.865,1,3,63.24,6
CC=1C=CC2=NC(=C(CNC(=O)C(C)Cl)N2C1)C=3C=CC(F)=CC3,Z3995633292,345.799,345.799,3.799,-5.443,1,2,46.4,5
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)NCC2=NC(COC)=NO2,Z4050135508,330.339,330.339,0.109,-2.447,1,5,97.56,9
C=CC(=O)N(CC)CC(=O)N1CCN(CC1)C2CCCOC2,Z4050674219,309.405,309.405,0.912,-1.564,0,4,53.09,7
O=C(O)C(F)(F)F.CC1(CN2C=C(N=N2)C=3C=CC(=CC3)S(=O)(=O)F)CNC1,Z7776745240,424.372,310.349,2.235,-2.715,1,5,76.88,5
C=CC(=O)N(C)CC(=O)N1CCC=2C(Cl)=CC(Br)=CC2C1,Z4086373130,371.656,371.656,2.811,-4.436,0,2,40.62,3
CCN(C(=O)COC=1C=CC=C(B(O)O)C1C=O)C2CCS(=O)(=O)C2,Z5108696151,369.2,369.2,0.098,-1.379,2,7,121.21,7
COC=1C=C(Cl)C(C)=CC1NC(=O)C(C)OC2=CC=CC(B(O)O)=C2C=O,Z5108696189,391.611,391.611,3.053,-3.771,3,6,105.09,7
CCOC=1C=CC(=CC1NC(=O)COC=2C=CC=C(B(O)O)C2C=O)S(=O)(=O)N3CCOCC3,Z5108696341,492.309,492.309,1.437,-2.835,3,9,151.7,11
NC(=O)C1(CCN(C1)C(=O)C=2C=CC=3NC=C(C=O)C3C2)C=4C=CC=CC4,Z5185631882,361.395,361.395,1.468,-4.26,2,3,96.26,4
CC=1ON=CC1CNC(=O)C2=CC(Br)=CC(C=O)=C2,Z5185631898,323.142,323.142,1.885,-2.865,1,3,72.2,4
CN1C=C(C=O)C=C1C(=O)NC=2C=CC(=CC2)N3C=CC=N3,Z5185631930,294.309,294.309,2.239,-2.164,1,3,68.92,4
CC(C)C=1C=CC(=CC1[N+]([O-])=O)COC=2C=C(Br)C=NC2C=O,Z5247643566,379.206,379.206,4.681,-5.179,0,5,82.33,6
COC=1C=C(B(O)O)C(C=O)=CC1OCC2=CC(=NO2)C(C)C,Z5250151258,319.118,319.118,1.847,-1.801,2,6,102.02,7
COC=1C=C(B(O)O)C(C=O)=CC1OCC(=O)NCC=2C=CC=CC2,Z5250151315,343.14,343.14,1.545,-2.336,3,6,105.09,8
COC=1C=CC(B(O)O)=C(C=O)C1OCC(=O)N(C)CC=2C=CC(C)=CC2,Z5250185929,371.193,371.193,2.297,-2.866,2,6,96.3,9
COC=1C=C(C=O)C(=CC1OCC(=O)N(CC2CCCO2)C3CCS(=O)(=O)C3)B(O)O,Z5250207216,455.289,455.289,0.199,-1.539,2,9,139.67,10
CC=1N=C(N=C2CCCC12)C3CCN(CC3)C(=O)CCl,Z5273206682,293.792,293.792,1.06,-2.138,0,3,46.09,3
COCC1CCCN(C1)C(=O)C=2C=CC(B(O)O)=C(C=O)C2,Z5394595037,305.135,305.135,0.235,-1.679,2,5,87.07,5
CCOC(=O)C[C@H](NC(=O)C1=CC=C(B(O)O)C(C=O)=C1)C2CC2,Z5609641153,333.145,333.145,1.843,-2.302,3,5,112.93,9
COCC(=O)N1CCCC(C1)NC(=O)C2=CC=C(B(O)O)C(C=O)=C2,Z5609641174,348.159,348.159,0.591,-1.595,3,6,116.17,6
COC(=O)CCCOC=1C=CC(=CC1)CNC(=O)C=2C=CC(B(O)O)=C(C=O)C2,Z5609641209,399.203,399.203,2.541,-2.521,3,6,122.16,12
O=CC=1C=C(C=CC1B(O)O)C(=O)N(CC=2C=CC(F)=CC2Cl)CC3CC3,Z5609641218,389.613,389.613,3.811,-4.401,2,4,77.84,7
CC(C)CN(CC=1C=NN(C)C1)C(=O)C2=CC=C(B(O)O)C(C=O)=C2,Z5609641227,343.186,343.186,1.554,-1.7,2,5,95.66,7
O=CC=1C=C(C=CC1B(O)O)C(=O)NCC=2C=C(F)C=CC2Br,Z5609641241,379.974,379.974,3.199,-3.648,3,4,86.63,5
O=CC=1C=C(C=CC1B(O)O)C(=O)NC=2C=CC(=CC2)CC(=O)N3CCOCC3,Z5609642347,396.202,396.202,1.117,-2.639,3,6,116.17,6
"CN(C[C@@]12CCC[C@H]2OCC1)C=3C=CC=C(O)C3C=O |&1:3,7,r|",Z6040159181,275.343,275.343,3.209,-2.038,1,4,49.77,4
C=C(C)CNC(=O)C(CC(C)C)N1C=CC=C1C=O,Z6214551671,262.348,262.348,2.669,-2.635,1,2,51.1,7
O=CC1=CC(=CN1)C2=CN(N=N2)C=3C=CC=CC3Cl,Z6214629097,272.69,272.69,3.128,-3.449,1,3,63.57,3
CC1=NSC(C=O)=C1C(=O)N2CCC3(CCCC3)CC2,Z6375137684,292.398,292.398,2.366,-3.391,0,3,50.27,3
CN(CC=1C=CC=C(C1)C(N)=O)C(=O)C=2C=C(Br)C3=NC=C(C=O)N3C2,Z6507292615,415.241,415.241,1.55,-4.352,1,4,97.77,5
O=CC1=CNC2=C(C=C(Cl)C=C12)OC(F)(F)F,Z6718030541,263.6,263.6,3.855,-4.473,1,2,42.09,3
COC(=O)C[C@H](CC=1C=CC=C(C#N)C1)NC(=O)CCl,Z6598318515,294.734,294.734,1.415,-2.735,1,3,79.19,7
O=C(CCl)N1CC(C1)N2C(=O)OC=3C=CC=CC32,Z6598336495,266.68,266.68,0.947,-2.75,0,3,49.85,3
O=C(CCl)NCC=1C=CC(=CC1)N2CCCOC2=O,Z6598343446,282.723,282.723,1.123,-3.047,1,3,58.64,5
CCN1N=C(C)C(NC(=O)CCl)=C1C(=O)OC,Z6598501796,259.69,259.69,0.668,-1.307,1,3,73.22,5
CN1C=C(NC(=O)CCl)C(=N1)OCC(F)(F)F,Z6598534374,271.624,271.624,0.474,-2.338,1,3,56.15,5
CCN1N=C(C=C1C(F)(F)F)NC(=O)CCl,Z6598578063,255.625,255.625,1.943,-2.584,1,2,46.92,4
"CO[C@H]1CCC[C@H]1N(CC=2C=CC(=CC2)CF)C(=O)CCl |&1:2,6,r|",Z6615113433,313.795,313.795,3.053,-3.599,0,2,29.54,6
O=C(CCl)N(CCC1=CC=CO1)CC2=CC=NN2C=3C=CC=CC3,Z6615114815,343.808,343.808,2.906,-3.637,0,2,51.27,7
CC1=CC(=CC(F)=C1)CN(C(=O)CCl)[C@@H]2COC[C@H]2O,Z6615115558,301.741,301.741,2.411,-3.392,1,3,49.77,4
COC=1C=C(C#N)C=CC1CN(C[C@@H](C)OC)C(=O)CCl,Z6615116269,310.776,310.776,2.074,-2.699,0,4,62.56,7
"O=C(CCl)N(CC=1C=CC(=CC1)C2CC2)[C@H]3COC[C@H]3CO |&1:15,19,r|",Z6615149807,323.815,323.815,2.273,-3.912,1,3,49.77,7
COC=1C=CC=C(Cl)C1CN(C(=O)CCl)[C@@H]2COC[C@H]2O,Z6615165777,334.195,334.195,2.541,-3.316,1,4,59,5
O=C(CCl)N(CC=1C=CSC1)CC2=CC=3C=CC=CC3O2,Z6615167217,319.807,319.807,3.453,-4.586,0,1,33.45,6
CNC(=O)[C@@H]1C[C@@H](CN1C(=O)C=2C=CC(B(O)O)=C(C=O)C2)OC=3C=CC=CC3,Z7158433604,396.202,396.202,1.323,-3.363,3,6,116.17,6
O=CC=1C=C(C=CC1B(O)O)C(=O)NCC2=NOC=3CCC(F)(F)CC23,Z7158433684,364.109,364.109,0.67,-2.437,3,5,112.66,6
CP(C)(=O)CCC1CCCCN1C(=O)C2=CC=C(B(O)O)C(C=O)=C2,Z7158433731,365.17,365.17,0.353,-0.38,2,5,94.91,6
"O=CC=1C=C(C=CC1B(O)O)C(=O)N2CC[C@H]3[C@@H]2C[C@]3(O)C(F)(F)F |&1:16,17,19,r|",Z7158433737,357.09,357.09,0.017,-3.078,3,5,98.07,4
CP(C)(=O)C(CCNC(=O)C=1C=CC(B(O)O)=C(C=O)C1)C=2C=CC=CC2,Z7158433765,387.175,387.175,0.576,-1.046,3,5,103.7,8
CP(C)(=O)C=1C=NN(C1)CCNC(=O)C2=CC=C(B(O)O)C(C=O)=C2,Z7158433778,363.114,363.114,-2.037,0.606,3,6,121.52,7
CC=1N=CC=C(CCNC(=O)C=2C=CC(B(O)O)=C(C=O)C2)N1,Z7158434059,313.117,313.117,0.367,-1.181,3,6,112.41,7
CC(Cl)C(=O)N1CCC(CC1)N(C)CC=2C=CC=C(C2)C(F)(F)F,Z1562132117,362.818,362.818,2.659,-4.508,0,2,23.55,6
CC(C)CC(NC(=O)C(C)Cl)C(=O)NC=1C=CNN1,Z1562137663,286.758,286.758,1.999,-4.207,3,3,86.88,8
CC(Cl)C(=O)N1CCCC1C2CCCN(CC=3C=CC=CC3)C2,Z1562130795,334.884,334.884,2.929,-3.819,0,2,23.55,5
CC(Cl)C(=O)N1CCN(CC1)C(C)C2=NC(=NO2)C=3C=CC=C(C3)C(F)(F)F,Z1562126683,416.826,416.826,3.261,-4.707,0,4,62.47,6
CCN(CC)S(=O)(=O)C1=CC=C(CCNC(=O)C(C)Cl)S1,Z1562137703,352.903,352.903,2.135,-3.913,1,3,66.48,9
COCCNC(=O)CN1C=C(C=N1)NC(=O)CCl,Z1562144260,274.704,274.704,-0.162,-0.533,2,4,85.25,7
CC(Cl)C(=O)N(C)CC1=NC2=CC=CC=C2N1C(F)F,Z1562121827,301.72,301.72,1.843,-3.033,0,2,38.13,5
CC(Cl)C(=O)NCC=1C=CC(=CC1)CN2C=CC=CC2=O,Z1562129237,304.772,304.772,1.632,-3.211,1,2,49.41,6
O=C(CCl)NCCNC(=O)CC=1C=CC(F)=CC1,Z1562134130,272.703,272.703,1.031,-2.454,2,2,58.2,8
CC=1C=CC(=CC1)NC(=O)COC=2C=CC(=CC2)CCNC(=O)C(C)Cl,Z1562129141,374.862,374.862,3.195,-5.269,2,3,67.43,10
CC(Cl)C(=O)NC=1C=CC=2OC(=NC2C1)N(C)C,Z1562149551,267.712,267.712,2.911,-3.414,1,3,58.37,4
CCOC=1C=CC=C(N1)N2CCN(CC2)C(=O)C(C)Cl,Z1562138533,297.781,297.781,2.723,-3.682,0,4,45.67,5
