sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds
COCC(C)NC(=O)C(C#N)=CC1=CC=2C=C(F)C=CC2O1,Z1271498163,302.301,302.301,2.39,-4.067,1,3,75.26,6
O=C(NC=1C=CC=C(C1)S(=O)(=O)F)C=2C=COC2C(F)(F)F,Z3488532139,337.248,337.248,2.439,-4.254,1,3,76.38,5
CC1=NC(=CS1)CCN(C#N)C=2C=CC(F)=CC2,Z1994012178,261.32,261.32,2.844,-2.859,0,3,39.92,4
CCOC(=O)C1=CC(=CN1)NS(=O)(=O)C=CC=2C=CC(Cl)=CC2,Z1316799761,354.81,354.81,3.396,-4.46,2,3,88.26,7
C=CC(=O)NC=1C=CC(=CC1)C(=O)N2CCN(C3=CC=CS3)C(=O)C2,Z1699386308,355.413,355.413,2.48,-5.324,1,3,69.72,6
C=CC(=O)NC=1C=C(C=CC1F)NC(=O)C=CC2=CC=3C=NN(C3NC2=O)C(C)C,Z1410268028,409.415,409.415,0.823,-5.191,3,4,105.12,6
C=CC(=O)NC=1C=C(C=CC1F)NC(=O)C2=CC(=NN2)C3=CC=C(C)O3,Z1410276561,354.336,354.336,2.924,-4.8,3,3,100.02,5
C=CC(=O)NC=1C=C(C=CC1F)NC(=O)C(C)(C)NC(=O)NCCC,Z1410276638,350.389,350.389,1.399,-4.129,4,3,99.33,7
N#CC=1C=C(C=CC1F)N(C#N)CC(=O)NC=2C=CC=CC2,Z1281681683,294.284,294.284,2.049,-4.379,1,4,79.92,5
CCN(CC)C(=O)CN(C#N)C=1C=CC(F)=C(C1)[N+]([O-])=O,Z1313284964,294.282,294.282,1.692,-3.6,0,5,90.48,7
C=CC(=O)NCCC(=O)NC=1C=CC(=CC1)N2C[C@H](C)O[C@H](C)C2,Z1935793209,331.41,331.41,1.358,-3.342,2,4,70.67,8
O=C(NC=1C=CC=C(C1)N2CCC2=O)C3CCN(CC3)C(=O)C=4C=CC=CC4,Z1931579288,377.437,377.437,1.039,-4.786,1,3,69.72,6
C=CC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=C3C=CC=CC3=C2,Z1937747786,330.403,330.403,2.783,-4.685,0,3,57.69,2
C=CC(=O)N(CC1=CC=CO1)CC=2C=CC(=CC2)C(=O)NC3CC3,Z1937857958,324.374,324.374,1.748,-4.054,1,2,62.55,9
C=CC(=O)N1CCC(CC1)NS(=O)(=O)C2=CC=CS2,Z1937855050,300.4,300.4,0.538,-3.42,1,3,66.48,5
C=CC(=O)NC1=CC=C(Cl)C(=C1)C(=O)NC2CCCCC2,Z1938005070,306.787,306.787,2.494,-4.994,2,2,58.2,6
C=CC(=O)NC=1C=CC=C(C1)CS(=O)(=O)C2CCCCC2,Z1938214470,307.41,307.41,1.575,-4.068,1,3,63.24,6
N#CN(CC(=O)NCC1CCCO1)C=2C=CC=CC2,Z2736815496,259.304,259.304,1.466,-2.561,1,4,65.36,6
C=CC(=O)NC=1C=CC(=CC1)C(=O)NC=2C=CC=3C=CN(CC(=O)NC)C3C2,Z1316953369,376.409,376.409,1.796,-4.563,3,3,92.23,9
C=CC(=O)NCCNC(=O)C=1SC(=NC1Cl)N2CCCC2,Z1319522229,328.819,328.819,0.494,-4.45,2,4,74.33,8
C=CC(=O)NC=1C=CC(=CC1)C(=O)N2CCN(CC2)C3=C(C#N)C(C)=NN3C,Z1824232497,378.429,378.429,1.02,-3.815,1,5,94.26,6
O=C(CC1CCC2(CC1)OCCO2)NC3CN(C3=O)C=4C=CC=CC4,Z1824630383,344.406,344.406,2.591,-3.875,1,4,67.87,5
CC1=NC=2CCCC(C2S1)N(C)CN3C(=O)C4CCCCCCC43,Z1378176287,347.52,347.52,3.712,-4.09,0,3,36.44,3
CC1=NC(=CN1C)S(=O)(=O)NCCC(=O)NS(=O)(=O)C=CC=2C=CC=CC2,Z1424672476,412.487,412.487,1.263,-2.38,2,6,127.23,9
COC=1N=CC=CC1NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,Z1723913871,346.357,346.357,3.032,-3.059,1,6,102.43,4
C=CC(=O)NCCC(=O)N1CCN(CC1C)C=2C=CC=CC2F,Z1834089158,319.375,319.375,2.258,-3.491,1,3,52.65,7
O=C(NC1CN(C1=O)C=2C=CC=CC2)C3(O)CCC3,Z2737358504,260.289,260.289,2.055,-3.298,2,3,69.64,4
C=CC(=O)N1CCC(CC1)C(=O)NC(CO)C2=CC=C(Cl)C=C2C(F)(F)F,Z1954749615,404.812,404.812,1.582,-4.349,2,3,69.64,8
COC=1C=CC(=CC1)N(C#N)CC=2C=CC=C(C2)[N+]([O-])=O,Z1955191933,283.283,283.283,2.756,-4.335,0,5,79.4,5
COC=1C=CC=CC1CN(CN2C(=O)C(C)(C)C2C=3C=CC=CC3)C4CC4,Z1334512119,364.482,364.482,4.445,-4.633,0,3,32.78,7
CC(NC(=O)C(C#N)=CC=1C=C(O)C=CC1[N+]([O-])=O)C=2C=CC=CC2,Z1359356138,337.33,337.33,2.951,-4.68,2,5,116.26,6
C=CC(=O)N1CCC(CC1)C(=O)NC=2C(=CC=C3CCCC23)OC,Z1842246315,328.406,328.406,1.362,-4.051,1,3,58.64,6
N#CC(=CC=1C=CC(=CC1)OC=2C=NC=CN2)C(=O)NC3CCCC3,Z1276773054,334.373,334.373,2.342,-3.78,1,4,87.9,6
CC=1N=C2C=CC=CC2=NC1CN(C#N)C=3C=CC(F)=CC3,Z1994019690,292.311,292.311,2.826,-3.576,0,4,52.81,3
CC(C)OCCCN(C#N)C=1C=CC(F)=CC1,Z1994011618,236.286,236.286,2.935,-2.744,0,3,36.26,6
O=CC1=CC=C(N1)C(=O)NCC2(CC2)C=3C=CC=C(Br)C3,Z1348258402,347.207,347.207,3.275,-4.055,2,2,61.96,6
C=CC(=O)NCCC(=O)NC1=CC=C(C(=O)N2CCOCC2)C(F)=C1,Z1748648288,349.358,349.358,0.219,-3.433,2,4,87.74,9
O=S(=O)(C=CC=1C=CC=CC1Cl)NC=2C=C3C=CC(Br)=CN3N2,Z1913233769,412.69,412.69,4.325,-5.583,1,3,63.47,4
C=CC(=O)NC=1C=C(C=CC1F)NC(=O)C2CC(=O)N(CC=3C=CC=C(C3)C(F)(F)F)C2,Z1362200104,449.399,449.399,2.984,-5.664,2,3,78.51,9
CCC=1C=CC=C(C1)N(C#N)CC(=O)NC=2C=CC=C(Cl)C2,Z1362453830,313.782,313.782,4.472,-5.554,1,3,56.13,6
NC(=O)COC=1C=CC=C(C1)NS(=O)(=O)C=2C=CC=C(C2)S(=O)(=O)F,Z1764327650,388.394,388.394,1.965,-3.707,2,6,132.63,6
C=CC(=O)NCCC(=O)NC=1C=CC(=CC1)N2CCCC2=O,Z1476789670,301.341,301.341,0.824,-3.036,2,3,78.51,8
CC(C)NC(=O)C(C#N)=CC=1C(Br)=NNC1Br,Z2234583578,362.02,362.02,2.191,-4.926,2,3,81.57,4
CC=1C=CC(C=CS(=O)(=O)NC=2C=CC(=CC2F)C=3N=CNN3)=CC1,Z2234633780,358.392,358.392,3.181,-5.644,2,4,87.74,5
CC1(C)C(=O)NC1C2CCN(CC2)C3CCN(C3=O)C=4C=CC=CC4,Z2234782077,341.448,341.448,1.808,-3.053,1,3,52.65,3
CC(C)C=1C=C(NC(=O)C(=O)NC=2C=CC(=CC2)N3CCC3=O)N(N1)C(C)C,Z2235002819,383.445,383.445,1.021,-4.526,2,4,96.33,8
CCOC(=O)C=1C=CC(=CC1)NC(=O)C(C#N)=CC2=CC=CC=C2O,Z54928440,336.342,336.342,3.287,-4.44,2,4,99.42,7
N#CC(=CC=1C=C(Br)C(O)=C(Br)C1)C(=O)NCC=2C=CC=CC2,Z44314463,436.097,436.097,3.829,-5.706,2,3,73.12,5
COC1=CC(C=C(C#N)C(=O)NC2CCCCC2C)=CC(OC)=C1O,Z44320181,344.406,344.406,2.741,-4.126,2,5,91.58,6
CCOC=1C=C(C=C(C#N)C(=O)NC2CCCCC2C)C=CC1O,Z44320183,328.406,328.406,3.487,-4.463,2,4,82.35,6
COC=1C=CC(C2=CSC(C=O)=N2)=C3C=CC=CC13,Z2941369917,269.32,269.32,3.697,-4.091,0,3,39.19,3
O=CC1=C(NC=2C=CC=CC12)C=3C=C(Cl)C=CC3Cl,Z3214214405,290.144,290.144,5.254,-5.968,1,1,32.86,2
CC1=CC(=C(C)S1)C=2NC=3C=CC=CC3C2C=O,Z3214214408,255.337,255.337,4.425,-5.195,1,1,32.86,2
C=CC(=O)NC=1C=C(C=CC1F)NC(=O)C2=CC=3CC(C)(C)CCC3NC2=O,Z1482540073,383.417,383.417,2.232,-5.777,3,3,87.3,6
C=CC(=O)NC=1C=C(C=CC1F)NC(=O)C2=CC=C(O2)C(N)=O,Z1482540075,317.273,317.273,-0.236,-4.447,3,3,114.43,7
O=C(C1CC1)N2CCCC(C2)C3=NC(=NO3)C=4C=CC=C(C4)N5CCC5=O,Z1979845438,366.415,366.415,0.744,-4.287,0,4,79.54,4
C=CC(=O)NC=1C=C(C=CC1F)NC(=O)C=2NC(C)=C(C(N)=O)C2CC,Z1486791214,358.368,358.368,0.195,-5.007,4,3,117.08,8
CN(CC1=CC=CO1)C(=O)CN(C#N)C2=CC=C(F)C(C#N)=C2,Z1281681003,312.299,312.299,1.504,-3.612,0,4,84.27,6
N#CC(=CC1=CN=C(S1)C2CCCCC2)C(=O)NC=3C=CC(F)=CC3,Z1374833419,355.431,355.431,4.352,-5.77,1,3,65.78,5
C=CC(=O)N1CCC(CC1)C(=O)N2CCCC2C3=NC4=CC=CC=C4N3CC,Z1492409967,380.484,380.484,0.651,-3.225,0,3,58.44,6
C=CC(=O)N1CCC(CC1)C(=O)NCC=2C=CC=NC2N3CCOCC3,Z1492383493,358.436,358.436,-0.839,-2.471,1,5,74.77,7
C=CC(=O)N1CCC(CC1)C(=O)NC=2C=CC=CC2C(=O)NC3=CC=C(Cl)C=N3,Z1492405281,412.87,412.87,2.126,-5.027,2,4,91.4,8
C=CC(=O)N1CCC(CC1)C(=O)N(CC)CC2=CC=C(Cl)S2,Z1492378571,340.869,340.869,1.599,-4.577,0,2,40.62,7
C=CC(=O)N1CCC(CC1)C(=O)N(CCC=2C=CC=C(F)C2)C3CC3,Z1492422277,344.424,344.424,1.725,-3.496,0,2,40.62,6
C=CC(=O)N1CCC(CC1)C(=O)N(CCC(=O)OC)C(C)C,Z1492420555,310.389,310.389,0.433,-1.765,0,3,66.92,7
C=CC(=O)N1CCC(CC1)C(=O)NC=2C=CC(=CC2)CNC(=O)OC,Z1492425963,345.394,345.394,0.332,-2.951,2,3,87.74,9
C=CC(=O)N1CCC(CC1)C(=O)NC2CCN(C2=O)C3=CC=CC=C3Cl,Z1492417890,375.85,375.85,1.032,-4.628,1,3,69.72,6
C=CC(=O)N1CCC(CC1)C(=O)N(C)C2CCN(C2=O)C=3C=CC=CC3F,Z1492419450,373.422,373.422,1.122,-4.01,0,3,60.93,6
C=CC(=O)NCC=1C=CC(=CC1)C(=O)N2CCOC=3C(Br)=CC=CC32,Z1995661889,401.254,401.254,2.382,-5.741,1,3,58.64,4
C=CC(=O)N1CCC(CC1)C(=O)N2CCC(CC2)C=3C=CC=C(C3)OC,Z1768455489,356.459,356.459,1.011,-3.287,0,3,49.85,6
C=CC(=O)NCCC(=O)N1CSCC1C(=O)N(C)C(C)C,Z1477477939,313.417,313.417,1.351,-2.82,1,3,69.72,9
C=CC(=O)NCCC(=O)NC=1C=CC=C(C1)C(=O)N2CCCC3=CC=CC=C32,Z1479132543,377.437,377.437,2.231,-5.137,2,3,78.51,9
C=CC(=O)NCCC(=O)N1CCC(CC1)C2=NC=C(N2)C(F)(F)F,Z3368603383,344.333,344.333,0.299,-2.78,2,3,78.09,8
C=CC(=O)NCCC(=O)N1CCN(CC1)C(=O)C2=CC=CC=C2O,Z1479404872,331.367,331.367,0.473,-2.891,2,4,89.95,8
C=CC(=O)NCCC(=O)N1CCC(CC1)C2CCCCCN2C(C)=O,Z1479250801,349.469,349.469,-0.036,-2.695,1,3,69.72,8
C=CC(=O)NCCC(=O)N1CCCC(C1)NC(=O)C(C)(C)C,Z1479231312,309.405,309.405,0.515,-2.5,2,3,78.51,9
C=CC(=O)NCCC(=O)NC1=CC=C(N=C1C)N2CCOCC2,Z1479481317,318.372,318.372,0.049,-2.399,2,5,83.56,8
C=CC(=O)NCCC(=O)N1CC=2C=CC=CC2C(C1)C=3C=CC=CC3,Z1478984335,334.412,334.412,2.446,-4.299,1,2,49.41,5
C=CC(=O)NC=1C=CC(=CC1)C(=O)NC2(CCCCC2)C(=O)OC(C)(C)C,Z1478787336,372.459,372.459,3.6,-5.315,2,3,84.5,9
C=CC(=O)NCCC(=O)NC1=CC(=CC=C1OC)C(C)(C)C,Z1478936252,304.385,304.385,2.176,-4.067,2,3,67.43,9
O=C(CCl)NC=1C=CC(=CC1)COC=2C=CC=CC2,Z3241475999,275.73,275.73,3.461,-4.003,1,2,38.33,6
"C=CC(=O)NCCNC(=O)[C@@H]1C[C@H]1C=2C=CC=CC2C(F)(F)F |&1:10,12,r|",Z2268930068,326.314,326.314,1.962,-3.724,2,2,58.2,9
CC(NC(=O)C1=CC(C=O)=CN1C)C(O)C=2C(F)=CC=CC2Cl,Z2271202303,338.761,338.761,2.489,-3.155,2,3,71.33,5
CC(C)N1C=CC(=N1)NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,Z2275323710,347.388,347.388,2.571,-2.799,1,5,98.13,5
COC=1C=CC=C(C1)N2C=C(N=N2)C(=O)N3CCC(CC3)C4NC(=O)C4(C)C,Z2282141502,383.445,383.445,0.555,-3.083,1,5,89.35,5
C=CC(=O)N(C)CC=1C=C(C)C(OCC(F)(F)F)=C(C)C1,Z2285377385,301.305,301.305,2.811,-4.245,0,2,29.54,7
C=CC(=O)N1CCN(CCOC=2C=CC=3CCCC3C2)CC1,Z2285377543,300.396,300.396,3.439,-3.74,0,3,32.78,6
C=CC(=O)N1CCN(CC1)C(=O)C=2SC=3C=CC=CC3C2C,Z2285377601,314.404,314.404,2.757,-4.98,0,2,40.62,4
C=CC(=O)N(C)CC1=NN=NN1C=2C=C(C=C(C2)OC)OC,Z2285377689,303.317,303.317,0.18,-2.09,0,6,82.37,7
C=CC(=O)N1C2CCC1CC(O)(CC=3C=CC(F)=CC3F)C2,Z2285377802,307.336,307.336,1.626,-3.885,1,2,40.54,3
C=CC(=O)N(C)CC(=O)NC(C=1C=CC=CC1)C=2C=CC=CC2,Z2285378200,308.375,308.375,2.46,-4.07,1,2,49.41,8
C=CC(=O)NC=1C=CC(=CC1)C(=O)N2CCCC2(C)CC(C)C,Z2324730745,314.423,314.423,3.479,-4.946,1,2,49.41,7
C=CC(=O)NC=1C=CC(=CC1)C(=O)N2CCCCC2COCC,Z2326794666,316.396,316.396,2.247,-3.735,1,3,58.64,8
CC1(C)C(=O)NC1C2CCN(CC2)C(=O)CC3=NOC4=CC=C(F)C=C34,Z2358073576,359.396,359.396,0.573,-3.394,1,3,75.44,4
O=C(NC1CN(C1=O)C=2C=CC(F)=CC2)C3=CNN=C3C4CCOCC4,Z2402735304,358.368,358.368,1.307,-3.617,2,4,87.32,5
C=CC(=O)N1CCC(CC1)C(=O)NCC2CCN(C)C(=O)C2,Z2407825445,307.389,307.389,-1.917,-1.584,1,3,69.72,6
C=CC(=O)NCC=1C=CC(=CC1)C(=O)N2CCC(N3N=C(C)C=C23)C(F)(F)F,Z2414545457,392.376,392.376,0.161,-5.046,1,3,67.23,7
O=CC=1C=CN2N=CC(C(=O)NCC3CCCO3)=C2C1,Z2453049734,273.288,273.288,0.696,-1.674,1,4,72.7,5
CCN(CC(O)C(F)(F)F)C(=O)C=1C=NN2C=CC(C=O)=CC12,Z2453049735,329.275,329.275,0.892,-2.656,1,4,74.91,7
CCOC(=O)C(C)C(C)NC(=O)C=1C=NN2C=CC(C=O)=CC12,Z2453049736,317.34,317.34,1.538,-2.279,1,4,89.77,8
C=CC(=O)NCCC(=O)NC1=CC=CC(=C1)C(=O)OC(C)(C)C,Z2458267361,318.368,318.368,2.539,-3.514,2,3,84.5,10
COC(=O)CN(C)C1=C(C=O)C(=O)N(C)C(=O)N1C,Z2491387840,269.254,269.254,0.231,-0.517,0,5,87.23,5
C=CC(=O)N1CCC(CC1)(C(=O)N2CCC=3SC=CC3C2)C=4C=CC=CC4,Z2495633705,380.505,380.505,2.248,-4.327,0,2,40.62,3
C=CC(=O)N1CCC(CC1)(C(=O)NCC=2C=CN=C(C2)OC)C=3C=CC=CC3,Z2495651630,379.453,379.453,1.734,-3.387,1,4,71.53,6
C=CC(=O)N1CCC(CC1)(C(=O)NCC(C)C2CC2)C=3C=CC=CC3,Z2496191459,340.46,340.46,2.284,-3.907,1,2,49.41,6
C=CC(=O)N1CCC(CC1)(C(=O)N2CC[C@@H](C2)OC)C=3C=CC=CC3,Z2497342770,342.433,342.433,1.098,-2.884,0,3,49.85,6
C=CC(=O)N1CCC(CC1)C(=O)NC(C(C)C)C2(CO)CCC2,Z2499722423,322.443,322.443,0.796,-2.791,2,3,69.64,8
C=CC(=O)N1CCC(CC1)(C(=O)NC(C)C=2C=CC=C(C)C2)C=3C=CC=CC3,Z2500038616,376.492,376.492,3.219,-4.792,1,2,49.41,5
C=CC(=O)N1CCC(CC1)(C(=O)NCC2=NNC(=N2)C(C)(C)C)C=3C=CC=CC3,Z2500065077,395.499,395.499,1.584,-3.532,2,4,90.98,8
C=CC(=O)N1CCC(CC1)(C(=O)NC[C@@H]2CC[C@H](CC2)C(N)=O)C=3C=CC=CC3,Z2500138412,397.512,397.512,0.596,-3.632,2,3,92.5,6
O=S(=O)(F)C=1C=CC=C(C1)S(=O)(=O)NC=2C=CC=C(C2)C3=CN(CC=4C=CC=CC4)N=N3,Z2509435832,472.516,472.516,4.725,-5.023,1,6,111.02,6
O=S(=O)(F)C=1C=CC=C(C1)S(=O)(=O)NC=2N=CC=CN2,Z2867517744,317.319,317.319,1.353,-2.978,1,6,106.09,4
C=CC(=O)NCC1=CC=C(S1)S(=O)(=O)N2CCCCC2,Z2517206514,314.426,314.426,1.294,-3.657,1,3,66.48,6
C=CC(=O)NC=1C=CC(=CC1N2CCOCC2)N3CCOCC3,Z2517206704,317.384,317.384,0.328,-2.996,1,5,54.04,5
C=CC(=O)NCC=1C=CC(=CC1)S(=O)(=O)N2CCCC(C)C2,Z2517208696,322.424,322.424,2.092,-3.553,1,3,66.48,6
C=CC(=O)NCC=1C=CC(=C(F)C1)N2CCN(CC2)C=3N=CC=CN3,Z2517209367,341.384,341.384,1.234,-4.004,1,5,61.36,5
C=CC(=O)NCCCCCC(=O)N1CCN(CC1)C(=O)CC(C)C,Z2517212245,337.458,337.458,0.535,-3.093,1,3,69.72,12
C=CC(=O)NCC(C=1C=CC(Cl)=CC1)N2CCOC(C)(C)C2,Z2517212630,322.83,322.83,3.118,-3.437,1,3,41.57,6
C=CC(=O)NC=1C=CC(OC)=C(C1)NC(=O)C2CCCCC2,Z2517214380,302.369,302.369,1.998,-4.631,2,3,67.43,5
C=CC(=O)NC=1C=CC(=CC1)NC(=O)NC2CCN(C)CC2,Z2517214699,302.372,302.372,0.433,-2.729,3,3,73.47,7
C=CC(=O)NC=1C=C(C=CC1N2CCOCC2)S(=O)(=O)N3CCCCC3,Z2517217932,379.476,379.476,1.811,-3.483,1,5,78.95,6
CC(Cl)C(=O)NC1(CCOC1)C=2C=CC(=CC2)S(C)(=O)=O,Z2596802989,331.816,331.816,0.564,-3.241,1,4,72.47,5
C=CC(=O)N1CCC(CC1)C(=O)NC(C=2C=CC=NC2)C(C)(C)CO,Z2642741897,345.437,345.437,-0.417,-1.903,2,4,82.53,8
C=CC(=O)N1CCC(CC1)C(=O)NC=2C=CC(=CC2F)N3C=CC=CC3=O,Z2643350401,369.39,369.39,0.756,-3.731,1,3,69.72,6
C=CC(=O)N1CCC(CC1)C(=O)N2CCC(C)(C2)C=3C=CC=C(C3)OC,Z2645909360,356.459,356.459,1.121,-3.288,0,3,49.85,4
C=CC(=O)NC=1C=C(C=CC1F)NC(=O)CC=2C=CC(O)=C(C2)OC,Z2668776696,344.338,344.338,1.033,-3.729,3,4,87.66,8
CC(C)C=1N=CC=2CN(CCC2N1)C(=O)CCl,Z2691136270,253.728,253.728,0.227,-2.051,0,3,46.09,2
COC(=O)CCC1=NC(COC=2C=CC(=CC2)N3CCC3=O)=NO1,Z2695600760,331.324,331.324,0.489,-2.152,0,5,94.76,8
CN(CC1=CC=CS1)C(=O)COC=2C=CC(=CC2)N3CCC3=O,Z2695600762,330.403,330.403,2.003,-4.099,0,3,49.85,7
C=CC(=O)N(C)CC(=O)N(C)CC=1C=CC(=CC1)OC(F)(F)F,Z2698650340,330.303,330.303,2.393,-3.823,0,3,49.85,9
C=CC(=O)N(C)CC(=O)N1CCN(CC1)C(=O)COC=2C=CC(F)=CC2,Z2699478099,363.384,363.384,1.83,-3.451,0,4,70.16,9
C=CC(=O)N(C)CC(=O)N1CCN(CC1)C(=O)CC=2C=CC=C(C2)OC,Z2701276122,359.42,359.42,1.339,-2.778,0,4,70.16,9
C=CC(=O)N(C)CC(=O)N1CCN(CC1C)C=2C=CC(=CC2)C(=O)OC,Z2702637534,359.42,359.42,2.572,-3.434,0,4,70.16,8
C=CC(=O)N(C)CC(=O)NC=1C=CN(CCN2CCOCC2)N1,Z2704473497,321.376,321.376,-0.336,-1.148,1,5,79.7,9
C=CC(=O)N(C)CC(=O)N1CCN(CC2=NOC(=N2)C3=CC=CS3)CC1,Z2704480914,375.447,375.447,1.411,-2.682,0,5,82.78,8
C=CC(=O)N(C)CC(=O)N(C)C1CCN(C1=O)C=2C=CC=CC2Cl,Z2704653979,349.812,349.812,2.222,-4.133,0,3,60.93,7
C=CC(=O)N(C)CC(=O)NC(C=1OC=2C=CC=CC2C1C)C(C)C,Z2704866214,328.406,328.406,3.358,-4.662,1,2,62.55,8
C=CC(=O)N(C)CC(=O)N1CCN(CC1)C(=O)C(C)OC=2C=C(C)C=CC2C,Z2705795848,387.474,387.474,2.854,-4.333,0,4,70.16,9
C=CC(=O)N(C)CC(=O)N1CCC(C1)C=2C=CC=CC2OC,Z2705962782,302.369,302.369,1.093,-2.811,0,3,49.85,7
CC1CCN(C(=O)C=2C=C(Br)C3=NC=C(C=O)N3C2)C1C,Z2707160039,350.211,350.211,2.521,-3.878,0,3,54.68,2
C=CC(=O)NC=1C=C(C=CC1F)NC(=O)C=2C=C(C)N(C2C)C3CCOC3,Z2707364963,371.406,371.406,1.3,-3.84,2,3,72.36,7
C=CC(=O)N(C)CC(=O)N1CCC=2C=CC(=CC2C1)[N+]([O-])=O,Z2707550461,303.314,303.314,0.978,-3.417,0,4,83.76,6
C=CC(=O)N(C)CC(=O)NC1CCC2=NC(=NN2C1)C(C)C,Z2707593886,305.376,305.376,0.217,-1.697,1,4,80.12,7
C=CC(=O)N(C)CC(=O)NCC=1C=CC(C)=CC1OC2CCOC2,Z2707643928,332.395,332.395,1.276,-3.495,1,4,67.87,9
C=CC(=O)N(C)CC(=O)NC(CC)C=1C=CC(=CC1)OC(F)F,Z2708166723,326.339,326.339,2.315,-3.701,1,3,58.64,10
C=CC(=O)N(C)CC(=O)N1CCC(C1)OC=2C=CC(=CN2)C(F)(F)F,Z2709123683,357.328,357.328,2.106,-3.649,0,4,62.74,8
C=CC(=O)N(C)CC(=O)N1CCN(CC1(C)C)C(=O)N(C)C,Z2709277789,310.393,310.393,1.489,-1.939,0,3,64.17,7
C=CC(=O)N(C)CC(=O)N1CCNC(=O)C1C=2C=CC=CC2C,Z2709749988,315.368,315.368,1.709,-3.245,1,3,69.72,6
C=CC(=O)N(C)CC(=O)NC1CCN(C1)C=2C=CC=CC2C(F)(F)F,Z2710096215,355.356,355.356,2.512,-4.215,1,3,52.65,6
C=CC(=O)N(C)CC(=O)N1CCCC1CN(C(C)=O)C2CC2,Z2710460210,307.389,307.389,0.656,-2.022,0,3,60.93,6
C=CC(=O)N(C)CC(=O)NC1=CC(=CC=C1C(C)C)C(=O)OC,Z2710746217,318.368,318.368,2.051,-3.918,1,3,75.71,9
C=CC(=O)N(C)CC(=O)NC1=CC(Cl)=CC=C1OCC2CCC2,Z2710750587,336.814,336.814,3.015,-4.728,1,3,58.64,9
C=CC(=O)N(C)CC(=O)NCCC=1C(Cl)=CC=CC1N2CCCC2,Z2711025605,349.855,349.855,2.491,-3.651,1,3,52.65,9
C=CC(=O)N(C)CC(=O)NCC(C)(C)C=1C=CC(C)=CC1C,Z2713769028,302.412,302.412,3.074,-3.672,1,2,49.41,8
COC=1C=C(C=O)C=CC1OCCC(=O)N2CCOC(F)(F)C2,Z2713883320,329.297,329.297,2.623,-3.143,0,5,65.07,7
C=CC(=O)N(C)CC(=O)NCC1CCCN(CC(F)(F)F)C1,Z2713911188,321.339,321.339,0.531,-2.421,1,3,52.65,9
C=CC(=O)N(C)CC(=O)N1CCC(CC1)C2=NC(=CS2)C(F)(F)F,Z2714093526,361.384,361.384,1.326,-2.951,0,3,53.51,5
O=C(NC=1C=CC=C(C1)CN2C(=O)CNC2=O)C=3C=CC=C(C3)S(=O)(=O)F,Z2768268901,391.375,391.375,1.885,-4.343,2,5,112.65,5
O=C(NC=1C=CC=C(C1)CN2C=CC=NC2=O)C=3C=CC(=CC3)S(=O)(=O)F,Z2768273220,387.387,387.387,1.777,-4.284,1,5,95.91,5
CC(C)C=1OC(=NC1C=2C=CC=CC2)C3CCCN3C(=O)C4=CC(=CN4)S(=O)(=O)F,Z2768290941,431.482,431.482,3.63,-5.056,1,4,96.27,6
O=S(=O)(F)C=1C=CC(=CC1)S(=O)(=O)NCC=2C=C(COC3=CC=CC=C3F)ON2,Z2768308729,444.433,444.433,3.368,-4.107,1,6,115.57,7
CCN(C#N)CCSC1=NN=C(O)N1,Z2769186330,213.262,213.262,0.839,-2.683,2,5,88.83,5
CCN(C#N)CCSC1=NC(O)=CC(=N1)C(F)F,Z2769195648,274.292,274.292,1.848,-3.361,1,5,73.04,6
C=CC(=O)NC=1C=CC=C(C1)C(=O)NC(C)CCC2=CC=CN2C,Z2771617002,325.406,325.406,2.286,-3.262,2,2,63.13,7
C=CC(=O)NC=1C=CC=C(C1)C(=O)N(CCC2=NC=CS2)C(C)C,Z2773583621,343.445,343.445,1.629,-3.553,1,3,62.3,7
C=CC(=O)NC=1C=CC=C(C1)C(=O)NC=2C=CC(=CC2)O[C@@H]3CCCC[C@H]3O,Z2776626736,380.438,380.438,2.823,-5.314,3,4,87.66,8
C=CC(=O)NC=1C=CC=C(C1)C(=O)N2CC=3C=CC=CC3C[C@H]2C(=O)NC4CC4,Z2779662438,389.448,389.448,2.427,-5.362,2,3,78.51,5
"C=CC(=O)NC=1C=CC=C(C1)C(=O)N2CC[C@@H](C)[C@H](C2)NC(=O)C(F)(F)F |&1:16,18,r|",Z2780457769,383.366,383.366,2.042,-5.423,2,3,78.51,5
C=CC(=O)NCC=1C=CC(=CC1)C(=O)NCC2(CCN(C)CC2)C=3C=CC=CC3,Z2782431388,391.507,391.507,2.139,-3.4,2,3,61.44,9
C=CC(=O)N1CCC(CC1)C(=O)NC2CCN(CC2)C3=CC=CC=C3C#N,Z2783066120,366.458,366.458,0.112,-4.014,1,4,76.44,6
"C=CC(=O)NCC=1C=CC(=CC1)C(=O)N2C[C@H]3CCN(C(=O)NC(C)C)[C@H]3C2 |&1:16,26,r|",Z2784019473,384.473,384.473,0.667,-4.416,2,3,81.75,9
C=CC(=O)N1CCC(CC1)C(=O)NC=2C=C(C)C=C(C2)S(C)(=O)=O,Z2803402484,350.434,350.434,0.366,-3.213,1,4,83.55,6
