stereo_smiles,LUMO_eV
N#CN1CC[C@@H](c2cccc(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)n2)C1,-7.641376894
N#CN1CC[C@H](c2cccc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)n2)C1,-7.858697662
N#CN1CC[C@@H](c2cccc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)n2)C1,-7.848276903
O=C1CC[C@H](NC(=O)c2cnn3ccc(=O)[nH]c23)C(=O)N1,-8.107775019
N#CN1CC[C@H](c2ccc(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)cn2)C1,-7.908086292
N#CN1CC[C@@H](c2ccc(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)cn2)C1,-7.971903053
N#CN1CC[C@H](c2ccc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)cn2)C1,-7.956125608
N#CN1CC[C@@H](c2ccc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)cn2)C1,-7.962875229
N#CN1CC[C@H](c2ncccc2-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)C1,-7.770552807
N#CN1CC[C@@H](c2ncccc2-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)C1,-7.774470101
N#CN1CC[C@H](c2ncccc2-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)C1,-7.70137146
N#CN1CC[C@@H](c2ncccc2-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)C1,-7.764958268
N#CN1CCC[C@H](c2cnc3c(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)cccc3c2)C1,-8.211540415
N#CN1CCC[C@@H](c2cnc3c(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)cccc3c2)C1,-8.328036182
O=C1CC[C@@H](NC(=O)c2cnn3ccc(=O)[nH]c23)C(=O)N1,-8.10759371
N#CN1CCC[C@H](c2cnc3c(-c4cn([C@H]5CCC(=O)NC5=O)nn4)cccc3c2)C1,-8.16259624
N#CN1CCC[C@@H](c2cnc3c(-c4cn([C@H]5CCC(=O)NC5=O)nn4)cccc3c2)C1,-8.323614258
N#CN1CCC[C@H](c2ncc(-c3cn([C@@H]4CCC(=O)NC4=O)nn3)c3ccccc23)C1,-8.346163494
N#CN1CCC[C@@H](c2ncc(-c3cn([C@@H]4CCC(=O)NC4=O)nn3)c3ccccc23)C1,-8.172875002
N#CN1CCC[C@H](c2ncc(-c3cn([C@H]4CCC(=O)NC4=O)nn3)c3ccccc23)C1,-8.165966106
N#CN1CCC[C@@H](c2ncc(-c3cn([C@H]4CCC(=O)NC4=O)nn3)c3ccccc23)C1,-8.140921967
N#CN1CCC[C@H](c2ccc3c(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)cncc3c2)C1,-8.387589063
N#CN1CCC[C@@H](c2ccc3c(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)cncc3c2)C1,-8.324490612
N#CN1CCC[C@H](c2ccc3c(-c4cn([C@H]5CCC(=O)NC5=O)nn4)cncc3c2)C1,-8.304674728
N#CN1CCC[C@@H](c2ccc3c(-c4cn([C@H]5CCC(=O)NC5=O)nn4)cncc3c2)C1,-8.360369606
O=C1CC[C@H](NC(=O)c2cnn3c(=O)cc[nH]c23)C(=O)N1,-8.045392877
N#CN1CCC[C@H](c2ccc(-c3cn([C@@H]4CCC(=O)NC4=O)nn3)c3ncccc23)C1,-8.359449021
N#CN1CCC[C@@H](c2ccc(-c3cn([C@@H]4CCC(=O)NC4=O)nn3)c3ncccc23)C1,-8.323943792
N#CN1CCC[C@H](c2ccc(-c3cn([C@H]4CCC(=O)NC4=O)nn3)c3ncccc23)C1,-8.134278578
N#CN1CCC[C@@H](c2ccc(-c3cn([C@H]4CCC(=O)NC4=O)nn3)c3ncccc23)C1,-8.075630257
N#CN1CCC[C@H](c2cnc3cc(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)ccc3c2)C1,-8.122565229
N#CN1CCC[C@@H](c2cnc3cc(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)ccc3c2)C1,-8.291073865
N#CN1CCC[C@H](c2cnc3cc(-c4cn([C@H]5CCC(=O)NC5=O)nn4)ccc3c2)C1,-8.20804639
N#CN1CCC[C@@H](c2cnc3cc(-c4cn([C@H]5CCC(=O)NC5=O)nn4)ccc3c2)C1,-8.315989592
N#CN1CCC[C@H](c2ccnc3cc(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)ccc23)C1,-8.279328818
N#CN1CCC[C@@H](c2ccnc3cc(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)ccc23)C1,-8.246377019
O=C1CC[C@@H](NC(=O)c2cnn3c(=O)cc[nH]c23)C(=O)N1,-8.044232208
N#CN1CCC[C@H](c2ccnc3cc(-c4cn([C@H]5CCC(=O)NC5=O)nn4)ccc23)C1,-8.274125494
N#CN1CCC[C@@H](c2ccnc3cc(-c4cn([C@H]5CCC(=O)NC5=O)nn4)ccc23)C1,-8.138362346
N#CN1CCC[C@H](c2ccc3ccc(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)cc3n2)C1,-8.279544325
N#CN1CCC[C@@H](c2ccc3ccc(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)cc3n2)C1,-8.249265528
N#CN1CCC[C@H](c2ccc3ccc(-c4cn([C@H]5CCC(=O)NC5=O)nn4)cc3n2)C1,-8.220408534
N#CN1CCC[C@@H](c2ccc3ccc(-c4cn([C@H]5CCC(=O)NC5=O)nn4)cc3n2)C1,-8.283525894
N#CN1CCC[C@H](c2ccc3cccc(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)c3n2)C1,-8.336409232
N#CN1CCC[C@@H](c2ccc3cccc(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)c3n2)C1,-8.33458037
N#CN1CCC[C@H](c2ccc3cccc(-c4cn([C@H]5CCC(=O)NC5=O)nn4)c3n2)C1,-8.226034662
N#CN1CCC[C@@H](c2ccc3cccc(-c4cn([C@H]5CCC(=O)NC5=O)nn4)c3n2)C1,-8.086413419
O=C1CC[C@H](NC(=O)c2c[nH]c(=O)c3cncn23)C(=O)N1,-8.096707657
N#CN1CCC[C@H](c2ccc3cncc(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)c3c2)C1,-8.386358791
N#CN1CCC[C@@H](c2ccc3cncc(-c4cn([C@@H]5CCC(=O)NC5=O)nn4)c3c2)C1,-7.908673296
N#CN1CCC[C@H](c2ccc3cncc(-c4cn([C@H]5CCC(=O)NC5=O)nn4)c3c2)C1,-7.95573061
N#CN1CCC[C@@H](c2ccc3cncc(-c4cn([C@H]5CCC(=O)NC5=O)nn4)c3c2)C1,-8.033170755
O=C1CC[C@H](N2C(=O)c3cccc(-c4cccc(S(=O)(=O)F)c4)c3C2=O)C(=O)N1,-8.913723913
O=C1CC[C@@H](N2C(=O)c3cccc(-c4cccc(S(=O)(=O)F)c4)c3C2=O)C(=O)N1,-9.056100008
O=C1CC[C@H](N2C(=O)c3ccc(-c4ccccc4S(=O)(=O)F)cc3C2=O)C(=O)N1,-9.053753572
O=C1CC[C@@H](N2C(=O)c3ccc(-c4ccccc4S(=O)(=O)F)cc3C2=O)C(=O)N1,-9.052591996
O=C1CC[C@H](N2C(=O)c3ccc(-c4cccc(S(=O)(=O)F)c4)cc3C2=O)C(=O)N1,-8.913675175
O=C1CC[C@@H](N2C(=O)c3ccc(-c4cccc(S(=O)(=O)F)c4)cc3C2=O)C(=O)N1,-9.045331008
O=C1CC[C@@H](NC(=O)c2c[nH]c(=O)c3cncn23)C(=O)N1,-8.096563362
Nc1ccccc1C#CC(=O)NCc1ccc2c(c1)CN([C@@H]1CCC(=O)NC1=O)C2=O,-7.855323669
Nc1ccccc1C#CC(=O)NCc1ccc2c(c1)CN([C@H]1CCC(=O)NC1=O)C2=O,-7.863299113
N#CN1CC[C@H](c2ccc3ccc4cc(C(=O)N[C@@H]5CCC(=O)NC5=O)oc4c3c2)C1,-7.97434533
N#CN1CC[C@@H](c2ccc3ccc4cc(C(=O)N[C@@H]5CCC(=O)NC5=O)oc4c3c2)C1,-7.836203304
N#CN1CC[C@H](c2ccc3ccc4cc(C(=O)N[C@H]5CCC(=O)NC5=O)oc4c3c2)C1,-7.673251926
N#CN1CC[C@@H](c2ccc3ccc4cc(C(=O)N[C@H]5CCC(=O)NC5=O)oc4c3c2)C1,-8.038992729
N#CN1CC[C@H](c2cc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)ncn2)C1,-8.16359173
N#CN1CC[C@@H](c2cc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)ncn2)C1,-8.227976617
N#CN1CC[C@H](c2cc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)ncn2)C1,-8.217488292
N#CN1CC[C@@H](c2cc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)ncn2)C1,-8.199607578
O=C1CC[C@H](NC(=O)c2cc3cncn3c(O)n2)C(=O)N1,-8.341473821
N#CN1CC[C@H](c2ccnnc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-8.136303563
N#CN1CC[C@@H](c2ccnnc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-8.200668444
N#CN1CC[C@H](c2ccnnc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-8.198899616
N#CN1CC[C@@H](c2ccnnc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-8.276566555
N#CN1CC[C@H](c2ccnc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)n2)C1,-7.98676467
N#CN1CC[C@@H](c2ccnc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.103364739
N#CN1CC[C@H](c2ccnc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)n2)C1,-7.977111749
N#CN1CC[C@@H](c2ccnc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.102798975
N#CN1CC[C@H](c2ccc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)C1,-8.234685919
N#CN1CC[C@@H](c2ccc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)C1,-8.156975786
Cc1occc1S[C@H]1CCC(=O)NC1=O,-7.866772005
O=C1CC[C@@H](NC(=O)c2cc3cncn3c(O)n2)C(=O)N1,-8.341831465
N#CN1CC[C@H](c2ccc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)nn2)C1,-7.936255759
N#CN1CC[C@@H](c2ccc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)nn2)C1,-8.243843241
N#CN1CC[C@H](c2cncnc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-8.240347517
N#CN1CC[C@@H](c2cncnc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-8.238794367
N#CN1CC[C@H](c2cncnc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-8.002865283
N#CN1CC[C@@H](c2cncnc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-8.028210678
N#CN1CC[C@H](c2nccnc2-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)C1,-8.031642417
N#CN1CC[C@@H](c2nccnc2-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)C1,-7.982638106
N#CN1CC[C@H](c2nccnc2-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)C1,-8.243601717
N#CN1CC[C@@H](c2nccnc2-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)C1,-8.14685398
O=C1CC[C@H](NC(=O)c2cnn3cc[nH]c(=O)c23)C(=O)N1,-8.351521329
N#CN1CC[C@H](c2ncc(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)cn2)C1,-8.150049323
N#CN1CC[C@@H](c2ncc(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)cn2)C1,-8.175284138
N#CN1CC[C@H](c2ncc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)cn2)C1,-7.998955997
N#CN1CC[C@@H](c2ncc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)cn2)C1,-7.998765162
N#CN1CC[C@H](c2nccnc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-8.003108559
N#CN1CC[C@@H](c2nccnc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-8.2983563
N#CN1CC[C@H](c2nccnc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-8.249107669
N#CN1CC[C@@H](c2nccnc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-8.253668289
N#CN1CC[C@H](c2cncc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.246074627
N#CN1CC[C@@H](c2cncc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.163500137
O=C1CC[C@@H](NC(=O)c2cnn3cc[nH]c(=O)c23)C(=O)N1,-8.351322838
N#CN1CC[C@H](c2cncc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.246704294
N#CN1CC[C@@H](c2cncc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.354506235
N#CN1CC[C@H](c2cnnc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)c2)C1,-8.324718332
N#CN1CC[C@@H](c2cnnc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)c2)C1,-8.383186801
N#CN1CC[C@H](c2cnnc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)c2)C1,-8.152631523
N#CN1CC[C@@H](c2cnnc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)c2)C1,-8.160769277
N#CN1CC[C@H](c2cnc(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)cn2)C1,-8.158097215
N#CN1CC[C@@H](c2cnc(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)cn2)C1,-8.123831057
N#CN1CC[C@H](c2cnc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)cn2)C1,-8.401750261
N#CN1CC[C@@H](c2cnc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)cn2)C1,-8.395850611
O=C1CC[C@H](NC(=O)c2cc(=O)n3nccc3[nH]2)C(=O)N1,-8.02250391
N#CN1CC[C@H](c2nccc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.373355332
N#CN1CC[C@@H](c2nccc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.212206631
N#CN1CC[C@H](c2nccc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.366197728
N#CN1CC[C@@H](c2nccc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.115349314
N#CN1CC[C@H](c2cncc(-c3ccc4c(c3)C(=O)N([C@@H]3CCC(=O)NC3=O)C4)n2)C1,-8.115788981
N#CN1CC[C@@H](c2cncc(-c3ccc4c(c3)C(=O)N([C@@H]3CCC(=O)NC3=O)C4)n2)C1,-8.109176842
N#CN1CC[C@H](c2cncc(-c3ccc4c(c3)C(=O)N([C@H]3CCC(=O)NC3=O)C4)n2)C1,-8.1454429
N#CN1CC[C@@H](c2cncc(-c3ccc4c(c3)C(=O)N([C@H]3CCC(=O)NC3=O)C4)n2)C1,-8.145192949
N#CN1CC[C@H](c2cncc(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.218871088
N#CN1CC[C@@H](c2cncc(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.379897823
O=C1CC[C@@H](NC(=O)c2cc(=O)n3nccc3[nH]2)C(=O)N1,-8.022104048
N#CN1CC[C@H](c2cncc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.376468619
N#CN1CC[C@@H](c2cncc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)n2)C1,-8.365792414
N#CN1CC[C@H](c2cnc3c(Nc4ccc(N5CCC(=O)NC5=O)cc4)ccnn23)C1,-7.246287618
N#CN1CC[C@@H](c2cnc3c(Nc4ccc(N5CCC(=O)NC5=O)cc4)ccnn23)C1,-7.329618473
N#CN1CC[C@H](c2cc3c(Nc4ccc(N5CCC(=O)NC5=O)cc4)ncnc3[nH]2)C1,-7.576194687
N#CN1CC[C@@H](c2cc3c(Nc4ccc(N5CCC(=O)NC5=O)cc4)ncnc3[nH]2)C1,-7.58291479
N#CN1CC[C@H](c2cn3nccc(Nc4ccc(N5CCC(=O)NC5=O)cc4)c3n2)C1,-7.522438832
N#CN1CC[C@@H](c2cn3nccc(Nc4ccc(N5CCC(=O)NC5=O)cc4)c3n2)C1,-7.532367216
N#CN1CCC[C@H](c2cccc(-c3ccc(C(=O)N[C@@H]4CCC(=O)NC4=O)cc3)c2)C1,-7.953882102
N#CN1CCC[C@@H](c2cccc(-c3ccc(C(=O)N[C@@H]4CCC(=O)NC4=O)cc3)c2)C1,-7.924153368
O=C1CC[C@H](NC(=O)c2ccc(F)c3[nH]ccc23)C(=O)N1,-7.950579764
N#CN1CCC[C@H](c2cccc(-c3ccc(C(=O)N[C@H]4CCC(=O)NC4=O)cc3)c2)C1,-8.003460257
N#CN1CCC[C@@H](c2cccc(-c3ccc(C(=O)N[C@H]4CCC(=O)NC4=O)cc3)c2)C1,-8.028076278
N#CN1CCC[C@H](c2ccc(-c3cccc(C(=O)N[C@@H]4CCC(=O)NC4=O)c3)cc2)C1,-8.079908735
N#CN1CCC[C@@H](c2ccc(-c3cccc(C(=O)N[C@@H]4CCC(=O)NC4=O)c3)cc2)C1,-8.014387974
N#CN1CCC[C@H](c2ccc(-c3cccc(C(=O)N[C@H]4CCC(=O)NC4=O)c3)cc2)C1,-8.017867523
N#CN1CCC[C@@H](c2ccc(-c3cccc(C(=O)N[C@H]4CCC(=O)NC4=O)c3)cc2)C1,-8.019853907
N#CN1CCC[C@H](c2ccccc2-c2ccc(C(=O)N[C@@H]3CCC(=O)NC3=O)cc2)C1,-7.978977581
N#CN1CCC[C@@H](c2ccccc2-c2ccc(C(=O)N[C@@H]3CCC(=O)NC3=O)cc2)C1,-8.015263608
N#CN1CCC[C@H](c2ccccc2-c2ccc(C(=O)N[C@H]3CCC(=O)NC3=O)cc2)C1,-8.030706828
N#CN1CCC[C@@H](c2ccccc2-c2ccc(C(=O)N[C@H]3CCC(=O)NC3=O)cc2)C1,-8.026996318
O=C1CC[C@@H](NC(=O)c2ccc(F)c3[nH]ccc23)C(=O)N1,-7.950334131
N#CN1CCC[C@H](c2cccc(-c3cccc(C(=O)N[C@@H]4CCC(=O)NC4=O)c3)c2)C1,-7.893114847
N#CN1CCC[C@@H](c2cccc(-c3cccc(C(=O)N[C@@H]4CCC(=O)NC4=O)c3)c2)C1,-8.008214143
N#CN1CCC[C@H](c2cccc(-c3cccc(C(=O)N[C@H]4CCC(=O)NC4=O)c3)c2)C1,-8.047936962
N#CN1CCC[C@@H](c2cccc(-c3cccc(C(=O)N[C@H]4CCC(=O)NC4=O)c3)c2)C1,-8.052215389
N#CN1CCC[C@H](c2cccc(-c3ccccc3C(=O)N[C@@H]3CCC(=O)NC3=O)c2)C1,-8.037334261
N#CN1CCC[C@@H](c2cccc(-c3ccccc3C(=O)N[C@@H]3CCC(=O)NC3=O)c2)C1,-8.013428807
N#CN1CCC[C@H](c2cccc(-c3ccccc3C(=O)N[C@H]3CCC(=O)NC3=O)c2)C1,-8.030606681
N#CN1CCC[C@@H](c2cccc(-c3ccccc3C(=O)N[C@H]3CCC(=O)NC3=O)c2)C1,-8.109111634
N#CN1CCC[C@H](c2ccc(-c3ccccc3C(=O)N[C@@H]3CCC(=O)NC3=O)cc2)C1,-8.022357712
N#CN1CCC[C@@H](c2ccc(-c3ccccc3C(=O)N[C@@H]3CCC(=O)NC3=O)cc2)C1,-8.098219959
O=C1CC[C@H](NC(=O)c2c[nH]c3ccc(F)cc23)C(=O)N1,-7.914414907
N#CN1CCC[C@H](c2ccc(-c3ccccc3C(=O)N[C@H]3CCC(=O)NC3=O)cc2)C1,-7.836216604
N#CN1CCC[C@@H](c2ccc(-c3ccccc3C(=O)N[C@H]3CCC(=O)NC3=O)cc2)C1,-8.015873628
N#CN1CCC[C@H](c2ccccc2-c2cccc(C(=O)N[C@@H]3CCC(=O)NC3=O)c2)C1,-8.012416219
N#CN1CCC[C@@H](c2ccccc2-c2cccc(C(=O)N[C@@H]3CCC(=O)NC3=O)c2)C1,-7.497347544
N#CN1CCC[C@H](c2ccccc2-c2cccc(C(=O)N[C@H]3CCC(=O)NC3=O)c2)C1,-8.040396405
N#CN1CCC[C@@H](c2ccccc2-c2cccc(C(=O)N[C@H]3CCC(=O)NC3=O)c2)C1,-8.098906836
N#CN1CCC[C@H](c2cccc(C(=O)Nc3ccc([C@@H]4CCC(=O)NC4=O)cc3)c2)C1,-7.896656462
N#CN1CCC[C@@H](c2cccc(C(=O)Nc3ccc([C@@H]4CCC(=O)NC4=O)cc3)c2)C1,-7.670671714
N#CN1CCC[C@H](c2cccc(C(=O)Nc3ccc([C@H]4CCC(=O)NC4=O)cc3)c2)C1,-7.667728663
N#CN1CCC[C@@H](c2cccc(C(=O)Nc3ccc([C@H]4CCC(=O)NC4=O)cc3)c2)C1,-7.66298839
O=C1CC[C@@H](NC(=O)c2c[nH]c3ccc(F)cc23)C(=O)N1,-7.91437417
N#CN1CCC(c2cccc(-c3cccc(C(=O)N[C@@H]4CCC(=O)NC4=O)c3)c2)CC1,-7.661246192
N#CN1CCC(c2cccc(-c3cccc(C(=O)N[C@H]4CCC(=O)NC4=O)c3)c2)CC1,-8.04635341
N#CN1CCC(c2ccccc2C(=O)Nc2ccc([C@@H]3CCC(=O)NC3=O)cc2)CC1,-8.036137835
N#CN1CCC(c2ccccc2C(=O)Nc2ccc([C@H]3CCC(=O)NC3=O)cc2)CC1,-7.72087649
N#CN1CCC[C@H](c2ccccc2C(=O)Nc2ccc([C@@H]3CCC(=O)NC3=O)cc2)C1,-7.713729041
N#CN1CCC[C@@H](c2ccccc2C(=O)Nc2ccc([C@@H]3CCC(=O)NC3=O)cc2)C1,-7.705471943
N#CN1CCC[C@H](c2ccccc2C(=O)Nc2ccc([C@H]3CCC(=O)NC3=O)cc2)C1,-7.731615773
N#CN1CCC[C@@H](c2ccccc2C(=O)Nc2ccc([C@H]3CCC(=O)NC3=O)cc2)C1,-7.67090954
O=C1CC[C@H](N2C(=O)c3ccc(-c4cccnc4S(=O)(=O)F)cc3C2=O)C(=O)N1,-9.218070776
O=C1CC[C@@H](N2C(=O)c3ccc(-c4cccnc4S(=O)(=O)F)cc3C2=O)C(=O)N1,-8.975938436
Cc1cnc(F)c(-c2cn([C@@H]3CCC(=O)NC3=O)nn2)c1,-8.24330175
O=C1CC[C@H](N2C(=O)c3ccc(-c4cncc(S(=O)(=O)F)c4)cc3C2=O)C(=O)N1,-9.206151046
O=C1CC[C@@H](N2C(=O)c3ccc(-c4cncc(S(=O)(=O)F)c4)cc3C2=O)C(=O)N1,-9.056738068
O=C1CC[C@H](N2C(=O)c3ccc(-c4cnccc4S(=O)(=O)F)cc3C2=O)C(=O)N1,-8.975760058
O=C1CC[C@@H](N2C(=O)c3ccc(-c4cnccc4S(=O)(=O)F)cc3C2=O)C(=O)N1,-9.206913819
O=C1CC[C@H](N2C(=O)c3cccc(-c4cncc(S(=O)(=O)F)c4)c3C2=O)C(=O)N1,-9.056361953
O=C1CC[C@@H](N2C(=O)c3cccc(-c4cncc(S(=O)(=O)F)c4)c3C2=O)C(=O)N1,-9.215061401
O=C1CC[C@H](N2C(=O)c3ccc(NC(=O)c4cn5ccccc5n4)cc3C2=O)C(=O)N1,-8.476452571
O=C1CC[C@@H](N2C(=O)c3ccc(NC(=O)c4cn5ccccc5n4)cc3C2=O)C(=O)N1,-8.47660727
Nc1ccn(S(=O)(=O)c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)c(=O)n1,-8.008484002
Nc1ccn(S(=O)(=O)c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)c(=O)n1,-8.008610289
O=c1ccn([C@@H]2C[C@H](O)[C@H](CO)O2)c(=O)[nH]1,-7.818119083
Cc1cnc(F)c(-c2cn([C@H]3CCC(=O)NC3=O)nn2)c1,-8.244072403
O=C1CC[C@H](N2Cc3cc(CNC(=O)c4coc5ccccc45)ccc3C2=O)C(=O)N1,-7.896379484
O=C1CC[C@@H](N2Cc3cc(CNC(=O)c4coc5ccccc45)ccc3C2=O)C(=O)N1,-7.893704536
O=C1CC[C@H](N2Cc3cc(NC(=O)C4=Cc5ccccc5OC4)ccc3C2=O)C(=O)N1,-7.885355371
O=C1CC[C@@H](N2Cc3cc(NC(=O)C4=Cc5ccccc5OC4)ccc3C2=O)C(=O)N1,-7.88387559
Cc1c(C(=O)Nc2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)nc2ccccn12,-7.729220769
Cc1c(C(=O)Nc2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)nc2ccccn12,-7.728463536
O=C1CC[C@H](N2Cc3cc(CNC(=O)c4cn5ccccc5n4)ccc3C2=O)C(=O)N1,-7.824156299
O=C1CC[C@@H](N2Cc3cc(CNC(=O)c4cn5ccccc5n4)ccc3C2=O)C(=O)N1,-7.808917575
CN1C(=O)CC[C@H](N2Cc3cc(NC(=O)c4cn5ccccc5n4)ccc3C2=O)C1=O,-7.953057224
CN1C(=O)CC[C@@H](N2Cc3cc(NC(=O)c4cn5ccccc5n4)ccc3C2=O)C1=O,-7.723017695
Cc1cc(F)ncc1-c1cn([C@@H]2CCC(=O)NC2=O)nn1,-8.421369862
N#Cc1ccc(NC(=O)NCc2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)cc1,-7.723927968
N#Cc1ccc(NC(=O)NCc2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)cc1,-7.957636735
Cc1cccc2nc(C(=O)Nc3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)cn12,-7.730973097
Cc1cccc2nc(C(=O)Nc3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)cn12,-7.731423405
N#CN1CC[C@H](c2cc(Nc3cccc(N4CCC(=O)NC4=O)c3)n3ncnc3n2)C1,-7.725784261
N#CN1CC[C@@H](c2cc(Nc3cccc(N4CCC(=O)NC4=O)c3)n3ncnc3n2)C1,-7.732563045
N#CN1CC[C@H](c2nc3nccc(Nc4cccc(N5CCC(=O)NC5=O)c4)n3n2)C1,-7.808716038
N#CN1CC[C@@H](c2nc3nccc(Nc4cccc(N5CCC(=O)NC5=O)c4)n3n2)C1,-7.736714879
