batch_size,hidden_dim,learning_rate,random_seed,gcn_test_r2,gcn_test_rmse,gcn_test_mae,gin_test_r2,gin_test_rmse,gin_test_mae,gat_test_r2,gat_test_rmse,gat_test_mae
64,8,0.0001,21,-4.050580122015901,0.8691871079086245,0.7845142050679683,-4.657793945284918,0.919954200675979,0.755701049804092,-3.6312158044467715,0.8323196594972616,0.7657997044704127
64,8,0.0001,0,-3.914367325754302,0.8573861247147865,0.7865032646531728,-12.62203645621803,1.4274590641475724,1.2318424423002208,-2.7775627190740795,0.751706811157449,0.6840281797653803
64,64,0.001,42,0.47385379459905863,0.28054069258745173,0.21600517912503522,0.40954170946703006,0.2971920967041246,0.2130117929990389,0.67206626347508,0.22148060045882567,0.16959426762571642
64,64,0.001,21,0.5664407780355425,0.2546635903600636,0.19018778471957137,-0.1594650810421523,0.4164582601398039,0.290929232915044,0.6101473592901643,0.24148651479439795,0.18535709455539537
64,64,0.001,0,0.5590134314986196,0.25683566113262657,0.19239427415869811,0.3032264408945943,0.3228408443387879,0.2146924936209401,0.6136731376234891,0.24039204775887335,0.1824362140277978
64,64,0.0005,42,0.567516771075315,0.2543473861839725,0.19246673539322762,-0.639443575140014,0.49521168141394073,0.33793810029495813,0.5067788015532522,0.27162110432940983,0.2045164309253627
64,64,0.0005,21,0.5230360038737849,0.26710710614919764,0.19837923210708566,-0.026286626349908637,0.391811319180562,0.25244624310272246,0.6102912178639617,0.24144195550789446,0.18193011636701256
64,64,0.0005,0,0.46164881178710504,0.2837758815585871,0.20903924134534632,-0.030764326568961886,0.392665127520417,0.2567740627054196,0.5625128287950736,0.2558145867809853,0.19153829771691547
64,64,0.0001,42,0.4450609778139585,0.28811460625535257,0.21307800726484144,-0.4481439519593484,0.465423717751705,0.3012208302915003,0.5388768233240899,0.26263410332565473,0.1959983131642123
64,64,0.0001,21,0.5328500957361806,0.26434480238769203,0.19660793272286997,-0.540583131167166,0.48004860569851066,0.31997794357642806,0.5567459363006755,0.2574951221753,0.19146472589693478
64,64,0.0001,0,0.48579048486850906,0.27734011921390506,0.20292075544530586,-0.6910199403884769,0.5029409617413414,0.3202841444905758,0.59162484944654,0.24715664842898627,0.1847415083540703
