batch_size,hidden_dim,learning_rate,random_seed,gcn_test_r2,gcn_test_rmse,gcn_test_mae,gin_test_r2,gin_test_rmse,gin_test_mae,gat_test_r2,gat_test_rmse,gat_test_mae
128,64,0.0005,42,0.5791351130533413,0.25090770058616574,0.18821302206115056,-0.35829745449014516,0.4507545164420325,0.2979085340449261,0.5973765176245847,0.24540996524876263,0.18643827986203615
128,64,0.0005,21,0.5634862175875979,0.25552984047327665,0.19015472500241626,-0.5331826088098905,0.4788942093282749,0.31625928329446334,0.5615666384236782,0.25609107324850927,0.1888465954294958
128,64,0.0005,0,0.5544284395304231,0.2581673846487872,0.19349547739591666,-1.5139184261595555,0.6132227157270559,0.42849028985127413,0.5799806380579846,0.25065553486612774,0.1889805336725031
128,64,0.0001,42,0.3392776528443,0.31437799619135115,0.2312959913086452,-1.3140366335236329,0.5883391632871009,0.41278427941628704,0.5198990521441378,0.26798403702307766,0.19888900184571798
128,64,0.0001,21,0.4680240342744827,0.282090622595354,0.20556950725468479,-0.7524128834333834,0.5119892733718957,0.3434858664549257,0.44471241754941326,0.2882050752392319,0.20936378523070032
128,64,0.0001,0,0.4479526949056861,0.2873629613993141,0.2101063464829001,-1.5266768487349092,0.6147768339826318,0.4340369398430888,0.4599108291078835,0.2842335755008818,0.20618338931771765
256,32,0.001,42,0.31923968794575797,0.3191095179226365,0.2366972888145006,-0.2553539817266153,0.43333697342269384,0.27561898191310896,0.5481558883709299,0.2599782146670929,0.19325655235412006
256,32,0.001,21,0.38638099039795837,0.3029647116386977,0.2204887907913689,-1.7056299288207546,0.6361753547941024,0.4449163791800602,0.5268122333456695,0.26604763193453207,0.1936793354128511
256,32,0.001,0,0.3551530572451813,0.31057819821518595,0.23238779253189987,-0.28608032975060005,0.438608144142949,0.28077856525941597,0.5695035315543029,0.2537624975841861,0.19036023958452114
256,32,0.0005,42,-0.04967468474027115,0.3962506660301003,0.30308704289874916,-2.1729195835160353,0.6889253668085471,0.5184610541299325,0.3729849422462298,0.3062539005993891,0.22536890706977283
256,32,0.0005,21,0.2230227999476111,0.3409155264811993,0.2496600870113986,-3.207502329587709,0.7933317326667425,0.5766735426009241,0.22804554695644552,0.33981182050833275,0.25180535654406827
256,32,0.0005,0,-0.269166889604763,0.43571449738933776,0.34517274333133274,-0.6345054627261388,0.4944653138042391,0.3352092770610122,0.024747152785349114,0.38194537630100267,0.2763031699900846
256,32,0.0001,42,-0.10653095911232602,0.4068407330972785,0.2964910548290833,-3.1583527856447544,0.7886845061408156,0.5897315800506325,-0.6851781082565065,0.5020714750796738,0.37272974583568924
256,32,0.0001,21,0.10003511326525105,0.3669065173133257,0.26666464196716366,-3.0346071585029124,0.7768609130160274,0.5773952938488339,0.23131417909156515,0.3390916367666243,0.24995041652802114
256,32,0.0001,0,0.1275287739499701,0.36125860451703823,0.2665108601227426,-4.662780388306349,0.9203595078460838,0.6838842236619795,0.11868808675305287,0.363084294801689,0.26385406579890924
256,16,0.001,42,-0.4127583490678366,0.45970220280116464,0.32569777842726216,-6.40105749439216,1.0521787647104777,0.8607096054239122,-0.46485773079124426,0.4681018604653982,0.3983665349295167
256,16,0.001,21,-0.8568285248767116,0.5270217552993078,0.38231094859370657,-4.447356201523394,0.9026835555143827,0.7262099060906569,-0.639458893851389,0.49521399499984625,0.38924971930950164
256,16,0.001,0,-0.5465482108152342,0.4809770728468223,0.3838010773672151,-5.624703738815421,0.9954647226603335,0.7975738600124391,-0.712038200577503,0.5060569211821894,0.4054446110232636
256,16,0.0005,42,-1.248332139414622,0.579926397689954,0.45291366883824846,-7.929485905825272,1.1557286292805042,0.9623723837721173,-1.0107247494812586,0.5484271611490386,0.40913940957290024
256,16,0.0005,21,-0.7816440515264629,0.516241738483048,0.42641310970224217,-5.870684156761058,1.0137774712194676,0.8132896708429809,-0.01001002075637758,0.3886918950224305,0.2806640939715502
256,16,0.0005,0,-1.2005998939251739,0.5737374348521124,0.48786395570467384,-6.580193371705074,1.0648361483828768,0.863267434823152,-0.4477376633892447,0.46535842396598986,0.3886316006458293
256,16,0.0001,42,-1.0488015583488006,0.5535955512468862,0.4403778340270882,-8.320575359976457,1.180766449781479,0.9834132874119925,-1.016586597054085,0.5492259917241002,0.43726120015959274
256,16,0.0001,21,-2.3424076912770118,0.7070861889375764,0.5558032641141369,-6.157997003074538,1.0347570634051826,0.8229446169215741,-0.805751811751807,0.51972268466791,0.41342488624436985
256,16,0.0001,0,-1.3077850531076756,0.58754389992665,0.5020161675468966,-10.97598384012779,1.3384379564617586,1.0795192365679114,-1.049190192014751,0.553648054054189,0.446306515811869
256,8,0.001,42,-5.112876000353284,0.9562367636394152,0.8699450019445786,-5.208927116167347,0.9637201165421821,0.813205941557847,-3.6962207463224432,0.8381406314272315,0.7532122165681122
256,8,0.001,21,-3.770300590203756,0.844725328794216,0.7606095956557622,-3.18121133947547,0.7908492430807796,0.6351011278031582,-3.2360527934666816,0.7960188013276214,0.6344295543988645
256,8,0.001,0,-3.8878222441443118,0.8550673926911311,0.7831130231725697,-9.398908055725885,1.247201178882213,1.0173327179205183,-3.586718159551281,0.8283114617431317,0.7684413093795562
256,8,0.0005,42,-5.815326320330375,1.0096851547833954,0.9247277261613125,-8.851082493551008,1.213904779801182,1.0021781346740628,-3.9790007389674678,0.863005848505722,0.7612172103545981
256,8,0.0005,21,-4.060430597008707,0.8700343111030514,0.7843289601590683,-5.728974602198568,1.003268295165122,0.8601282505627316,-5.17866515048372,0.9613686887171996,0.8075788623275066
256,8,0.0005,0,-4.53156763508188,0.9096341510015428,0.8415358670234978,-13.208098935402152,1.4578425768568717,1.2741475253413328,-4.060515827351399,0.8700416378521134,0.803124591703531
256,8,0.0001,42,-5.908707187292166,1.0165787721790835,0.9368030668384315,-26.582283694184742,2.0312236947363544,1.8248685072855095,-4.65363070796852,0.9196156683328429,0.823996401860347
256,8,0.0001,21,-4.606142886663754,0.9157453558799595,0.8286403286207701,-17.27699441542415,1.6534651018581805,1.322626832645832,-5.125951866361938,0.957258945702763,0.832724476396535
256,8,0.0001,0,-5.4540704064861405,0.982560934079087,0.918783664256753,-13.701499570126176,1.4829395955394982,1.2912727430244182,-5.094196709587186,0.954774645754254,0.8900519175117104
256,64,0.001,42,0.5476382323178974,0.26012709430259606,0.1941844625767789,-0.5777500194109217,0.48580473185789413,0.32030812762805605,0.6087920448015289,0.24190591199374367,0.1825735082933019
256,64,0.001,21,0.5509615782691313,0.2591698007947638,0.19345004998480123,-0.33775359746402933,0.4473327628959805,0.2823055264654288,0.5776449169015174,0.25135151439536246,0.18716824787912836
256,64,0.001,0,0.5734408655634016,0.25259937215602474,0.1895492189272173,-1.0126242417327758,0.5486861441931655,0.3588671038160464,0.5319165967076478,0.2646087888082557,0.1943222819139836
256,64,0.0005,42,0.5392602492803106,0.26252488991014905,0.19351753680883926,-1.2243838244404763,0.5768295595733841,0.4008911749440508,0.5703774432045109,0.2535047966732532,0.1906117327020498
256,64,0.0005,21,0.5115965487777626,0.27029126174612467,0.19999768099039003,-0.534410617683797,0.4790859570773479,0.3218012144890868,0.5793362898273456,0.25084772547673856,0.18789352330050912
256,64,0.0005,0,0.47020377761137055,0.2815121036835726,0.20630734673225243,-1.3658991312539284,0.5948955988249236,0.41827882642564346,0.5877094625743235,0.2483386564503784,0.18560582639424458
256,64,0.0001,42,0.3338566172829619,0.31566505182349963,0.23145465794258702,-1.3286082183627461,0.590188654355359,0.4147661026291575,0.26147891937141354,0.3323717408451881,0.23533473028230026
256,64,0.0001,21,0.40914420303631305,0.29729211722668836,0.21555133212777625,-1.213898216667992,0.5754683841205082,0.415304559787437,0.4450616031777276,0.2881144439163571,0.20929870715634064
256,64,0.0001,0,0.36450340070259557,0.3083182689447575,0.22416982016561926,-1.3148387676694724,0.5884411249491266,0.4142767552320115,0.4708956205837459,0.2813282350684129,0.20506360580725405
