stereo_smiles,LUMO_eV
N#CN1CC[C@@H](c2c(-c3cncc(C(=O)N[C@H]4CCC(=O)NC4=O)c3)ccc3c2CCO3)C1,-7.914854176
C[C@]1(NC(=O)c2cccc3c2CN([C@@H]2CCC(=O)NC2=O)C3=O)CCCNC1,-7.956062489
C[C@@]1(NC(=O)c2cccc3c2CN([C@@H]2CCC(=O)NC2=O)C3=O)CCCNC1,-7.929741487
C[C@]1(NC(=O)c2cccc3c2CN([C@H]2CCC(=O)NC2=O)C3=O)CCCNC1,-7.906272199
C[C@@]1(NC(=O)c2cccc3c2CN([C@H]2CCC(=O)NC2=O)C3=O)CCCNC1,-7.898482503
O=C1CC[C@H](NC(=O)c2coc(CNC(=O)[C@@H]3CC4(CCC4)CO3)n2)C(=O)N1,-7.906489777
O=C1CC[C@@H](NC(=O)c2coc(CNC(=O)[C@@H]3CC4(CCC4)CO3)n2)C(=O)N1,-7.890065709
O=C1CC[C@H](NC(=O)c2coc(CNC(=O)[C@H]3CC4(CCC4)CO3)n2)C(=O)N1,-7.886038374
O=C1CC[C@@H](NC(=O)c2coc(CNC(=O)[C@H]3CC4(CCC4)CO3)n2)C(=O)N1,-7.941320112
C[C@@H]1CCCc2c(C(=O)N[C@@H]3CCC(=O)NC3=O)cnn21,-7.926487194
C[C@H]1CCCc2c(C(=O)N[C@@H]3CCC(=O)NC3=O)cnn21,-7.921248593
C[C@@H]1CCCc2c(C(=O)N[C@H]3CCC(=O)NC3=O)cnn21,-7.921300415
C[C@H]1CCCc2c(C(=O)N[C@H]3CCC(=O)NC3=O)cnn21,-7.92656963
O=C1CC[C@H](NC(=O)c2c(C(F)(F)F)nn3c2CCCC3)C(=O)N1,-7.852596452
O=C1CC[C@@H](NC(=O)c2c(C(F)(F)F)nn3c2CCCC3)C(=O)N1,-7.851620172
CC(=O)NC[C@@H]1CCn2ncc(C(=O)N[C@@H]3CCC(=O)NC3=O)c2C1,-7.895151975
CC(=O)NC[C@H]1CCn2ncc(C(=O)N[C@@H]3CCC(=O)NC3=O)c2C1,-7.891777527
CC(=O)NC[C@@H]1CCn2ncc(C(=O)N[C@H]3CCC(=O)NC3=O)c2C1,-7.897175597
CC(=O)NC[C@H]1CCn2ncc(C(=O)N[C@H]3CCC(=O)NC3=O)c2C1,-7.901537589
Cc1ncc(C(=O)NCc2cc(C(=O)N[C@@H]3CCC(=O)NC3=O)on2)cc1C#N,-8.549402119
Cc1ncc(C(=O)NCc2cc(C(=O)N[C@H]3CCC(=O)NC3=O)on2)cc1C#N,-8.527555376
N#CN1CC[C@H](c2nc3c(cc2-c2ccc4c(c2)CN([C@@H]2CCC(=O)NC2=O)C4=O)NCCO3)C1,-8.060388797
N#CN1CC[C@@H](c2nc3c(cc2-c2ccc4c(c2)CN([C@@H]2CCC(=O)NC2=O)C4=O)NCCO3)C1,-7.901290471
N#CN1CC[C@H](c2nc3c(cc2-c2ccc4c(c2)CN([C@H]2CCC(=O)NC2=O)C4=O)NCCO3)C1,-7.912706269
N#CN1CC[C@@H](c2nc3c(cc2-c2ccc4c(c2)CN([C@H]2CCC(=O)NC2=O)C4=O)NCCO3)C1,-7.903449083
N#CN1CCC[C@H](c2noc3nc(Nc4cccc(N5CCC(=O)NC5=O)c4)[nH]c(=O)c23)C1,-7.88403582
N#CN1CCC[C@@H](c2noc3nc(Nc4cccc(N5CCC(=O)NC5=O)c4)[nH]c(=O)c23)C1,-7.918771317
O=C1CC[C@H](c2cccc(NC(=O)[C@@H]3CCCc4c3cccc4S(=O)(=O)F)c2)C(=O)N1,-7.754100339
O=C1CC[C@@H](c2cccc(NC(=O)[C@@H]3CCCc4c3cccc4S(=O)(=O)F)c2)C(=O)N1,-7.765122629
O=C1CC[C@H](c2cccc(NC(=O)[C@H]3CCCc4c3cccc4S(=O)(=O)F)c2)C(=O)N1,-7.76015614
O=C1CC[C@@H](c2cccc(NC(=O)[C@H]3CCCc4c3cccc4S(=O)(=O)F)c2)C(=O)N1,-7.775139392
O=C1CC[C@H](c2cccc(NC(=O)[C@@H]3CCCc4cc(S(=O)(=O)F)ccc43)c2)C(=O)N1,-7.761777351
O=C1CC[C@@H](c2cccc(NC(=O)[C@@H]3CCCc4cc(S(=O)(=O)F)ccc43)c2)C(=O)N1,-7.692253168
O=C1CC[C@H](c2cccc(NC(=O)[C@H]3CCCc4cc(S(=O)(=O)F)ccc43)c2)C(=O)N1,-7.70087737
O=C1CC[C@@H](c2cccc(NC(=O)[C@H]3CCCc4cc(S(=O)(=O)F)ccc43)c2)C(=O)N1,-7.68463769
O=C1CC[C@H](c2cccc(NC(=O)[C@@H]3CCCc4ccc(S(=O)(=O)F)cc43)c2)C(=O)N1,-7.690484999
O=C1CC[C@@H](c2cccc(NC(=O)[C@@H]3CCCc4ccc(S(=O)(=O)F)cc43)c2)C(=O)N1,-7.697247857
O=C1CC[C@H](c2cccc(NC(=O)[C@H]3CCCc4ccc(S(=O)(=O)F)cc43)c2)C(=O)N1,-7.692766813
O=C1CC[C@@H](c2cccc(NC(=O)[C@H]3CCCc4ccc(S(=O)(=O)F)cc43)c2)C(=O)N1,-7.71000846
COc1ccc2c(c1)[C@H](C(=O)Nc1cccc([C@@H]3CCC(=O)NC3=O)c1)CCC2,-7.555586802
COc1ccc2c(c1)[C@@H](C(=O)Nc1cccc([C@@H]3CCC(=O)NC3=O)c1)CCC2,-7.566415859
COc1ccc2c(c1)[C@H](C(=O)Nc1cccc([C@H]3CCC(=O)NC3=O)c1)CCC2,-7.895763738
COc1ccc2c(c1)[C@@H](C(=O)Nc1cccc([C@H]3CCC(=O)NC3=O)c1)CCC2,-7.897239002
N#CN1CCC(c2cnsc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)CC1,-7.991322264
N#CN1CCC(c2cnsc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)CC1,-7.8601791
N#CN1CCC[C@H](c2ccc(-c3cccc4c3C(=O)N([C@@H]3CCC(=O)NC3=O)C4)cc2)C1,-7.92519092
N#CN1CCC[C@@H](c2ccc(-c3cccc4c3C(=O)N([C@@H]3CCC(=O)NC3=O)C4)cc2)C1,-7.8915374
N#CN1CCC[C@H](c2ccc(-c3cccc4c3C(=O)N([C@H]3CCC(=O)NC3=O)C4)cc2)C1,-7.89962123
N#CN1CCC[C@@H](c2ccc(-c3cccc4c3C(=O)N([C@H]3CCC(=O)NC3=O)C4)cc2)C1,-7.91957413
O=C1CC[C@H](Oc2cc(=O)n3cc(Br)ccc3n2)C(=O)N1,-8.504653221
O=C1CC[C@@H](Oc2cc(=O)n3cc(Br)ccc3n2)C(=O)N1,-8.504251224
O=C1CC[C@H](NC(=O)c2cc(Oc3ccccc3Cl)ccn2)C(=O)N1,-7.895040605
O=C1CC[C@@H](NC(=O)c2cc(Oc3ccccc3Cl)ccn2)C(=O)N1,-7.893893627
O=C1CC[C@H](c2ccc(NC(=O)[C@@H]3Cc4c(ccc(F)c4F)CN3)cc2)C(=O)N1,-7.674920685
O=C1CC[C@@H](c2ccc(NC(=O)[C@@H]3Cc4c(ccc(F)c4F)CN3)cc2)C(=O)N1,-7.674012608
O=C1CC[C@H](c2ccc(NC(=O)[C@H]3Cc4c(ccc(F)c4F)CN3)cc2)C(=O)N1,-7.674264305
O=C1CC[C@@H](c2ccc(NC(=O)[C@H]3Cc4c(ccc(F)c4F)CN3)cc2)C(=O)N1,-7.674789276
O=C1CC[C@H](NC(=O)c2[nH]nc(C3CC3)c2Cl)C(=O)N1,-7.940925808
O=C1CC[C@@H](NC(=O)c2[nH]nc(C3CC3)c2Cl)C(=O)N1,-8.002837014
N#CN1CCC[C@H](c2ccc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)s2)C1,-7.87985744
N#CN1CCC[C@@H](c2ccc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)s2)C1,-7.898924625
N#CN1CCC[C@H](c2ccc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)s2)C1,-7.932746947
N#CN1CCC[C@@H](c2ccc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)s2)C1,-7.924326401
O=C1CC[C@H](Nc2ccc(C3CCNCC3)cc2)C(=O)N1,-7.197494913
O=C1CC[C@@H](Nc2ccc(C3CCNCC3)cc2)C(=O)N1,-7.232093859
CC(=O)N1CCC(c2ccc(N[C@@H]3CCC(=O)NC3=O)cc2)CC1,-7.994885016
CC(=O)N1CCC(c2ccc(N[C@H]3CCC(=O)NC3=O)cc2)CC1,-7.996877816
O=C1CC[C@H](Nc2ccc(C3CCNCC3)c(OS(=O)(=O)F)c2)C(=O)N1,-8.090902065
O=C1CC[C@@H](Nc2ccc(C3CCNCC3)c(OS(=O)(=O)F)c2)C(=O)N1,-8.156038628
C=CC(=O)N(Cc1ccnn1CC1CC1)c1ccc2c(c1)C(=O)NC2,-7.547097931
O=C1CC[C@H](NC(=O)c2cc(-c3cccc4[nH]ccc34)no2)C(=O)N1,-7.979887544
O=C1CC[C@@H](NC(=O)c2cc(-c3cccc4[nH]ccc34)no2)C(=O)N1,-7.97959457
O=C1CC[C@H](NC(=O)c2c(F)ccc3occc23)C(=O)N1,-7.915878102
O=C1CC[C@@H](NC(=O)c2c(F)ccc3occc23)C(=O)N1,-7.916001138
O=C1CC[C@H](NC(=O)c2ccc(Cl)c3occc23)C(=O)N1,-8.058311087
O=C1CC[C@@H](NC(=O)c2ccc(Cl)c3occc23)C(=O)N1,-8.057816231
O=C1CC[C@H](NC(=O)c2cccc3oc(S(=O)(=O)F)cc23)C(=O)N1,-8.309061787
O=C1CC[C@@H](NC(=O)c2cccc3oc(S(=O)(=O)F)cc23)C(=O)N1,-8.408252533
O=C1CC[C@H](NC(=O)c2ccc(S(=O)(=O)F)c3occc23)C(=O)N1,-8.671180423
O=C1CC[C@@H](NC(=O)c2ccc(S(=O)(=O)F)c3occc23)C(=O)N1,-8.446197613
O=C1CC[C@H](NC(=O)c2cc(S(=O)(=O)F)cc3occc23)C(=O)N1,-8.521927292
O=C1CC[C@@H](NC(=O)c2cc(S(=O)(=O)F)cc3occc23)C(=O)N1,-8.450384076
O=C1CC[C@H](NC(=O)c2cccc3oc(OS(=O)(=O)F)cc23)C(=O)N1,-8.091112338
O=C1CC[C@@H](NC(=O)c2cccc3oc(OS(=O)(=O)F)cc23)C(=O)N1,-8.077931535
O=C1CC[C@H](N2Cc3cc(-c4nccc5ncccc45)ccc3C2=O)C(=O)N1,-7.740548325
O=C1CC[C@@H](N2Cc3cc(-c4nccc5ncccc45)ccc3C2=O)C(=O)N1,-7.741310962
N#CN1CCC[C@H](c2cncnc2Nc2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-7.847587976
N#CN1CCC[C@@H](c2cncnc2Nc2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-7.703889337
N#CN1CCC[C@H](c2cncnc2Nc2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-8.00623734
N#CN1CCC[C@@H](c2cncnc2Nc2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-7.878704459
Cc1ccc(N2CCC(=O)NC2=O)cc1NCCCc1ccc2c(c1)CCO2,-6.978516803
CCCCCc1ccc(C(=O)N[C@@H]2CCC(=O)NC2=O)o1,-7.821935622
CCCCCc1ccc(C(=O)N[C@H]2CCC(=O)NC2=O)o1,-7.841443779
O=C1CC[C@H](NC(=O)c2ccc(Br)o2)C(=O)N1,-7.956711697
O=C1CC[C@@H](NC(=O)c2ccc(Br)o2)C(=O)N1,-7.956738673
Cc1ccc(C(=O)N[C@@H]2CCC(=O)NC2=O)o1,-7.897192388
Cc1ccc(C(=O)N[C@H]2CCC(=O)NC2=O)o1,-7.897384508
O=C1CC[C@H](NC(=O)c2cc(S(=O)(=O)F)co2)C(=O)N1,-8.498565466
O=C1CC[C@@H](NC(=O)c2cc(S(=O)(=O)F)co2)C(=O)N1,-8.546518775
O=C1CC[C@H](NC(=O)c2ccc(S(=O)(=O)F)o2)C(=O)N1,-8.49918506
O=C1CC[C@@H](NC(=O)c2ccc(S(=O)(=O)F)o2)C(=O)N1,-8.546821607
CS(=O)(=O)Cc1ccc(C(=O)N[C@@H]2CCC(=O)NC2=O)o1,-8.054098395
CS(=O)(=O)Cc1ccc(C(=O)N[C@H]2CCC(=O)NC2=O)o1,-8.11038226
Cc1cc(S(N)(=O)=O)oc1C(=O)N[C@@H]1CCC(=O)NC1=O,-8.06531622
Cc1cc(S(N)(=O)=O)oc1C(=O)N[C@H]1CCC(=O)NC1=O,-8.077179761
O=C1CC[C@H](NC(=O)c2ccc(OCC(F)(F)F)o2)C(=O)N1,-7.942234423
O=C1CC[C@@H](NC(=O)c2ccc(OCC(F)(F)F)o2)C(=O)N1,-7.919628357
O=C1CC[C@H](NC(=O)c2oc(Cl)c(Cl)c2Cl)C(=O)N1,-8.302975569
O=C1CC[C@@H](NC(=O)c2oc(Cl)c(Cl)c2Cl)C(=O)N1,-8.302620206
Cc1oc(C(=O)N[C@@H]2CCC(=O)NC2=O)cc1S(=O)(=O)N(C)C,-8.04080753
Cc1oc(C(=O)N[C@H]2CCC(=O)NC2=O)cc1S(=O)(=O)N(C)C,-7.96616345
NC(=O)CNS(=O)(=O)c1ccc(C(=O)N[C@@H]2CCC(=O)NC2=O)o1,-8.24368792
NC(=O)CNS(=O)(=O)c1ccc(C(=O)N[C@H]2CCC(=O)NC2=O)o1,-8.182675731
O=C1CC[C@H](NC(=O)c2ccco2)C(=O)N1,-7.995389495
CSCc1ccc(C(=O)N[C@@H]2CCC(=O)NC2=O)o1,-7.924607786
CSCc1ccc(C(=O)N[C@H]2CCC(=O)NC2=O)o1,-8.000762997
O=C1CC[C@@H](NC(=O)c2ccco2)C(=O)N1,-7.99522152
Cc1cncc(C(=O)NCc2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)n1,-8.294844807
Cc1cncc(C(=O)NCc2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)n1,-8.228931675
O=C1CC[C@H](NC(=O)c2cc(-c3c[nH]c4ccccc34)[nH]n2)C(=O)N1,-7.887118426
O=C1CC[C@@H](NC(=O)c2cc(-c3c[nH]c4ccccc34)[nH]n2)C(=O)N1,-7.863600534
O=C1CC[C@H](N2C(=O)c3ccc(NC(=O)Cn4ccnn4)cc3C2=O)C(=O)N1,-8.754184911
O=C1CC[C@@H](N2C(=O)c3ccc(NC(=O)Cn4ccnn4)cc3C2=O)C(=O)N1,-8.753008636
N#CN1CCC(c2ccc3c(-c4cccc(N5CCC(=O)NC5=O)c4)c[nH]c3c2)CC1,-7.273577918
O=C1CC[C@H](NC(=O)c2cc(Br)cc3c2CCN3)C(=O)N1,-8.064023406
O=C1CC[C@@H](NC(=O)c2cc(Br)cc3c2CCN3)C(=O)N1,-8.063007386
O=C1CC[C@H](NC(=O)c2cc(S(=O)(=O)F)cc3c2CCN3)C(=O)N1,-8.107385062
O=C1CC[C@@H](NC(=O)c2cc(S(=O)(=O)F)cc3c2CCN3)C(=O)N1,-8.180605129
O=C1CC[C@H](NC(=O)c2ccc(S(=O)(=O)F)c3c2CCN3)C(=O)N1,-8.111505175
O=C1CC[C@@H](NC(=O)c2ccc(S(=O)(=O)F)c3c2CCN3)C(=O)N1,-8.181625145
CCc1c(C(=O)Nc2cccc([C@@H]3CCC(=O)NC3=O)c2)ccc2c1CCCC2,-7.553444121
CCc1c(C(=O)Nc2cccc([C@H]3CCC(=O)NC3=O)c2)ccc2c1CCCC2,-7.571373887
C[C@H](Cn1cccn1)C(=O)N1Cc2[nH]nc(C(=O)N[C@@H]3CCC(=O)NC3=O)c2C1,-7.874304454
C[C@@H](Cn1cccn1)C(=O)N1Cc2[nH]nc(C(=O)N[C@@H]3CCC(=O)NC3=O)c2C1,-7.919340274
C[C@H](Cn1cccn1)C(=O)N1Cc2[nH]nc(C(=O)N[C@H]3CCC(=O)NC3=O)c2C1,-7.839397998
C[C@@H](Cn1cccn1)C(=O)N1Cc2[nH]nc(C(=O)N[C@H]3CCC(=O)NC3=O)c2C1,-7.862176475
O=C1CC[C@H](NC(=O)c2cnc3ccccn3c2=O)C(=O)N1,-8.499872697
O=C1CC[C@@H](NC(=O)c2cnc3ccccn3c2=O)C(=O)N1,-8.40913105
O=C1CC[C@H](NC(=O)c2cnc3ccc(Cl)cn3c2=O)C(=O)N1,-8.58373855
O=C1CC[C@@H](NC(=O)c2cnc3ccc(Cl)cn3c2=O)C(=O)N1,-8.58598602
O=C1CC[C@H](NC(=O)c2cnc3c(S(=O)(=O)F)cccn3c2=O)C(=O)N1,-9.316256146
O=C1CC[C@@H](NC(=O)c2cnc3c(S(=O)(=O)F)cccn3c2=O)C(=O)N1,-9.2123953
O=C1CC[C@H](NC(=O)c2cnc3ccc(S(=O)(=O)F)cn3c2=O)C(=O)N1,-9.317012289
O=C1CC[C@@H](NC(=O)c2cnc3ccc(S(=O)(=O)F)cn3c2=O)C(=O)N1,-9.211979268
O=C1CC[C@H](N2Cc3c(C(=O)NCC[C@@H]4CCCN4)cccc3C2=O)C(=O)N1,-7.739435368
O=C1CC[C@@H](N2Cc3c(C(=O)NCC[C@@H]4CCCN4)cccc3C2=O)C(=O)N1,-7.775896295
O=C1CC[C@H](N2Cc3c(C(=O)NCC[C@H]4CCCN4)cccc3C2=O)C(=O)N1,-7.731745301
O=C1CC[C@@H](N2Cc3c(C(=O)NCC[C@H]4CCCN4)cccc3C2=O)C(=O)N1,-7.753402505
O=C1CC[C@H](NC(=O)c2ncn3c2CCNCC3)C(=O)N1,-7.645921243
O=C1CC[C@@H](NC(=O)c2ncn3c2CCNCC3)C(=O)N1,-7.592071592
O=C1CC[C@H](NC(=O)c2ncc(OCC3CC3)cc2F)C(=O)N1,-7.974852465
O=C1CC[C@@H](NC(=O)c2ncc(OCC3CC3)cc2F)C(=O)N1,-7.997145023
CN1C(=O)CC[C@H](NC(=O)c2ncc(OCC3CC3)cc2F)C1=O,-7.940567603
CN1C(=O)CC[C@@H](NC(=O)c2ncc(OCC3CC3)cc2F)C1=O,-7.916591321
C[S@]1(=O)=NCc2c(-c3ccc(N4CCC(=O)NC4=O)cc3)cccc21,-7.408566509
C[S@@]1(=O)=NCc2c(-c3ccc(N4CCC(=O)NC4=O)cc3)cccc21,-7.408439068
CC[C@]1(c2ccc(NCc3ccc(-n4cncn4)cc3)cc2)CCC(=O)NC1=O,-7.490012164
CC[C@@]1(c2ccc(NCc3ccc(-n4cncn4)cc3)cc2)CCC(=O)NC1=O,-7.492456498
CN1C(=O)CC[C@H](NC(=O)c2sccc2S(=O)(=O)N2CCCC2)C1=O,-8.101851563
CN1C(=O)CC[C@@H](NC(=O)c2sccc2S(=O)(=O)N2CCCC2)C1=O,-8.0400158
O=C(Nc1cccc2c1C(=O)NC2)c1csc(-c2ccc(F)cc2)n1,-7.89529776
O=C1CC[C@H](N2Cc3ccc(-n4cc(OS(=O)(=O)F)nn4)cc3C2=O)C(=O)N1,-8.466697613
O=C1CC[C@@H](N2Cc3ccc(-n4cc(OS(=O)(=O)F)nn4)cc3C2=O)C(=O)N1,-8.345989682
O=C1CC[C@H](N2Cc3ccc(-n4ccnn4)cc3C2=O)C(=O)N1,-8.033486718
O=C1CC[C@@H](N2Cc3ccc(-n4ccnn4)cc3C2=O)C(=O)N1,-8.047555158
NCCc1cn(-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)nn1,-8.017870144
NCCc1cn(-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)nn1,-8.057594674
CNCc1cn(-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)nn1,-8.031932964
CNCc1cn(-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)nn1,-8.036556214
CCCCc1cn(-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)nn1,-7.447259919
CCCCc1cn(-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)nn1,-7.449258908
CN(C)Cc1cn(-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)nn1,-8.032851049
CN(C)Cc1cn(-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)nn1,-8.027002372
CSCc1cn(-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)nn1,-8.055361695
CSCc1cn(-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)nn1,-8.04080576
CC(C)(C)Cc1cn(-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)nn1,-7.973196098
CC(C)(C)Cc1cn(-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)nn1,-7.973111558
CONC(=O)c1cn(-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)nn1,-8.121667833
CONC(=O)c1cn(-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)nn1,-8.100032302
O=C1CC[C@H](N2Cc3cc(S(=O)(=O)F)c(-n4ccnn4)cc3C2=O)C(=O)N1,-8.825765835
O=C1CC[C@@H](N2Cc3cc(S(=O)(=O)F)c(-n4ccnn4)cc3C2=O)C(=O)N1,-8.752809635
O=C1CC[C@H](N2Cc3ccc(-n4nncc4S(=O)(=O)F)cc3C2=O)C(=O)N1,-8.736149954
O=C1CC[C@@H](N2Cc3ccc(-n4nncc4S(=O)(=O)F)cc3C2=O)C(=O)N1,-8.596974245
CC(C)c1c(C(=O)N[C@@H]2CCC(=O)NC2=O)nnn1-c1ccccc1,-7.79278658
CC(C)c1c(C(=O)N[C@H]2CCC(=O)NC2=O)nnn1-c1ccccc1,-7.904506394
O=C1CC[C@H](NC(=O)c2nnn(-c3cccc(F)c3)c2C(F)(F)F)C(=O)N1,-8.81685928
O=C1CC[C@@H](NC(=O)c2nnn(-c3cccc(F)c3)c2C(F)(F)F)C(=O)N1,-8.815895593
CCc1c(C(=O)N[C@@H]2CCC(=O)NC2=O)nnn1-c1ccc(OC(C)C)cc1,-7.762294683
CCc1c(C(=O)N[C@H]2CCC(=O)NC2=O)nnn1-c1ccc(OC(C)C)cc1,-7.754767268
Cc1oc(-c2ccccc2)c(C(=O)N[C@@H]2CCC(=O)NC2=O)c1C,-7.889066107
Cc1oc(-c2ccccc2)c(C(=O)N[C@H]2CCC(=O)NC2=O)c1C,-7.876401231
O=C1CCN(c2ccc(C(=O)N3Cc4n[nH]c(OS(=O)(=O)F)c4C3)cc2)C(=O)N1,-7.455522134
O=C1CCN(c2ccc(C(=O)N3Cc4n[nH]cc4[C@@H]3CO)cc2)C(=O)N1,-7.49249314
O=C1CCN(c2ccc(C(=O)N3Cc4n[nH]cc4[C@H]3CO)cc2)C(=O)N1,-7.475179471
N#CN1CC[C@H](c2cccc3c2-c2sc(C(=O)N[C@@H]4CCC(=O)NC4=O)cc2CC3)C1,-8.003230184
N#CN1CC[C@@H](c2cccc3c2-c2sc(C(=O)N[C@@H]4CCC(=O)NC4=O)cc2CC3)C1,-7.980557744
N#CN1CC[C@H](c2cccc3c2-c2sc(C(=O)N[C@H]4CCC(=O)NC4=O)cc2CC3)C1,-8.016172484
N#CN1CC[C@@H](c2cccc3c2-c2sc(C(=O)N[C@H]4CCC(=O)NC4=O)cc2CC3)C1,-8.018632746
O=C1CC[C@H](c2cccc(NC(=O)[C@]34CNC[C@](C5CCC5)(C3)C4)c2)C(=O)N1,-7.565454979
O=C1CC[C@H](c2cccc(NC(=O)[C@]34CNC[C@@](C5CCC5)(C3)C4)c2)C(=O)N1,-7.597171952
O=C1CC[C@H](NC(=O)c2cn(Cc3ccc(F)c(C(F)(F)F)c3)nn2)C(=O)N1,-8.171370518
O=C1CC[C@@H](NC(=O)c2cn(Cc3ccc(F)c(C(F)(F)F)c3)nn2)C(=O)N1,-8.170870252
CO[C@@H]1COc2cc(C(=O)Nc3ccc(N[C@@H]4CCC(=O)NC4=O)cc3)nn2C1,-7.838679472
CO[C@H]1COc2cc(C(=O)Nc3ccc(N[C@@H]4CCC(=O)NC4=O)cc3)nn2C1,-7.834259761
CO[C@@H]1COc2cc(C(=O)Nc3ccc(N[C@H]4CCC(=O)NC4=O)cc3)nn2C1,-7.286923254
CO[C@H]1COc2cc(C(=O)Nc3ccc(N[C@H]4CCC(=O)NC4=O)cc3)nn2C1,-7.287359686
O=C1CC[C@H](N2Cc3cc(NC(=O)Cc4cccc5ccccc45)ccc3C2=O)C(=O)N1,-7.840427454
O=C1CC[C@@H](N2Cc3cc(NC(=O)Cc4cccc5ccccc45)ccc3C2=O)C(=O)N1,-7.833006731
COc1ccc2c(CC(=O)Nc3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)cccc2c1,-7.860455604
COc1ccc2c(CC(=O)Nc3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)cccc2c1,-7.857178462
COc1ccc2cccc(CC(=O)Nc3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)c2c1,-7.879421125
COc1ccc2cccc(CC(=O)Nc3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)c2c1,-7.857690741
CCn1c(=O)c(N[C@@H]2CCC(=O)NC2=O)nc2ccccc21,-7.872656579
CCn1c(=O)c(N[C@H]2CCC(=O)NC2=O)nc2ccccc21,-8.292905251
O=C1CC[C@H](Nc2nc3cccc(S(=O)(=O)F)c3[nH]c2=O)C(=O)N1,-8.38689498
O=C1CC[C@@H](Nc2nc3cccc(S(=O)(=O)F)c3[nH]c2=O)C(=O)N1,-8.386595361
Cc1nc(C(=O)Nc2cccc(C3CC(=O)NC(=O)C3)c2)c(C)o1,-7.813393151
O=C1CC[C@H](NC(=O)c2cnc(-c3cccnc3)s2)C(=O)N1,-8.292471504
O=C1CC[C@@H](NC(=O)c2cnc(-c3cccnc3)s2)C(=O)N1,-8.503211714
CC(C)(C)c1cccc(Oc2cccc3c2C(=O)N([C@@H]2CCC(=O)NC2=O)C3=O)c1,-8.731430946
CC(C)(C)c1cccc(Oc2cccc3c2C(=O)N([C@H]2CCC(=O)NC2=O)C3=O)c1,-8.749315237
CC(C)(C)c1cc(N)cc(Oc2cccc3c2C(=O)N([C@@H]2CCC(=O)NC2=O)C3=O)c1,-7.964646979
CC(C)(C)c1cc(N)cc(Oc2cccc3c2C(=O)N([C@H]2CCC(=O)NC2=O)C3=O)c1,-8.654959298
O=C1CC[C@H](N2C(=O)c3cccc(Oc4cccc(S(=O)(=O)F)c4)c3C2=O)C(=O)N1,-8.879681708
O=C1CC[C@@H](N2C(=O)c3cccc(Oc4cccc(S(=O)(=O)F)c4)c3C2=O)C(=O)N1,-8.92093878
CC(=O)Nc1cc(Oc2cccc3c2C(=O)N([C@@H]2CCC(=O)NC2=O)C3=O)cc(C(C)(C)C)c1,-8.708000089
CC(=O)Nc1cc(Oc2cccc3c2C(=O)N([C@H]2CCC(=O)NC2=O)C3=O)cc(C(C)(C)C)c1,-8.677390883
O=C1CC[C@H](NC(=O)c2nnc3ccccc3n2)C(=O)N1,-9.321812841
O=C1CC[C@@H](NC(=O)c2nnc3ccccc3n2)C(=O)N1,-9.321968326
O=C1CC[C@H](NC(=O)c2nnc3c(S(=O)(=O)F)cccc3n2)C(=O)N1,-10.24968529
O=C1CC[C@@H](NC(=O)c2nnc3c(S(=O)(=O)F)cccc3n2)C(=O)N1,-10.24994275
