SMILES,QED
N#CN1CCC(c2ccc(-c3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)c3c2NC(=O)CO3)C1,0.4997574663950463
N#CN1CCC(c2cc3c(c(-c4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)c2)OCC(=O)N3)C1,0.4997574663950463
N#CN1CCC(c2ccc(-c3ncc(C(=O)NC4CCC(=O)NC4=O)[nH]3)cn2)C1,0.49966632307457315
N#CN1CCC(c2cc(-c3cn[nH]c3C(=O)NC3CCC(=O)NC3=O)ccn2)C1,0.49966632307457315
N#CN1CCC(c2c[nH]c(-c3cc(C(=O)NC4CCC(=O)NC4=O)ccn3)n2)C1,0.49966632307457315
N#CN1CCC(c2ccnc(-c3cc(C(=O)NC4CCC(=O)NC4=O)[nH]n3)c2)C1,0.49966632307457315
N#CN1CCC(c2cccc(-c3cc(C(=O)NC4CCC(=O)NC4=O)[nH]n3)n2)C1,0.49966632307457315
N#CN1CCC(c2cc(-c3[nH]cnc3C(=O)NC3CCC(=O)NC3=O)ccn2)C1,0.49966632307457315
N#CN1CCC(c2cnc(-c3cc(C(=O)NC4CCC(=O)NC4=O)ccn3)[nH]2)C1,0.49966632307457315
N#CN1CCC(c2cncc(-c3ncc(C(=O)NC4CCC(=O)NC4=O)[nH]3)c2)C1,0.49966632307457304
N#CN1CCC(c2ccc(-c3[nH]ncc3C(=O)NC3CCC(=O)NC3=O)nc2)C1,0.49966632307457304
N#CN1CCC(c2ccnc(-c3[nH]ncc3C(=O)NC3CCC(=O)NC3=O)c2)C1,0.49966632307457304
N#CN1CCC(c2[nH]ncc2-c2cncc(C(=O)NC3CCC(=O)NC3=O)c2)C1,0.49966632307457304
N#CN1CCC(c2n[nH]cc2-c2cncc(C(=O)NC3CCC(=O)NC3=O)c2)C1,0.49966632307457304
N#CN1CCC(c2cccc(-c3[nH]ncc3C(=O)NC3CCC(=O)NC3=O)n2)C1,0.49966632307457304
O=C1CCC(NC(=O)c2cc(S(=O)(=O)F)c3sc4ccccc4c3c2)C(=O)N1,0.49895129502550645
N#CN1CCCC(c2c[nH]c(-c3cc(C(=O)NC4CCC(=O)NC4=O)ccn3)n2)C1,0.49890549121690525
N#CN1CCC(c2c[nH]c(-c3cc(C(=O)NC4CCC(=O)NC4=O)ccn3)n2)CC1,0.49890549121690525
N#CN1CCCC(c2ccc(-c3cc(C(=O)NC4CCC(=O)NC4=O)[nH]n3)nc2)C1,0.49890549121690525
N#CN1CCCC(c2cnc(-c3cc(C(=O)NC4CCC(=O)NC4=O)ccn3)[nH]2)C1,0.49890549121690525
N#CN1CCCC(c2ccc(-c3[nH]ncc3C(=O)NC3CCC(=O)NC3=O)nc2)C1,0.49890549121690514
N#CN1CCCC(c2ccncc2-c2ncc(C(=O)NC3CCC(=O)NC3=O)[nH]2)C1,0.49890549121690514
N#CN1CCCC(c2cccc(-c3[nH]ncc3C(=O)NC3CCC(=O)NC3=O)n2)C1,0.49890549121690514
N#CN1CCCC(c2cc(-c3[nH]cnc3C(=O)NC3CCC(=O)NC3=O)ccn2)C1,0.49890549121690514
N#CN1CCCC(c2cccc(-c3cc(C(=O)NC4CCC(=O)NC4=O)[nH]n3)n2)C1,0.49890549121690514
N#CN1CCC(c2cncc(-c3ncc(C(=O)NC4CCC(=O)NC4=O)[nH]3)c2)CC1,0.49890549121690514
N#CN1CCCC(c2cncc(-c3ncc(C(=O)NC4CCC(=O)NC4=O)[nH]3)c2)C1,0.49890549121690514
N#CN1CCCC(c2ccnc(-c3[nH]ncc3C(=O)NC3CCC(=O)NC3=O)c2)C1,0.49890549121690514
N#CN1CCCC(c2n[nH]cc2-c2cncc(C(=O)NC3CCC(=O)NC3=O)c2)C1,0.49890549121690514
N#CN1CCCC(c2[nH]ncc2-c2cncc(C(=O)NC3CCC(=O)NC3=O)c2)C1,0.49890549121690514
N#CN1CCCC(c2cccnc2-c2cc(C(=O)NC3CCC(=O)NC3=O)[nH]n2)C1,0.49890549121690514
N#CN1CCCC(c2ccnc(-c3cc(C(=O)NC4CCC(=O)NC4=O)[nH]n3)c2)C1,0.49890549121690514
N#CN1CCCC(c2cc(-c3cn[nH]c3C(=O)NC3CCC(=O)NC3=O)ccn2)C1,0.49890549121690514
N#CN1CCCC(c2cccc(C(=O)Nc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)c2)C1,0.4986369986404683
N#CN1CCC(c2cccc(C(=O)Nc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)c2)CC1,0.4986369986404683
N#CN1CCC(c2cccc(C(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c2)CC1,0.4986369986404683
O=C1CCC(NC(=O)c2ccc(S(=O)(=O)F)[nH]2)C(=O)N1,0.49813356157554106
O=C1CCC(NC(=O)c2cc(S(=O)(=O)F)c[nH]2)C(=O)N1,0.49813356157554106
N#CN1CCCC(c2nc3c(cc2-c2ccc4c(c2)CN(C2CCC(=O)NC2=O)C4=O)NCCO3)C1,0.4980127403704259
N#CN1CCC(c2nc3c(cc2-c2ccc4c(c2)CN(C2CCC(=O)NC2=O)C4=O)NCCO3)CC1,0.4980127403704259
N#CN1CCCC(c2csc(NC(=O)Nc3ccc(C4CC(=O)NC(=O)C4)cc3)n2)C1,0.49745469353950456
N#CN1CCCC(c2c(C(=O)Nc3ccc(C4CCC(=O)NC4=O)cc3)cc[nH]c2=O)C1,0.4970938736335311
N#CN1CCCC(c2cc(C(=O)Nc3ccc(C4CCC(=O)NC4=O)cc3)cc(=O)[nH]2)C1,0.4970938736335311
N#CN1CCCC(c2[nH]ccc(=O)c2C(=O)Nc2ccc(C3CCC(=O)NC3=O)cc2)C1,0.49709387363353097
N#CN1CCC(c2c[nH]c(=O)cc2C(=O)Nc2ccc(C3CCC(=O)NC3=O)cc2)CC1,0.49709387363353097
N#CN1CCCC(c2c[nH]cc(C(=O)Nc3ccc(C4CCC(=O)NC4=O)cc3)c2=O)C1,0.49709387363353097
N#CN1CCCC(c2c[nH]c(=O)cc2C(=O)Nc2ccc(C3CCC(=O)NC3=O)cc2)C1,0.49709387363353097
O=C1CCC(Nc2ccnc3c(-c4cccc(S(=O)(=O)F)c4)cnn23)C(=O)N1,0.49676893704626535
O=C1CCC(Nc2ccnc3cc(-c4cccc(S(=O)(=O)F)c4)nn23)C(=O)N1,0.49676893704626535
N#CN1CCC(c2ccccc2-c2c[nH]c(=O)c(C(=O)NC3CCC(=O)NC3=O)c2)C1,0.4966188121215368
