sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CCC1=C(OC2=CC=C(Br)C=C12)C(=O)NC3CCC(=O)NC3=O,Z3298912952,379.206,379.206,2.47,-5.093,2,3,88.41,3,https://real.enamine.net/public-enum-files/Z3298912952
COC=1C=CC=C2SC=C(C(=O)NC3CCC(=O)NC3=O)C12,Z3541230462,318.349,318.349,1.496,-3.67,2,4,84.5,3,https://real.enamine.net/public-enum-files/Z3541230462
CN1C=C(C(=O)NC2CCC(=O)NC2=O)C(CCC(F)(F)F)=N1,Z4138771433,332.279,332.279,-0.901,-2.028,2,4,93.09,5,https://real.enamine.net/public-enum-files/Z4138771433
CCC1=NN(C)C(C(=O)N[C@@H]2CCC(=O)NC2=O)=C1Cl,Z4658004964,298.726,298.726,-0.543,-1.963,2,4,93.09,3,https://real.enamine.net/public-enum-files/Z4658004964
CC(C)N1C=CN=C1C(=O)N[C@@H]2CCC(=O)NC2=O,Z4917778999,264.281,264.281,-0.013,-0.629,2,4,93.09,3,https://real.enamine.net/public-enum-files/Z4917778999
O=C(N[C@@H]1CCC(=O)NC1=O)C2=CC=3SC=CC3N2CC(F)(F)F,Z4917780438,359.325,359.325,1.496,-3.599,2,3,80.2,4,https://real.enamine.net/public-enum-files/Z4917780438
CN1C(=O)N2CCCCC2=C1C(=O)N[C@@H]3CCC(=O)NC3=O,Z5124759194,306.318,306.318,-1.033,-1.46,2,4,98.82,2,https://real.enamine.net/public-enum-files/Z5124759194
CC(C)(C)N1N=C2CCCCC2=C1C(=O)NC3CCC(=O)NC3=O,Z5177668106,332.398,332.398,1.097,-2.647,2,4,93.09,3,https://real.enamine.net/public-enum-files/Z5177668106
O=C(NC1CCC(=O)NC1=O)C=2N=C(Br)N3C=CSC23,Z5177668110,357.184,357.184,1.193,-3.973,2,4,92.57,2,https://real.enamine.net/public-enum-files/Z5177668110
O=C(NC1CCC(=O)NC1=O)C2=CC=3CCOCC3S2,Z5438129320,294.328,294.328,-0.481,-2.598,2,4,84.5,2,https://real.enamine.net/public-enum-files/Z5438129320
CC1(C)CCCC=2C=C(SC21)C(=O)NC3CCC(=O)NC3=O,Z5438129464,320.408,320.408,2.656,-3.821,2,3,75.27,2,https://real.enamine.net/public-enum-files/Z5438129464
O=C(NC1CCC(=O)NC1=O)C=2C=CN(CC3=CC(Cl)=CC=C3Cl)N2,Z5454393295,381.213,381.213,2.132,-3.929,2,4,93.09,4,https://real.enamine.net/public-enum-files/Z5454393295
O=C(NC1CCC(=O)NC1=O)C2=CSC(=N2)C3CC=4C=CC=CC4O3,Z5633030109,357.386,357.386,1.475,-3.203,2,5,97.39,3,https://real.enamine.net/public-enum-files/Z5633030109
CC1=NC(=CN1C(F)F)C(=O)NC2CCC(=O)NC2=O,Z7584632893,286.235,286.235,-0.286,-1.141,2,4,93.09,3,https://real.enamine.net/public-enum-files/Z7584632893
COC=1C=C(C)N=C(C1)CN2C=C(N=N2)C(=O)NC3CCC(=O)NC3=O,Z7596968701,358.353,358.353,-0.743,-1.113,2,7,128.1,5,https://real.enamine.net/public-enum-files/Z7596968701
O=C(NC1CCC(=O)NC1=O)C2=CC=C(O2)C3=CC=CC4=CC=CN=C34,Z7603917905,349.341,349.341,1.369,-4.543,2,4,101.3,3,https://real.enamine.net/public-enum-files/Z7603917905
CN1N=CC(C(=O)NC2CCC(=O)NC2=O)=C1C=3C=CC=CN3,Z7608995635,313.312,313.312,-0.874,-1.406,2,5,105.98,3,https://real.enamine.net/public-enum-files/Z7608995635
O=C(NC1CCC(=O)NC1=O)C2=CSC=3C(O)=CC=NC23,Z7611150290,305.311,305.311,1.023,-1.977,3,5,108.39,2,https://real.enamine.net/public-enum-files/Z7611150290
O=C(NC1CCC(=O)NC1=O)C2=CN=C(N2)C=3C=CC(Cl)=CC3,Z7626299278,332.742,332.742,1.965,-4.273,3,4,103.95,3,https://real.enamine.net/public-enum-files/Z7626299278
COC=1C=CC=C2C=C(NC12)C(=O)NC3CCC(=O)NC3=O,Z7627633977,301.298,301.298,0.812,-3.473,3,4,100.29,3,https://real.enamine.net/public-enum-files/Z7627633977
CCC1=CC(=NN1CCO)C(=O)NC2CCC(=O)NC2=O,Z7761234994,294.307,294.307,-1.147,-1.142,3,5,113.32,5,https://real.enamine.net/public-enum-files/Z7761234994
O=C(NC1CCC(=O)NC1=O)C2=CSC=3N=NSC23,Z7761319752,296.328,296.328,-0.15,-2.875,2,5,101.05,2,https://real.enamine.net/public-enum-files/Z7761319752
O=C(NC1CCC(=O)NC1=O)C=2C=C3N(CCNS3(=O)=O)N2,Z7761524798,327.318,327.318,-2.278,-1.371,3,6,139.26,2,https://real.enamine.net/public-enum-files/Z7761524798
O=C(NC1CCC(=O)NC1=O)C=2SC(CC=3C=CC=CC3)=NC2C=4C=CC=CC4,Z7762191509,405.472,405.472,3.018,-4.854,2,4,88.16,5,https://real.enamine.net/public-enum-files/Z7762191509
CN1N=C(C=2C=CC=CC2F)C=3C=C(SC31)C(=O)NC4CCC(=O)NC4=O,Z7762989311,386.402,386.402,1.944,-5.071,2,4,93.09,3,https://real.enamine.net/public-enum-files/Z7762989311
O=C(NC1CCC(=O)NC1=O)C=2ON=C3C=CC=CC23,Z7843859662,273.245,273.245,0.378,-2.632,2,4,101.3,2,https://real.enamine.net/public-enum-files/Z7843859662
CN1CCN2C=C(N=C2C1=O)C(=O)NC3CCC(=O)NC3=O,Z7863760514,305.29,305.29,-1.887,-0.972,2,5,113.4,2,https://real.enamine.net/public-enum-files/Z7863760514
O=C(NC1CCC(=O)NC1=O)C=2ON=C(C2C(F)(F)F)C=3C=CC=CC3,Z7903863232,367.28,367.28,0.734,-4.112,2,4,101.3,4,https://real.enamine.net/public-enum-files/Z7903863232
O=C(NC1CCC(=O)NC1=O)C2=NC=CO2,Z8335323643,223.186,223.186,-1.019,-0.318,2,4,101.3,2,https://real.enamine.net/public-enum-files/Z8335323643
CC=1N=NN(C1C(=O)NC2CCC(=O)NC2=O)C=3C=CC(F)=CC3,Z8499865393,331.303,331.303,0.38,-2.625,2,5,105.98,3,https://real.enamine.net/public-enum-files/Z8499865393
O=C(NC1CCC(=O)NC1=O)C=2NN=CC2C3CCC3,Z8533188450,276.292,276.292,0.147,-2.83,3,4,103.95,3,https://real.enamine.net/public-enum-files/Z8533188450
CC=1C=CC(Cl)=C2C(=COC12)C(=O)NC3CCC(=O)NC3=O,Z8643402793,320.728,320.728,2.131,-4.111,2,3,88.41,2,https://real.enamine.net/public-enum-files/Z8643402793
CC=1C=CC=C2OC(=NC12)C(=O)NC3CCC(=O)NC3=O,Z8650681757,287.271,287.271,1.074,-2.231,2,4,101.3,2,https://real.enamine.net/public-enum-files/Z8650681757
O=C(NC1CCC(=O)NC1=O)C2=CC=3C=C4OC(F)(F)OC4=CC3N2,Z8668762973,351.262,351.262,2.313,-5.012,3,5,109.52,2,https://real.enamine.net/public-enum-files/Z8668762973
O=C(NC1CCC(=O)NC1=O)C2=CC(=NO2)C=3C=CC=C4NC=CC34,Z8730143079,338.318,338.318,1.082,-4.076,3,4,117.09,3,https://real.enamine.net/public-enum-files/Z8730143079
O=C(NC1CCC(=O)NC1=O)C2=NNC=3C=C(Br)C=NC23,Z8751058812,352.144,352.144,0.768,-2.687,3,5,116.84,2,https://real.enamine.net/public-enum-files/Z8751058812
O=C(NC1CCC(=O)NC1=O)C=2C=CSC2C=3N=NNN3,Z9212535955,306.302,306.302,-0.701,-2.519,3,6,129.73,3,https://real.enamine.net/public-enum-files/Z9212535955
CN1N=C(C=C1C(=O)NC2CCC(=O)NC2=O)C3CCOCC3,Z9212670120,320.344,320.344,-1.261,-1.341,2,5,102.32,3,https://real.enamine.net/public-enum-files/Z9212670120
CN1N=CC(Cl)=C1C=2C=C(ON2)C(=O)N[C@@H]3CCC(=O)NC3=O,Z9212670827,337.719,337.719,-0.011,-1.915,2,5,119.12,3,https://real.enamine.net/public-enum-files/Z9212670827
O=C(NC1CCC(=O)NC1=O)C2=COC=3CCCC(O)C23,Z9213060956,292.288,292.288,-0.681,-1.745,3,4,108.64,2,https://real.enamine.net/public-enum-files/Z9213060956
CCC1=CSC(=N1)N2C=C(C=N2)C(=O)N[C@@H]3CCC(=O)NC3=O,Z9213069807,333.367,333.367,0.252,-2.79,2,5,105.98,4,https://real.enamine.net/public-enum-files/Z9213069807
CC1=NN2C(C(=O)NC3CCC(=O)NC3=O)=C(C)N=C2S1,Z9213621124,307.33,307.33,-0.399,-2.427,2,5,105.46,2,https://real.enamine.net/public-enum-files/Z9213621124
COC=1C=CC=C2C(C(=O)NC3CCC(=O)NC3=O)=C(C)NC12,Z9213940405,315.325,315.325,0.631,-3.304,3,4,100.29,3,https://real.enamine.net/public-enum-files/Z9213940405
O=C(N[C@@H]1CCC(=O)NC1=O)C2=NC=3C=C(F)C=CC3S2,Z9213944923,307.302,307.302,1.413,-2.791,2,4,88.16,2,https://real.enamine.net/public-enum-files/Z9213944923
O=C(NC1CCC(=O)NC1=O)C2=CN=C3C=C(Br)C=CN23,Z9213946856,351.156,351.156,1.417,-3.233,2,4,92.57,2,https://real.enamine.net/public-enum-files/Z9213946856
O=C(NC1CCC(=O)NC1=O)C2=NN=C3C=CC(Br)=CN23,Z9213949804,352.144,352.144,0.594,-2.703,2,5,105.46,2,https://real.enamine.net/public-enum-files/Z9213949804
O=C(NC1CCC(=O)NC1=O)C2=COC=3C=CC=C(Br)C23,Z9213950917,351.152,351.152,1.782,-4.122,2,3,88.41,2,https://real.enamine.net/public-enum-files/Z9213950917
O=C(NC1CCC(=O)NC1=O)C2=CN=C3C(Cl)=CC=CN23,Z9213951347,306.705,306.705,1.267,-2.953,2,4,92.57,2,https://real.enamine.net/public-enum-files/Z9213951347
Cl.O=C(NC1CCC(=O)NC1=O)C2=COC(=N2)[C@@H]3CCCN3,Z9302774456,328.752,292.291,-1.227,-1.275,3,5,113.33,3,https://real.enamine.net/public-enum-files/Z9302774456
COCC1=NC(C(=O)NC2CCC(=O)NC2=O)=C3CCCCN13,Z9219286077,320.344,320.344,-0.21,-1.114,2,5,102.32,4,https://real.enamine.net/public-enum-files/Z9219286077
CN1N=C(C(=O)NC2CCC(=O)NC2=O)C(=N1)C(F)(F)F,Z9219605907,305.214,305.214,-1.713,-1.545,2,5,105.98,3,https://real.enamine.net/public-enum-files/Z9219605907
CC1(C)CCC=2C(=NNC2C1)C(=O)NC3CCC(=O)NC3=O,Z9219613946,304.345,304.345,1.325,-3.01,3,4,103.95,2,https://real.enamine.net/public-enum-files/Z9219613946
COC1=CC(F)=C2C(=NNC2=C1)C(=O)NC3CCC(=O)NC3=O,Z9219637189,320.277,320.277,0.816,-3.23,3,5,113.18,3,https://real.enamine.net/public-enum-files/Z9219637189
Cl.O=C(NC1CCC(=O)NC1=O)C2=NN=C(S2)C3CCCNC3,Z9302774499,359.833,323.373,-1.141,-1.615,3,6,113.08,3,https://real.enamine.net/public-enum-files/Z9302774499
COC=1C=CC(Br)=CC1C2=NC=C(S2)C(=O)NC3CCC(=O)NC3=O,Z9275340851,424.27,424.27,1.808,-4.669,2,5,97.39,4,https://real.enamine.net/public-enum-files/Z9275340851
CCC1=CC(=O)NC(=N1)N2N=CC(C(=O)NC3CCC(=O)NC3=O)=C2C,Z9275346577,358.353,358.353,-1.527,-2.784,3,6,134.55,4,https://real.enamine.net/public-enum-files/Z9275346577
CC=1OC(=CC1C(=O)NC2CCC(=O)NC2=O)CN3C=CC=4C=CC(Br)=CC43,Z9275346983,444.279,444.279,2.422,-4.411,2,3,93.34,4,https://real.enamine.net/public-enum-files/Z9275346983
NC1=CC(=O)NC2=CC(=NN12)C(=O)NC3CCC(=O)NC3=O,Z9275347472,304.262,304.262,-3.441,-2.593,4,6,148.21,2,https://real.enamine.net/public-enum-files/Z9275347472
COC1=CC(C)=C2NC(=CC2=C1Br)C(=O)NC3CCC(=O)NC3=O,Z9275355981,394.22,394.22,1.997,-4.691,3,4,100.29,3,https://real.enamine.net/public-enum-files/Z9275355981
N#CC=1C=CC=C(C1)OCC2=NC(=CS2)C(=O)NC3CCC(=O)NC3=O,Z9275360545,370.384,370.384,1.108,-3.221,2,6,121.18,5,https://real.enamine.net/public-enum-files/Z9275360545
O=C(NC1CCC(=O)NC1=O)C=2C=CN(N2)C=3C=CC=C(C3)C=4N=NNN4,Z9275368966,366.335,366.335,0.19,-3.249,3,7,147.55,4,https://real.enamine.net/public-enum-files/Z9275368966
CC1CCN(CC1)S(=O)(=O)C2=CC=C(S2)C(=O)N[C@@H]3CCC(=O)NC3=O,Z9275387502,399.488,399.488,1.211,-4.124,2,5,112.65,3,https://real.enamine.net/public-enum-files/Z9275387502
O=C(NC1CCC(=O)NC1=O)C2=NNC=3CN(CC23)C(=O)C4=CC=5C=CC=CC5O4,Z9302744992,407.38,407.38,0.314,-4.518,3,5,137.4,3,https://real.enamine.net/public-enum-files/Z9302744992
COC(CC1CCC1)C(=O)NCC2=CC=C(S2)C(=O)NC3CCC(=O)NC3=O,Z9302744998,407.486,407.486,0.727,-4.408,3,5,113.6,8,https://real.enamine.net/public-enum-files/Z9302744998
O=C(NC1CCC(=O)NC1=O)C2=COC(=C2)CNC(=O)C=3C=CN=C4C=CNC34,Z9302745016,395.37,395.37,0.058,-3.082,4,5,146.19,5,https://real.enamine.net/public-enum-files/Z9302745016
N#CC=1C=CC=C(C1)CC(=O)NCC2=CC(=CO2)C(=O)NC3CCC(=O)NC3=O,Z9302745017,394.382,394.382,-0.607,-3.289,3,5,141.3,6,https://real.enamine.net/public-enum-files/Z9302745017
CC1=CC=C(O1)C(C)C(=O)NCC=2C=NN(C)C2C(=O)NC3CCC(=O)NC3=O,Z9302745065,401.417,401.417,-1.032,-2.037,3,5,135.33,6,https://real.enamine.net/public-enum-files/Z9302745065
CN1N=NC(CNC(=O)C=2NN=C3COCC23)=C1C(=O)NC4CCC(=O)NC4=O,Z9302745094,402.366,402.366,-2.795,-1.338,4,8,172.99,5,https://real.enamine.net/public-enum-files/Z9302745094
COCCCC(C)(C)C(=O)NCC1=CC(=CS1)C(=O)NC2CCC(=O)NC2=O,Z9302745102,409.502,409.502,-0.122,-2.95,3,5,113.6,9,https://real.enamine.net/public-enum-files/Z9302745102
CC=1C=NC=C(C1)CC(=O)NCC=2C=C(C(=O)NC3CCC(=O)NC3=O)N(C)N2,Z9302745128,398.417,398.417,-1.674,-1.433,3,6,135.08,6,https://real.enamine.net/public-enum-files/Z9302745128
CC=1OC(CNC(=O)[C@@H]2CCCN2C(N)=O)=NC1C(=O)NC3CCC(=O)NC3=O,Z9302745210,406.394,406.394,-3.119,-1.691,4,6,176.73,5,https://real.enamine.net/public-enum-files/Z9302745210
COC=1C=NC=C(N1)C(=O)NCC2=CSC(=C2)C(=O)NC3CCC(=O)NC3=O,Z9302745293,403.414,403.414,0.131,-2.468,3,7,139.38,6,https://real.enamine.net/public-enum-files/Z9302745293
O=C(CCCC1=CNN=N1)NCC=2C=NNC2C(=O)NC3CCC(=O)NC3=O,Z9302745325,388.382,388.382,-2.099,-1.335,5,7,174.62,8,https://real.enamine.net/public-enum-files/Z9302745325
O=C(NCC=1C=NNC1C(=O)NC2CCC(=O)NC2=O)C3=CN4CCCC4=N3,Z9302745328,385.378,385.378,-0.913,-1.578,4,6,150.87,5,https://real.enamine.net/public-enum-files/Z9302745328
O=C(NCC=1C=NNC1C(=O)NC2CCC(=O)NC2=O)C3=CN=C4C=CC=CN34,Z9302745329,395.373,395.373,0.201,-2.875,4,6,150.35,5,https://real.enamine.net/public-enum-files/Z9302745329
CC=1C=NN(C1)C(C)C(=O)NCC=2OC=NC2C(=O)NC3CCC(=O)NC3=O,Z9302745362,388.379,388.379,-1.678,-1.854,3,6,148.22,6,https://real.enamine.net/public-enum-files/Z9302745362
COC=1C=CSC1C(=O)NCC=2OC=NC2C(=O)NC3CCC(=O)NC3=O,Z9302745363,392.388,392.388,-0.778,-3.033,3,6,139.63,6,https://real.enamine.net/public-enum-files/Z9302745363
O=C(NC1CCC(=O)NC1=O)C=2N=COC2CNC(=O)C(F)(F)C=3C=CC(F)=CC3,Z9302745366,424.332,424.332,0.206,-3.99,3,5,130.4,6,https://real.enamine.net/public-enum-files/Z9302745366
O=C(NC1CCC(=O)NC1=O)C2=CN(CCNC(=O)C3=COC=4C=CC=CC34)N=N2,Z9302745369,410.384,410.384,-0.303,-3.081,3,6,148.22,6,https://real.enamine.net/public-enum-files/Z9302745369
O=C(NC1CCC(=O)NC1=O)C2=CN(CCNC(=O)C3=NNC=4CCCC34)N=N2,Z9302745372,400.393,400.393,-1.343,-1.899,4,7,163.76,6,https://real.enamine.net/public-enum-files/Z9302745372
CC=1N=NC=2SC(C(=O)NC3CCC(=O)NC3=O)=C(N)C2C1C,Z1269644259,333.367,333.367,0.844,-3.395,3,6,127.07,2,https://real.enamine.net/public-enum-files/Z1269644259
O=C(NC1CCC(=O)NC1=O)C=2C=C3C=C(Cl)C=CN3N2,Z2028768447,306.705,306.705,0.698,-2.811,2,4,92.57,2,https://real.enamine.net/public-enum-files/Z2028768447
O=C(NC1CCC(=O)NC1=O)C2=CN(CC=3C=CC=CC3)N=C2C=4C=CC=NC4,Z1474299241,389.408,389.408,0.874,-3.194,2,5,105.98,5,https://real.enamine.net/public-enum-files/Z1474299241
O=C(NC1CCC(=O)NC1=O)C=2C=C(C3=CC=CS3)N(N2)C=4C=C(Cl)C=C(Cl)C4,Z1474299451,449.312,449.312,4.082,-5.81,2,4,93.09,4,https://real.enamine.net/public-enum-files/Z1474299451
O=C(NC1CCC(=O)NC1=O)C2=NN(C=3C=CC(Cl)=CC3)C=4CCCCCC24,Z1474299876,400.859,400.859,3.082,-4.908,2,4,93.09,3,https://real.enamine.net/public-enum-files/Z1474299876
CC(C)C1=C(C=NN1C2=CC=CC=N2)C(=O)NC3CCC(=O)NC3=O,Z1474295851,341.365,341.365,-0.022,-3.042,2,5,105.98,4,https://real.enamine.net/public-enum-files/Z1474295851
CC=1C=C(SC1C2=CC=CC(Cl)=C2)C(=O)NC3CCC(=O)NC3=O,Z1474294358,362.832,362.832,3.071,-5.434,2,3,75.27,3,https://real.enamine.net/public-enum-files/Z1474294358
O=C(NC1CCC(=O)NC1=O)C=2C=NN(C2C(F)(F)Cl)C=3N=CC=CC3Cl,Z1474291446,418.182,418.182,0.902,-4.35,2,5,105.98,4,https://real.enamine.net/public-enum-files/Z1474291446
O=C(NC1CCC(=O)NC1=O)C=2N=COC2C=3C=CC=4OCCOC4C3,Z1474294731,357.318,357.318,0.618,-3.735,2,6,119.76,3,https://real.enamine.net/public-enum-files/Z1474294731
CC=1C(=NNC1C=2C=CC(Cl)=CC2)C(=O)NC3CCC(=O)NC3=O,Z1474302212,346.769,346.769,1.635,-4.438,3,4,103.95,3,https://real.enamine.net/public-enum-files/Z1474302212
CCC(CC)N1N=C(C)C=C1C(=O)NC2CCC(=O)NC2=O,Z1593619565,306.361,306.361,0.913,-2.117,2,4,93.09,5,https://real.enamine.net/public-enum-files/Z1593619565
CCC=1ON=C(C1C(=O)NC2CCC(=O)NC2=O)C=3C=CC(Br)=CC3,Z1952546782,406.231,406.231,1.959,-4.458,2,4,101.3,4,https://real.enamine.net/public-enum-files/Z1952546782
O=C(NC1CCC(=O)NC1=O)C=2C=NN(N2)C=3C=CC(F)=CC3,Z1474139584,317.276,317.276,1.001,-2.555,2,5,105.98,3,https://real.enamine.net/public-enum-files/Z1474139584
CCC(C)C=1C=C(ON1)C(=O)NC2CCC(=O)NC2=O,Z1474146421,279.292,279.292,0.72,-2.482,2,4,101.3,4,https://real.enamine.net/public-enum-files/Z1474146421
O=C(NC1CCC(=O)NC1=O)C=2NN=C(C2Cl)C3CC3,Z1474143010,296.71,296.71,0.211,-2.822,3,4,103.95,3,https://real.enamine.net/public-enum-files/Z1474143010
O=C(NC1CCC(=O)NC1=O)C=2C=NN(C2)C3=CC=C(Cl)C=C3Cl,Z1474301647,367.187,367.187,2.128,-3.69,2,4,93.09,3,https://real.enamine.net/public-enum-files/Z1474301647
CN1N=C(C(=O)NC2CCC(=O)NC2=O)C=3C=C(F)C=CC31,Z3352242366,304.277,304.277,0.296,-2.698,2,4,93.09,2,https://real.enamine.net/public-enum-files/Z3352242366
O=C(NC1CCC(=O)NC1=O)C=2N=CN3C=C(Br)SC23,Z3541230454,357.184,357.184,1.177,-4.043,2,4,92.57,2,https://real.enamine.net/public-enum-files/Z3541230454
O=C(NC1CCC(=O)NC1=O)C=2OC=CC2C3CC3,Z3541230786,262.262,262.262,-0.313,-2.792,2,3,88.41,3,https://real.enamine.net/public-enum-files/Z3541230786
CC1CCCC2=C(C=NN21)C(=O)NC3CCC(=O)NC3=O,Z4021440236,290.318,290.318,0.11,-1.468,2,4,93.09,2,https://real.enamine.net/public-enum-files/Z4021440236
O=C(NC1CCC(=O)NC1=O)C2=CN(N=C2C(F)(F)F)C3CC3,Z4138771429,330.263,330.263,-0.894,-2.285,2,4,93.09,4,https://real.enamine.net/public-enum-files/Z4138771429
O=C(O)C(F)(F)F.CC1CCCN2C(=CN=C12)C(=O)NC3CCC(=O)NC3=O,Z9423962689,404.342,290.318,0.501,-2.539,2,4,93.09,3,https://real.enamine.net/public-enum-files/Z9423962689
O=C(NC1CCC(=O)NC1=O)C2=CC(=CS2)CN3C=C(Cl)C=N3,Z4176777657,352.797,352.797,0.925,-2.83,2,4,93.09,4,https://real.enamine.net/public-enum-files/Z4176777657
O=C(NC1CCC(=O)NC1=O)C2=CC=C(S2)C(F)(F)C(F)(F)F,Z4504321936,356.27,356.27,1.324,-4.466,2,3,75.27,4,
COC=1C(=CSC1Cl)C(=O)NC2CCC(=O)NC2=O,Z4764758811,302.735,302.735,0.657,-3.382,2,4,84.5,3,https://real.enamine.net/public-enum-files/Z4764758811
CC=1SN=CC1C(=O)N[C@@H]2CCC(=O)NC2=O,Z4917780530,253.279,253.279,-0.477,-1.743,2,4,88.16,2,https://real.enamine.net/public-enum-files/Z4917780530
CCCN1C=C(Cl)C(=N1)C(=O)N[C@@H]2CCC(=O)NC2=O,Z4917782150,298.726,298.726,-0.283,-2.135,2,4,93.09,4,https://real.enamine.net/public-enum-files/Z4917782150
CC1=NC(Br)=C(C(=O)NC2CCC(=O)NC2=O)N1C,Z4927965716,329.15,329.15,-0.621,-2.094,2,4,93.09,2,https://real.enamine.net/public-enum-files/Z4927965716
CS(=O)(=O)NC=1C=CC(=CC1)C2=NNC=C2C(=O)NC3CCC(=O)NC3=O,Z7582077637,391.404,391.404,-0.337,-2.913,4,6,150.12,4,https://real.enamine.net/public-enum-files/Z7582077637
CC1CNC2=NC(=NN2C1)C(=O)NC3CCC(=O)NC3=O,Z7590683949,292.295,292.295,-0.577,-1.446,3,6,118.01,2,https://real.enamine.net/public-enum-files/Z7590683949
CC1=NC(C(=O)NC2CCC(=O)NC2=O)=C(C)N1C3CC3,Z7598380758,290.318,290.318,-0.069,-1.237,2,4,93.09,3,https://real.enamine.net/public-enum-files/Z7598380758
CC=1NC=2N=CC=CC2C1C(=O)NC3CCC(=O)NC3=O,Z7627019895,286.287,286.287,-0.003,-2.996,3,4,103.95,2,https://real.enamine.net/public-enum-files/Z7627019895
O=C(NC1CCC(=O)NC1=O)C=2C=NN3CCNS(=O)(=O)C23,Z7760503180,327.318,327.318,-2.278,-1.053,3,6,139.26,2,https://real.enamine.net/public-enum-files/Z7760503180
O=C(N[C@@H]1CCC(=O)NC1=O)C2=CC3=C(N=C4C=CC=CN34)S2,Z7760849500,328.348,328.348,1.339,-4.059,2,4,92.57,2,https://real.enamine.net/public-enum-files/Z7760849500
O=C(NC1CCC(=O)NC1=O)C2=NN=C3C(=CC=CN23)C(F)(F)F,Z7761297289,341.246,341.246,0.533,-2.713,2,5,105.46,3,https://real.enamine.net/public-enum-files/Z7761297289
O=C(NC1CCC(=O)NC1=O)C=2C=NN3CC(COC23)OCC=4C=CC=CC4,Z7762976000,384.387,384.387,0.344,-3.215,2,6,111.55,5,https://real.enamine.net/public-enum-files/Z7762976000
CN1C=C(C(=O)NC2CCC(=O)NC2=O)C(=N1)OCC=3C=CC=CC3,Z7805320849,342.35,342.35,0.347,-2.756,2,5,102.32,5,https://real.enamine.net/public-enum-files/Z7805320849
CN1C=C(C(=O)NC2CCC(=O)NC2=O)C=3C=C(Br)C=CC31,Z8343541757,364.194,364.194,1.865,-3.307,2,3,80.2,2,https://real.enamine.net/public-enum-files/Z8343541757
CC=1C(=NOC1C2CC2)C(=O)NC3CCC(=O)NC3=O,Z8456034374,277.277,277.277,-0.414,-2.034,2,4,101.3,3,https://real.enamine.net/public-enum-files/Z8456034374
O=C(NC1CCC(=O)NC1=O)C2=CC(=NN2)C=3C=CC=CN3,Z8567535496,299.285,299.285,0.439,-2.274,3,5,116.84,3,https://real.enamine.net/public-enum-files/Z8567535496
CC(C)(C)C=1C=CC=2C(=COC2C1)C(=O)NC3CCC(=O)NC3=O,Z8583694889,328.363,328.363,2.594,-4.702,2,3,88.41,3,https://real.enamine.net/public-enum-files/Z8583694889
O=C(NC1CCC(=O)NC1=O)C2=CSC(=C2)S(=O)(=O)N3CCCC3,Z8618323353,371.435,371.435,0.133,-3.139,2,5,112.65,3,https://real.enamine.net/public-enum-files/Z8618323353
O=C(NC1CCC(=O)NC1=O)C2=CNC=3N=CC(F)=CC23,Z8651797064,290.251,290.251,0.011,-3.116,3,4,103.95,2,https://real.enamine.net/public-enum-files/Z8651797064
O=C(NC1CCC(=O)NC1=O)C=2N=CN(CC=3C=CC=CC3)N2,Z8658288770,313.312,313.312,0.284,-2.145,2,5,105.98,4,https://real.enamine.net/public-enum-files/Z8658288770
O=C(N[C@@H]1CCC(=O)NC1=O)C2=CN=C3COCCN23,Z8674869453,278.265,278.265,-1.611,-0.777,2,5,102.32,2,https://real.enamine.net/public-enum-files/Z8674869453
O=C(NC1CCC(=O)NC1=O)C=2OC(=NC2C3CC3)C(F)(F)F,Z8730557849,331.248,331.248,-0.308,-2.666,2,4,101.3,4,https://real.enamine.net/public-enum-files/Z8730557849
COC=1C=CC=CC1N2N=CC=C2C(=O)NC3CCC(=O)NC3=O,Z9212571439,328.323,328.323,0.631,-2.701,2,5,102.32,4,https://real.enamine.net/public-enum-files/Z9212571439
O=C(NC1CCC(=O)NC1=O)C=2C(Br)=NOC2C3CC3,Z9213164379,342.145,342.145,-0.96,-3.096,2,4,101.3,3,https://real.enamine.net/public-enum-files/Z9213164379
CCN1N=NC(C)=C1C(=O)NC2CCC(=O)NC2=O,Z9213948745,265.269,265.269,-1.475,-0.765,2,5,105.98,3,https://real.enamine.net/public-enum-files/Z9213948745
COC=1OC(C)=NC1C(=O)NC2CCC(=O)NC2=O,Z9214159668,267.239,267.239,-0.414,-1.273,2,5,110.53,3,https://real.enamine.net/public-enum-files/Z9214159668
N#CC=1C=CC=C2C(=CNC12)C(=O)NC3CCC(=O)NC3=O,Z9214175841,296.282,296.282,0.216,-3.417,3,4,114.85,2,https://real.enamine.net/public-enum-files/Z9214175841
Cl.O=C(NC1CCC(=O)NC1=O)C=2C=C(CC3CCCCN3)ON2,Z9302774457,356.805,320.344,-0.356,-1.985,3,5,113.33,4,https://real.enamine.net/public-enum-files/Z9302774457
Cl.CC=1N=C(NC1C(=O)NC2CCC(=O)NC2=O)C3CCNCC3,Z9302774458,355.82,319.36,-0.956,-1.538,4,5,115.98,3,https://real.enamine.net/public-enum-files/Z9302774458
Cl.O=C(NC1CCC(=O)NC1=O)C2=CSC(CC3CCCNC3)=N2,Z9302774465,372.872,336.411,0.393,-1.862,3,5,100.19,4,https://real.enamine.net/public-enum-files/Z9302774465
