smiles,cov_label,crbn_chemspace,source,cov_crbn_label
O=C1CCC(N2Cc3c(C(=O)NC4(C(=O)O)CCC4)cccc3C2=O)C(=O)N1,0.0,1,open_database,0
O=C1CCC(N2Cc3c(C(=O)NC4CC(C(=O)O)C4)cccc3C2=O)C(=O)N1,0.0,1,open_database,0
CC1CN(C(=O)c2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)CC(C)O1,0.0,1,open_database,0
CC(C)(CC(=O)O)NC(=O)c1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.0,1,open_database,0
CC(C)C(NC(=O)c1cccc2c1CN(C1CCC(=O)NC1=O)C2=O)C(=O)O,0.0,1,open_database,0
CC(C)N(CC(=O)O)C(=O)c1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.0,1,open_database,0
CCCC(NC(=O)c1cccc2c1CN(C1CCC(=O)NC1=O)C2=O)C(=O)O,0.0,1,open_database,0
O=C1CCC(N2Cc3c(C(=O)N4Cc5ccccc5C4)cccc3C2=O)C(=O)N1,0.0,1,open_database,0
CNc1cccc(NC(=O)c2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)c1,0.0,1,open_database,0
CNc1ccc(NC(=O)c2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)cc1,0.0,1,open_database,0
Cc1cccc(CNC(=O)c2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)n1,0.0,1,open_database,0
Nc1ccc(CNC(=O)c2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)cc1,0.0,1,open_database,0
CC(C1CC1)N(C(=O)c1cccc2c1CN(C1CCC(=O)NC1=O)C2=O)C1CC1,0.0,1,open_database,0
O=C1CCC(N2Cc3c(C(=O)NCc4cccc(F)n4)cccc3C2=O)C(=O)N1,0.0,1,open_database,0
Cc1csc(CNC(=O)c2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)n1,0.0,1,open_database,0
O=C1CCC(N2Cc3c(C(=O)NCC4CCCCNC4)cccc3C2=O)C(=O)N1,0.0,1,open_database,0
