DATAID,SMILES,Name,IUPAC,StdInChl,StdInChIKey,Pharmacophore,Core,ResearchStage,TherapeuticUsage,logP_exp,logD_exp,logS_exp,KineticSolubility,ThermodynamicSolubility,RecruitingProtein_Affinity,IsActive,ModeOfAction,PrimaryTarget,PrimaryTargetDegInfo,DegronType,SecondaryTarget,SecondaryTargetDegInfo,RecruitingProtein,RecruitingProtein_UniProtID,AntiCellProliferation,TernaryEC50,PK,ADMET_profile,SafetyPharmacology,InVivoPD,SourceAddress_Website,PDB,glueCodeInPDB,CryoEM,Formula,MolWeight,ExactMass,clogP,logS,tPSA,HBACount,HBDCount,RotatableBondCount,Rings,AliphaticRings,AromaticRings,AliphaticHeteroRings,AromaticHeteroRings,HeavyAtoms,HeteroAtoms,SpiroAtoms,BridgeheadAtoms
387,CC1=CC2ON=C(NC3=CC4=C(C=C3)C(=O)N(C3CCC(=O)NC3=O)C4)C2C=C1,24,"3-[6-[(6-methyl-3a,7a-dihydro-1,2-benzoxazol-3-yl)amino]-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione","InChI=1S/C21H20N4O4/c1-11-2-4-15-17(8-11)29-24-19(15)22-13-3-5-14-12(9-13)10-25(21(14)28)16-6-7-18(26)23-20(16)27/h2-5,8-9,15-17H,6-7,10H2,1H3,(H,22,24)(H,23,26,27)",NCGUNOWSSSLNKH-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,7 μM,,1,non-covalent,CK1α,CK1α: DC50 = 1 nM; Dmax = 94%(10 μM); (24 h),Unknown,,,CRBN,Q96SW2,Cell: MOLM13; IC50 = 32 nM; 72 h,,,"MDCKII Papp (nm/s) AB/BA: 30/22;
m/h LM t1/2 (h)(/h = mouse/human): 10+/ND; 
m/h plasma stability t1/2 (h)d(/h = mouse/human): 31/ND",,,https://doi.org/10.1021/acsmedchemlett.4c00250,,,,C21H20N4O4,392.42,392.1485,1.70,-2.87,100.10,8,2,2,5,4,1,3,0,29,8,0,0
388,CC1=CN(S(=O)(=O)C2=CC=C3CN(C4CCC(=O)NC4=O)C(=O)C3=C2)C(=O)NC1=O,EM12-SO2-C,"1-[[2-(2,6-dioxopiperidin-3-yl)-3-oxo-1H-isoindol-5-yl]sulfonyl]-5-methylpyrimidine-2,4-dione","InChI=1S/C18H16N4O7S/c1-9-7-22(18(27)20-15(9)24)30(28,29)11-3-2-10-8-21(17(26)12(10)6-11)13-4-5-14(23)19-16(13)25/h2-3,6-7,13H,4-5,8H2,1H3,(H,19,23,25)(H,20,24,27)",QTCPUQCPILDKJV-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,NanoBRET;IC50= 28630 ± 2877 nM,1,covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acsmedchemlett.3c00371,,,,C18H16N4O7S,432.41,432.0740,-1.16,-1.16,155.48,11,2,3,4,2,2,2,1,30,12,0,0
389,CC1=CN(S(=O)(=O)C2=CC=C3CN(C4CCC(=O)NC4=O)C(=O)C3=C2)C=N1,EM12-SO2Im(4-Me),"3-[5-(4-methylimidazol-1-yl)sulfonyl-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione","InChI=1S/C17H16N4O5S/c1-10-7-20(9-18-10)27(25,26)12-3-2-11-8-21(17(24)13(11)6-12)14-4-5-15(22)19-16(14)23/h2-3,6-7,9,14H,4-5,8H2,1H3,(H,19,22,23)",SPIVDQIYOIXBKQ-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,NanoBRET;IC50= 454 ± 30 nM,1,covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acsmedchemlett.3c00371,,,,C17H16N4O5S,388.41,388.0841,0.19,-1.91,118.44,9,1,3,4,2,2,2,1,27,10,0,0
390,CC1=CN(S(=O)(=O)C2=CC=C3CN(C4CCC(=O)NC4=O)C(=O)C3=C2)N=C1,EM12-SO2Pyr(4-Me),"3-[5-(4-methylpyrazol-1-yl)sulfonyl-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione","InChI=1S/C17H16N4O5S/c1-10-7-18-21(8-10)27(25,26)12-3-2-11-9-20(17(24)13(11)6-12)14-4-5-15(22)19-16(14)23/h2-3,6-8,14H,4-5,9H2,1H3,(H,19,22,23)",ZVFRHHYHSDAJGY-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,NanoBRET;IC50= 3752 ± 264 nM,1,covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acsmedchemlett.3c00371,,,,C17H16N4O5S,388.41,388.0841,0.19,-1.91,118.44,9,1,3,4,2,2,2,1,27,10,0,0
402,CC1=NC(SCC2CCC(=O)NC2=O)=NC=C1,14p,"3-[(4-methylpyrimidin-2-yl)sulfanylmethyl]piperidine-2,6-dione","InChI=1S/C11H13N3O2S/c1-7-4-5-12-11(13-7)17-6-8-2-3-9(15)14-10(8)16/h4-5,8H,2-3,6H2,1H3,(H,14,15,16)",IPNSVNXZWDZYMC-UHFFFAOYSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,Assay:microscale thermophoresis;Ki = 6.0 ± 1.5 μM,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,"Cell:MOLP-8;IC50 = 11.93 ± 1.13 μM
Cell:KMS-12-PE;IC50 = 36.79 ± 11.09 μM",,,,,,https://doi.org/10.1016/j.ejmech.2022.114990,,,,C11H13N3O2S,251.31,251.0728,0.93,-1.65,71.95,5,1,3,2,1,1,1,1,17,6,0,0
403,O=C1NCCCC1N1C(=O)C2=C(C1=O)C(OCCOCCOCCOCC1=CC=CC=C1)=CC=C2,CC4,"2-(2-oxopiperidin-3-yl)-4-[2-[2-(2-phenylmethoxyethoxy)ethoxy]ethoxy]isoindole-1,3-dione","InChI=1S/C26H30N2O7/c29-24-21(9-5-11-27-24)28-25(30)20-8-4-10-22(23(20)26(28)31)35-17-16-33-13-12-32-14-15-34-18-19-6-2-1-3-7-19/h1-4,6-8,10,21H,5,9,11-18H2,(H,27,29)",GRPCVZIUVZCWGX-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Discovery,,,,,,,,0,,,,,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acsmedchemlett.1c00368,,,,C26H30N2O7,482.53,482.2053,2.19,-3.72,103.40,9,1,13,4,2,2,2,0,35,9,0,0
404,CC1=NC2=C(C)C=CC=C2C=C1C(=O)N/N=C/C1=C(C)NC2=C1C=CC=C2,AN5785,"2,8-dimethyl-N-[(E)-(2-methyl-1H-indol-3-yl)methylideneamino]quinoline-3-carboxamide","InChI=1S/C22H20N4O/c1-13-7-6-8-16-11-18(14(2)25-21(13)16)22(27)26-23-12-19-15(3)24-20-10-5-4-9-17(19)20/h4-12,24H,1-3H3,(H,26,27)/b23-12+",CGLMGVRMCXUULK-FSJBWODESA-N,miscellaneous,Non-domideType,Discovery,,,,,,,,1,non-covalent,GSPT1,,Unknown,,,CRBN,Q96SW2,"Cell: U266; IC50 > 17.45 μM; 
Cell: U937; IC50 > 20.04 μM; 
Cell: K562; IC50 > 11.05 μM; 
Cell: OCI-AML-2; IC50 > 10.42 μM; ",,,,,,https://doi.org/10.1016/j.ejmech.2024.116524,,,,C22H20N4O,356.43,356.1637,4.41,-6.68,70.14,5,2,3,4,0,4,0,2,27,5,0,0
405,CC1=NC2=C(C)C=CC=C2C=C1C(=O)N/N=C/C1=C(Cl)C=CC=C1,AN5701,"N-[(E)-(2-chlorophenyl)methylideneamino]-2,8-dimethylquinoline-3-carboxamide","InChI=1S/C19H16ClN3O/c1-12-6-5-8-14-10-16(13(2)22-18(12)14)19(24)23-21-11-15-7-3-4-9-17(15)20/h3-11H,1-2H3,(H,23,24)/b21-11+",WUNCJECIDUJETI-SRZZPIQSSA-N,miscellaneous,Non-domideType,Discovery,,,,,,,,1,non-covalent,GSPT1,Western GSPT1 degradation under in OCI-AML-2 and U937 cells.,Unknown,,,CRBN,Q96SW2,"Cell: U266; IC50 = 3.93 μM
Cell: U937; IC50 = 6.89 μM
Cell: K562; IC50 > 40 μM
Cell: OCI-AML-2; IC50 = 2.66 μM",,,,,,https://doi.org/10.1016/j.ejmech.2024.116524,,,,C19H16ClN3O,337.81,337.0982,4.27,-5.69,54.35,4,1,3,3,0,3,0,1,24,5,0,0
406,CC1=NC2=C(C)C=CC=C2C=C1C(=O)N/N=C/C1=C(O)C=CC=C1,AN5777,"N-[(E)-(2-hydroxyphenyl)methylideneamino]-2,8-dimethylquinoline-3-carboxamide","InChI=1S/C19H17N3O2/c1-12-6-5-8-14-10-16(13(2)21-18(12)14)19(24)22-20-11-15-7-3-4-9-17(15)23/h3-11,23H,1-2H3,(H,22,24)/b20-11+",ARBAVLNDKREMOX-RGVLZGJSSA-N,miscellaneous,Non-domideType,Discovery,,,,,,,,1,non-covalent,GSPT1,Western GSPT1 degradation under in OCI-AML-2 and U937 cells.,Unknown,,,CRBN,Q96SW2,"Cell: U266; IC50 = 17.67 μM
Cell: U937; IC50 = 22.59 μM
Cell: K562; IC50 = 19.44 μM
Cell: OCI-AML-2; IC50 =17.15 μM",,,,,,https://doi.org/10.1016/j.ejmech.2024.116524,,,,C19H17N3O2,319.36,319.1321,3.32,-4.52,74.58,5,2,3,3,0,3,0,1,24,5,0,0
407,CC1=NC2=C(C)C=CC=C2C=C1C(=O)N/N=C/C1=CC=CC([N+](=O)[O-])=C1,AN5792,"2,8-dimethyl-N-[(E)-(3-nitrophenyl)methylideneamino]quinoline-3-carboxamide","InChI=1S/C19H16N4O3/c1-12-5-3-7-15-10-17(13(2)21-18(12)15)19(24)22-20-11-14-6-4-8-16(9-14)23(25)26/h3-11H,1-2H3,(H,22,24)/b20-11+",APLIOLSIBKIUEO-RGVLZGJSSA-N,miscellaneous,Non-domideType,Discovery,,,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,"Cell: U266; IC50 = 7.13 μM
Cell: U937; IC50 = 9.9 μM
Cell: K562; IC50 = 12.85 μM
Cell: OCI-AML-2; IC50 =2.68 μM",,,,,,https://doi.org/10.1016/j.ejmech.2024.116524,,,,C19H16N4O3,348.36,348.1222,3.52,-4.86,97.49,7,1,4,3,0,3,0,1,26,7,0,0
408,CC1=NC2=C(C)C=CC=C2C=C1C(=O)N/N=C/C1=CC(Cl)=CC=C1,AN5786,"N-[(E)-(3-chlorophenyl)methylideneamino]-2,8-dimethylquinoline-3-carboxamide","InChI=1S/C19H16ClN3O/c1-12-5-3-7-15-10-17(13(2)22-18(12)15)19(24)23-21-11-14-6-4-8-16(20)9-14/h3-11H,1-2H3,(H,23,24)/b21-11+",YUFBIYDFJUMGIK-SRZZPIQSSA-N,miscellaneous,Non-domideType,Discovery,,,,,,,,1,non-covalent,GSPT1,Western GSPT1 degradation under in OCI-AML-2 and U937 cells.,Unknown,,,CRBN,Q96SW2,"Cell: U266; IC50 = 3.1 μM
Cell: U937; IC50 = 4.31 μM
Cell: K562; IC50 = 9.92 μM
Cell: OCI-AML-2; IC50 = 2.49 μM",,,,,,https://doi.org/10.1016/j.ejmech.2024.116524,,,,C19H16ClN3O,337.81,337.0982,4.27,-5.69,54.35,4,1,3,3,0,3,0,1,24,5,0,0
409,CC1=NC2=C(C)C=CC=C2C=C1C(=O)N/N=C/C1=CC(O)=CC=C1,AN5782,"N-[(E)-(3-hydroxyphenyl)methylideneamino]-2,8-dimethylquinoline-3-carboxamide","InChI=1S/C19H17N3O2/c1-12-5-3-7-15-10-17(13(2)21-18(12)15)19(24)22-20-11-14-6-4-8-16(23)9-14/h3-11,23H,1-2H3,(H,22,24)/b20-11+",RSHJUKZSHUQUOT-RGVLZGJSSA-N,miscellaneous,Non-domideType,Discovery,,,,,,,,1,non-covalent,GSPT1,Western GSPT1 degradation under in OCI-AML-2 and U937 cells.,Unknown,,,CRBN,Q96SW2,"Cell: U266; IC50 = 17.67 μM
Cell: U937; IC50 = 22.59 μM
Cell: K562; IC50 = 19.44 μM
Cell: OCI-AML-2; IC50 =17.15 μM",,,,,,https://doi.org/10.1016/j.ejmech.2024.116524,,,,C19H17N3O2,319.36,319.1321,3.32,-4.52,74.58,5,2,3,3,0,3,0,1,24,5,0,0
410,CC1=NC2=C(C)C=CC=C2C=C1C(=O)N/N=C/C1=CC=CC=C1,AG4061,"N-[(E)-benzylideneamino]-2,8-dimethylquinoline-3-carboxamide","InChI=1S/C19H17N3O/c1-13-7-6-10-16-11-17(14(2)21-18(13)16)19(23)22-20-12-15-8-4-3-5-9-15/h3-12H,1-2H3,(H,22,23)/b20-12+",SPQXEKYWTIHIRU-UDWIEESQSA-N,miscellaneous,Non-domideType,Discovery,,,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,"Cell: U266; IC50 = 10.14 μM
Cell: U937; IC50 = 16.45 μM
Cell: K562; IC50 = 37.56 μM
Cell: OCI-AML-2; IC50 =11.02 μM",,,,,,https://doi.org/10.1016/j.ejmech.2024.116524,,,,C19H17N3O,303.37,303.1372,3.62,-5.02,54.35,4,1,3,3,0,3,0,1,23,4,0,0
411,CC1=NC2=C(C)C=CC=C2C=C1C(=O)N/N=C/C1=CC=CN=C1,AN5676,"2,8-dimethyl-N-[(E)-pyridin-3-ylmethylideneamino]quinoline-3-carboxamide","InChI=1S/C18H16N4O/c1-12-5-3-7-15-9-16(13(2)21-17(12)15)18(23)22-20-11-14-6-4-8-19-10-14/h3-11H,1-2H3,(H,22,23)/b20-11+",NATSJEDPNROWRU-RGVLZGJSSA-N,miscellaneous,Non-domideType,Discovery,,,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,"Cell: U266; IC50 = 26.59 μM
Cell: U937; IC50 >40 μM
Cell: K562; IC50 >40 μM
Cell: OCI-AML-2; IC50 = 15.57 μM",,,,,,https://doi.org/10.1016/j.ejmech.2024.116524,,,,C18H16N4O,304.35,304.1324,3.01,-4.46,67.24,5,1,3,3,0,3,0,2,23,5,0,0
412,CC1=NC2=CC=CC(N)=C2C(=O)N1C1CCC(=O)NC1=O,Avadomide(CC-122),"3-(5-amino-2-methyl-4-oxoquinazolin-3-yl)piperidine-2,6-dione","InChI=1S/C14H14N4O3/c1-7-16-9-4-2-3-8(15)12(9)14(21)18(7)10-5-6-11(19)17-13(10)20/h2-4,10H,5-6,15H2,1H3,(H,17,19,20)",RSNPAKAFCAAMBH-UHFFFAOYSA-N,Glutarimide,Non-domideType,Phase II,"melanoma
Non-hodgkin's lymphoma
Indolent non-Hodgkin lymphoma
melanoma
Non-hodgkin's lymphoma
Indolent non-Hodgkin lymphoma",,,,,,Assay: HTRF; IC50 = 2.5 μM,1,non-covalent,IKZF3,EC50 = 20 nM; Ymin = 5%,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01848,,,,C14H14N4O3,286.29,286.1066,0.26,-1.47,107.08,7,3,1,3,1,2,1,1,21,7,0,0
412,CC1=NC2=CC=CC(N)=C2C(=O)N1C1CCC(=O)NC1=O,CC-122,"3-(5-amino-2-methyl-4-oxoquinazolin-3-yl)piperidine-2,6-dione","InChI=1S/C14H14N4O3/c1-7-16-9-4-2-3-8(15)12(9)14(21)18(7)10-5-6-11(19)17-13(10)20/h2-4,10H,5-6,15H2,1H3,(H,17,19,20)",RSNPAKAFCAAMBH-UHFFFAOYSA-N,Glutarimide,Non-domideType,Phase II,"investigational indications:Melanoma; Non-Hodgkin Lymphoma; Indolent Non-Hodgkin Lymphoma; Mantle Cell Lymphoma; Advanced Malignant Solid Tumors; Diffuse Large B-Cell Lymphoma; Glioblastoma; Multiple Myeloma; Primary Central Nervous System Lymphoma
non-investigational indications:Chronic Lymphocytic Leukemia; Follicular Lymphoma; Hepatocellular Carcinoma; Primary Malignant Liver Tumor; Small Lymphocytic Lymphoma; Unresectable Hepatocellular Carcinoma",,,,,,,1,non-covalent,IKZF1;IKZF3,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/nature14610,,,,C14H14N4O3,286.29,286.1066,0.26,-1.47,107.08,7,3,1,3,1,2,1,1,21,7,0,0
412,CC1=NC2=CC=CC(N)=C2C(=O)N1C1CCC(=O)NC1=O,CC-122(Avadomide),"3-(5-amino-2-methyl-4-oxoquinazolin-3-yl)piperidine-2,6-dione","InChI=1S/C14H14N4O3/c1-7-16-9-4-2-3-8(15)12(9)14(21)18(7)10-5-6-11(19)17-13(10)20/h2-4,10H,5-6,15H2,1H3,(H,17,19,20)",RSNPAKAFCAAMBH-UHFFFAOYSA-N,Glutarimide,Non-domideType,Phase II,"melanoma
Non-hodgkin's lymphoma
Indolent non-Hodgkin lymphoma
Mantle cell lymphoma
Advanced malignant solid tumor
Diffuse large B-cell lymphoma
Glioblastoma multiforme
Multiple myeloma
Primary central nervous system lymphoma
Chronic lymphocytic leukemia
Follicular lymphoma
Hepatocellular carcinoma
Primary malignant liver tumor
Small lymphocyte lymphoma
Unresectable hepatocellular carcinoma",,,,,,,1,non-covalent,ZMYM2;ZFP91,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1158/2643-3230.BCD-20-0105,,,,C14H14N4O3,286.29,286.1066,0.26,-1.47,107.08,7,3,1,3,1,2,1,1,21,7,0,0
412,CC1=NC2=CC=CC(N)=C2C(=O)N1C1CCC(=O)NC1=O,CC-122,"3-(5-amino-2-methyl-4-oxoquinazolin-3-yl)piperidine-2,6-dione","InChI=1S/C14H14N4O3/c1-7-16-9-4-2-3-8(15)12(9)14(21)18(7)10-5-6-11(19)17-13(10)20/h2-4,10H,5-6,15H2,1H3,(H,17,19,20)",RSNPAKAFCAAMBH-UHFFFAOYSA-N,Glutarimide,Non-domideType,Phase II,"melanoma
Non-hodgkin's lymphoma
Indolent non-Hodgkin lymphoma
Mantle cell lymphoma
Advanced malignant solid tumor
Diffuse large B-cell lymphoma
Glioblastoma multiforme
Multiple myeloma
Primary central nervous system lymphoma
Chronic lymphocytic leukemia
Follicular lymphoma
Hepatocellular carcinoma
Primary malignant liver tumor
Small lymphocyte lymphoma
Unresectable hepatocellular carcinoma",,,,,,,1,non-covalent,,,G-loop_beta-hairpin,,,CRBN,Q96SW2,"IC50(µM): RPMI-8226; 1.25±0.30
NCI-H929; 0.132±0.048
OPM-2; 0.112±0.037
U927; 2.11±0.51
MOLM-13; 0.649±0.16
MV-4-11; 1.01±0.34
KG-1; 1.11±0.26
Skm-1; 1.58±0.54
MUTZ-1; 2.11±0.38",,,,,,https://doi.org/10.1186/s13045-024-01592-z,,,,C14H14N4O3,286.29,286.1066,0.26,-1.47,107.08,7,3,1,3,1,2,1,1,21,7,0,0
412,CC1=NC2=CC=CC(N)=C2C(=O)N1C1CCC(=O)NC1=O,CC-122,"3-(5-amino-2-methyl-4-oxoquinazolin-3-yl)piperidine-2,6-dione","InChI=1S/C14H14N4O3/c1-7-16-9-4-2-3-8(15)12(9)14(21)18(7)10-5-6-11(19)17-13(10)20/h2-4,10H,5-6,15H2,1H3,(H,17,19,20)",RSNPAKAFCAAMBH-UHFFFAOYSA-N,Glutarimide,Non-domideType,Phase II,"Tumors
Immune system diseases
Blood and lymphatic system diseases
Non-Hodgkin's lymphoma
Indolent non-Hodgkin's lymphoma
Mantle cell lymphoma",,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/s41589-018-0129-x,,,,C14H14N4O3,286.29,286.1066,0.26,-1.47,107.08,7,3,1,3,1,2,1,1,21,7,0,0
413,CC1=NC2=CC=CC=C2C=C1C(=O)N/N=C/C1=C(O)C=CC=C1,AN5379,N-[(E)-(2-hydroxyphenyl)methylideneamino]-2-methylquinoline-3-carboxamide,"InChI=1S/C18H15N3O2/c1-12-15(10-13-6-2-4-8-16(13)20-12)18(23)21-19-11-14-7-3-5-9-17(14)22/h2-11,22H,1H3,(H,21,23)/b19-11+",NRISGKIRFKEZRQ-YBFXNURJSA-N,miscellaneous,Non-domideType,Discovery,,,,,,,,1,non-covalent,GSPT1,Western GSPT1 degradation under in OCI-AML-2 and U937 cells.,Unknown,,,CRBN,Q96SW2,"Cell: U266; IC50 = 6.75 μM
Cell: U937; IC50 = 6.53 μM
Cell: K562; IC50 > 40 μM
Cell: OCI-AML-2; IC50 =8.98 μM",,,,,,https://doi.org/10.1016/j.ejmech.2024.116524,,,,C18H15N3O2,305.34,305.1164,3.01,-4.22,74.58,5,2,3,3,0,3,0,1,23,5,0,0
414,CC1=NC2=CC=CC=C2C=C1C(=O)N/N=C/C1=CC([N+](=O)[O-])=CC=C1,AN5729,2-methyl-N-[(E)-(3-nitrophenyl)methylideneamino]quinoline-3-carboxamide,"InChI=1S/C18H14N4O3/c1-12-16(10-14-6-2-3-8-17(14)20-12)18(23)21-19-11-13-5-4-7-15(9-13)22(24)25/h2-11H,1H3,(H,21,23)/b19-11+",KDCISUOJYKQONI-YBFXNURJSA-N,miscellaneous,Non-domideType,Discovery,,,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,"Cell: U266; IC50 >40 μM
Cell: U937; IC50 >40 μM
Cell: K562; IC50 >40 μM
Cell: OCI-AML-2; IC50 >40 μM",,,,,,https://doi.org/10.1016/j.ejmech.2024.116524,,,,C18H14N4O3,334.34,334.1066,3.22,-4.55,97.49,7,1,4,3,0,3,0,1,25,7,0,0
415,CC1=NC2=CC=CC=C2C=C1C(=O)N/N=C/C1=CC(Cl)=CC=C1,AN5382,N-[(E)-(3-chlorophenyl)methylideneamino]-2-methylquinoline-3-carboxamide,"InChI=1S/C18H14ClN3O/c1-12-16(10-14-6-2-3-8-17(14)21-12)18(23)22-20-11-13-5-4-7-15(19)9-13/h2-11H,1H3,(H,22,23)/b20-11+",IHUOVSIGQDWEFD-RGVLZGJSSA-N,miscellaneous,Non-domideType,Discovery,,,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,"Cell: U266; IC50 >40 μM
Cell: U937; IC50 >40 μM
Cell: K562; IC50 >40 μM
Cell: OCI-AML-2; IC50 >40 μM",,,,,,https://doi.org/10.1016/j.ejmech.2024.116524,,,,C18H14ClN3O,323.78,323.0825,3.96,-5.39,54.35,4,1,3,3,0,3,0,1,23,5,0,0
416,CC1=NC2=CC=CC=C2C=C1C(=O)N/N=C/C1=CC=CN=C1,AN5741,2-methyl-N-[(E)-pyridin-3-ylmethylideneamino]quinoline-3-carboxamide,"InChI=1S/C17H14N4O/c1-12-15(9-14-6-2-3-7-16(14)20-12)17(22)21-19-11-13-5-4-8-18-10-13/h2-11H,1H3,(H,21,22)/b19-11+",CMQFCTZVAATYDJ-YBFXNURJSA-N,miscellaneous,Non-domideType,Discovery,,,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,"Cell: U266; IC50 >40 μM
Cell: U937; IC50 >40 μM
Cell: K562; IC50 >40 μM
Cell: OCI-AML-2; IC50 >40 μM",,,,,,https://doi.org/10.1016/j.ejmech.2024.116524,,,,C17H14N4O,290.33,290.1168,2.70,-4.16,67.24,5,1,3,3,0,3,0,2,22,5,0,0
419,CC1=NN2C=CC(C3=CC=C4C(=O)N(C5CCC(=O)NC5=O)CC4=C3)=NC2=C1,LC-04-155,"3-[6-(2-methylpyrazolo[1,5-a]pyrimidin-5-yl)-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione","InChI=1S/C20H17N5O3/c1-11-8-17-21-15(6-7-25(17)23-11)12-2-3-14-13(9-12)10-24(20(14)28)16-4-5-18(26)22-19(16)27/h2-3,6-9,16H,4-5,10H2,1H3,(H,22,26,27)",DLUKFEPFIRIULR-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,CK1α,Assay: WB; DC50 = 90 nM; Dmax = 83%,G-loop_beta-hairpin,,,CRBN,Q96SW2,Cell: MOLM13; IC50 = 100+ nM; 72 h,,,,,,https://doi.org/10.1021/jacsau.4c00762,,,,C20H17N5O3,375.39,375.1331,1.47,-3.46,96.67,8,1,2,5,2,3,2,2,28,8,0,0
420,CC1=NN2C=CC(C3=CC=C4C(=O)N(C5CCC(=O)NC5=O)CC4=C3)=NC2=C1Cl,LC-04-162,"3-[6-(3-chloro-2-methylpyrazolo[1,5-a]pyrimidin-5-yl)-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione","InChI=1S/C20H16ClN5O3/c1-10-17(21)18-22-14(6-7-26(18)24-10)11-2-3-13-12(8-11)9-25(20(13)29)15-4-5-16(27)23-19(15)28/h2-3,6-8,15H,4-5,9H2,1H3,(H,23,27,28)",KXNAVMGMZGFFGH-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,CK1α,Assay: WB; DC50 = 12 nM; Dmax = 89%,G-loop_beta-hairpin,,,CRBN,Q96SW2,Cell: MOLM13; IC50 = 8 nM; 72 h,,,,,,https://doi.org/10.1021/jacsau.4c00762,,,,C20H16ClN5O3,409.83,409.0942,2.12,-4.12,96.67,8,1,2,5,2,3,2,2,29,9,0,0
421,CC1=NOC(C)=C1C1=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=CC=C1,52,"4-(3,5-dimethyl-1,2-oxazol-4-yl)-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C18H15N3O5/c1-8-14(9(2)26-20-8)10-4-3-5-11-15(10)18(25)21(17(11)24)12-6-7-13(22)19-16(12)23/h3-5,12H,6-7H2,1-2H3,(H,19,22,23)",GWTXEPYIJUYUBD-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Discovery,,,,,,,,0,,,,,,,CRBN,Q96SW2,,NanoBRET based ternary complex formation assay,,,,,https://doi.org/10.1038/s41557-023-01379-8,,,,C18H15N3O5,353.33,353.1012,1.36,-2.71,109.58,8,1,2,4,2,2,2,1,26,8,0,0
422,CC1=NOC(C)=C1C1=CC2=C(C=C1)C(=O)N(C1CCC(=O)NC1=O)C2=O,58,"5-(3,5-dimethyl-1,2-oxazol-4-yl)-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C18H15N3O5/c1-8-15(9(2)26-20-8)10-3-4-11-12(7-10)18(25)21(17(11)24)13-5-6-14(22)19-16(13)23/h3-4,7,13H,5-6H2,1-2H3,(H,19,22,23)",GQZPVHWKMSTKOI-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Discovery,,,,,,,,1,non-covalent,ZNF276;ZNF653;ZNF787;ZNF582;,U2OS cells stably expressing ZF degrons fused to eGFP,G-loop_beta-hairpin,ZNF827;ZFP91;PATZ1;ZKSC5;IKZF3Q147E;SALL4,U2OS cells stably expressing ZF degrons fused to eGFP,CRBN,Q96SW2,,NanoBRET based ternary complex formation assay,,,,,https://doi.org/10.1038/s41557-023-01379-8,,,,C18H15N3O5,353.33,353.1012,1.36,-2.71,109.58,8,1,2,4,2,2,2,1,26,8,0,0
