stereo_smiles,HOMO_eV,LUMO_eV,gap_eV,cov_crbn_label,electrophilicity_index_eV
N#CN1CC[C@@H](c2cc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)n[nH]2)C1,-10.22068698,-8.004091771,2.216595206,1,37.46089493740667
N#CN1CC[C@H](c2cc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)n[nH]2)C1,-10.55453439,-7.82288734,2.731647048,1,30.908973918276523
N#CN1CC[C@@H](c2cc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)n[nH]2)C1,-10.53360057,-7.828303969,2.705296596,1,31.1573543172555
N#CN1CC[C@H](c2cc(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)[nH]n2)C1,-10.5490364,-7.816916912,2.732119491,1,30.865070339136555
N#CN1CC[C@@H](c2cc(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)[nH]n2)C1,-10.50484509,-7.626670368,2.878174719,1,28.555585127743328
N#CN1CC[C@H](c2cc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)[nH]n2)C1,-10.50858757,-7.622464268,2.886123297,1,28.475484839295405
N#CN1CC[C@@H](c2cc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)[nH]n2)C1,-10.56549799,-7.555017518,3.010480471,1,27.26749811522598
CN1C(=O)CC[C@@H](N2C(=O)c3ccc(N)cc3C2=O)C1=O,-10.57101715,-8.747121724,1.823895424,0,51.1529450434037
N#CN1CC[C@H](c2cc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)[nH]n2)C1,-10.16620674,-7.998879715,2.167327021,1,38.06190329382975
N#CN1CC[C@@H](c2cc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)[nH]n2)C1,-10.19496452,-7.976028836,2.218935689,1,37.20083024269616
N#CN1CC[C@H](c2cc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)[nH]n2)C1,-10.16052101,-8.001171808,2.159349203,1,38.18825199244449
N#CN1CC[C@@H](c2cc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)[nH]n2)C1,-10.18134315,-7.974985397,2.206357755,1,37.35254012631863
N#CN1CC[C@H](c2ccccc2-c2nccc(C(=O)N[C@@H]3CCC(=O)NC3=O)n2)C1,-10.37246134,-8.32921318,2.043248158,1,42.793704289248794
N#CN1CC[C@@H](c2ccccc2-c2nccc(C(=O)N[C@@H]3CCC(=O)NC3=O)n2)C1,-10.14450496,-7.816507335,2.327997624,1,34.64328736157047
N#CN1CC[C@H](c2ccccc2-c2nccc(C(=O)N[C@H]3CCC(=O)NC3=O)n2)C1,-10.30017026,-7.846400835,2.453769429,1,33.550222630340045
N#CN1CC[C@@H](c2ccccc2-c2nccc(C(=O)N[C@H]3CCC(=O)NC3=O)n2)C1,-10.42686144,-8.460002117,1.966859326,1,45.34050939806951
N#CN1CC[C@H](c2ccnc(-c3cccnc3C(=O)N[C@@H]3CCC(=O)NC3=O)c2)C1,-10.4490872,-8.373597577,2.07548962,1,42.67588943835666
N#CN1CC[C@@H](c2ccnc(-c3cccnc3C(=O)N[C@@H]3CCC(=O)NC3=O)c2)C1,-10.34821549,-8.383002386,1.9652131,1,44.633648523687064
C[C@H]1CC(=O)N([C@@H]2CCC(=O)NC2=O)C1=O,-11.46092324,-7.974028581,3.486894656,0,27.081213339399433
Cc1nn2ncccc2c1C(=O)N[C@@H]1CCC(=O)NC1=O,-10.86629702,-8.006875627,2.859421392,0,31.142370862163304
N#CN1CC[C@H](c2ccnc(-c3cccnc3C(=O)N[C@H]3CCC(=O)NC3=O)c2)C1,-10.22026385,-7.894329533,2.325934317,1,35.26953566928985
N#CN1CC[C@@H](c2ccnc(-c3cccnc3C(=O)N[C@H]3CCC(=O)NC3=O)c2)C1,-10.22735488,-7.865783008,2.361571872,1,34.65505777270084
N#CN1CC[C@H](c2cccc(-c3cccnc3C(=O)N[C@@H]3CCC(=O)NC3=O)n2)C1,-10.23308308,-7.809733654,2.423349429,1,33.58401720785335
N#CN1CC[C@@H](c2cccc(-c3cccnc3C(=O)N[C@@H]3CCC(=O)NC3=O)n2)C1,-10.16142604,-7.907861827,2.253564209,1,36.22030855794815
N#CN1CC[C@H](c2cccc(-c3cccnc3C(=O)N[C@H]3CCC(=O)NC3=O)n2)C1,-10.11480779,-7.851871319,2.262936472,1,35.66180073986818
N#CN1CC[C@@H](c2cccc(-c3cccnc3C(=O)N[C@H]3CCC(=O)NC3=O)n2)C1,-10.14328167,-7.815531194,2.327750479,1,34.63848062687607
N#CN1CC[C@H](c2cc(-c3ccc4c(c3)C(=O)N([C@@H]3CCC(=O)NC3=O)C4)[nH]n2)C1,-10.33935957,-7.80473086,2.534628713,1,32.47102976498333
N#CN1CC[C@@H](c2cc(-c3ccc4c(c3)C(=O)N([C@@H]3CCC(=O)NC3=O)C4)[nH]n2)C1,-10.4720436,-7.920840159,2.551203445,1,33.150842363738455
N#CN1CC[C@H](c2cc(-c3ccc4c(c3)C(=O)N([C@H]3CCC(=O)NC3=O)C4)[nH]n2)C1,-10.16353935,-8.012714484,2.150824863,1,38.401104748387844
N#CN1CC[C@@H](c2cc(-c3ccc4c(c3)C(=O)N([C@H]3CCC(=O)NC3=O)C4)[nH]n2)C1,-10.26834255,-8.020697286,2.247645262,1,37.2043782639837
Cc1nn2ncccc2c1C(=O)N[C@H]1CCC(=O)NC1=O,-10.86624285,-8.006743341,2.859499504,0,31.14090483906557
N#CN1CC[C@H](c2c[nH]nc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.37355406,-7.78939233,2.584161729,1,31.914858294654177
N#CN1CC[C@@H](c2c[nH]nc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.17192599,-7.911928631,2.259997356,1,36.17546244968517
N#CN1CC[C@H](c2c[nH]nc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.15897781,-7.991498294,2.167479514,1,37.99802727937974
N#CN1CC[C@@H](c2c[nH]nc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.10568139,-8.004996002,2.100685384,1,39.03447871053258
N#CN1CC[C@H](c2n[nH]cc2-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)C1,-10.11855972,-8.006757185,2.111802537,1,38.8917887859653
N#CN1CC[C@@H](c2n[nH]cc2-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)C1,-10.34497159,-7.998781649,2.346189946,1,35.85528992090002
N#CN1CC[C@H](c2n[nH]cc2-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)C1,-10.3277623,-7.898345956,2.429416346,1,34.18424169105259
N#CN1CC[C@@H](c2n[nH]cc2-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)C1,-10.33210683,-7.90131265,2.430794179,1,34.1922805317903
N#CN1CC[C@H](c2cn[nH]c2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.34707124,-7.89323782,2.453833417,1,33.896848121324425
N#CN1CC[C@@H](c2cn[nH]c2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.14315582,-7.866314534,2.27684129,1,35.613046883870076
Cn1nc(C(=O)N[C@@H]2CCC(=O)NC2=O)c2ncccc21,-10.1653272,-8.140678554,2.024648642,0,41.37876564281927
N#CN1CC[C@H](c2cn[nH]c2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.15275311,-7.904202129,2.248550985,1,36.251527614710675
N#CN1CC[C@@H](c2cn[nH]c2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.14751942,-7.944394304,2.203125113,1,37.142391535693456
N#CN1CC[C@H](c2n[nH]cc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.40903362,-7.94155839,2.467475234,1,34.11829858283755
N#CN1CC[C@@H](c2n[nH]cc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.47953997,-7.905266063,2.574273909,1,32.8248959531207
N#CN1CC[C@H](c2n[nH]cc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.34502451,-7.993997766,2.351026745,1,35.76307019421256
N#CN1CC[C@@H](c2n[nH]cc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.15622908,-7.907579791,2.248649293,1,36.27746575953255
N#CN1CC[C@H](c2[nH]ncc2-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)C1,-10.14834586,-7.909122736,2.239223126,1,36.404609293893806
N#CN1CC[C@@H](c2[nH]ncc2-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)C1,-10.22811593,-7.905905726,2.3222102,1,35.401913812569276
N#CN1CC[C@H](c2[nH]ncc2-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)C1,-10.61560915,-7.869010483,2.746598668,1,31.10039036259093
N#CN1CC[C@@H](c2[nH]ncc2-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)C1,-10.47236961,-7.774614269,2.697755337,1,30.854579000735182
Cn1nc(C(=O)N[C@H]2CCC(=O)NC2=O)c2ncccc21,-10.15903347,-8.131822418,2.027211051,0,41.25808816878637
N#CN1CC[C@H](c2cn[nH]c2-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)C1,-10.47297208,-7.780994067,2.69197801,1,30.944465264764734
N#CN1CC[C@@H](c2cn[nH]c2-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)C1,-10.46908808,-7.919759788,2.549328291,1,33.160668940347165
N#CN1CC[C@H](c2cn[nH]c2-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)C1,-10.22349237,-8.027566316,2.195926054,1,37.922627512098366
N#CN1CC[C@@H](c2cn[nH]c2-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)C1,-10.22598666,-8.028326317,2.197660344,1,37.90621503136503
N#CN1CC[C@H](c2[nH]ncc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.1526309,-8.062464175,2.090166724,1,39.684596063745545
N#CN1CC[C@@H](c2[nH]ncc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.5595598,-7.888148187,2.671411609,1,31.848136845244166
N#CN1CC[C@H](c2[nH]ncc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.58538893,-7.873668336,2.711720597,1,31.41333914770087
N#CN1CC[C@@H](c2[nH]ncc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.61969672,-7.918516217,2.701180508,1,31.806957909674264
N#CN1CC[C@H](c2cnccc2-c2ccc(C(=O)N[C@@H]3CCC(=O)NC3=O)cn2)C1,-10.29005059,-8.108516782,2.181533803,1,38.7923488598383
N#CN1CC[C@@H](c2cnccc2-c2ccc(C(=O)N[C@@H]3CCC(=O)NC3=O)cn2)C1,-10.25905515,-8.294259047,1.964796103,1,43.799133554750554
COc1ccc(-c2cn([C@@H]3CCC(=O)NC3=O)nn2)nc1,-10.16555709,-8.02023757,2.145319517,0,38.5400781556033
N#CN1CC[C@H](c2cnccc2-c2ccc(C(=O)N[C@H]3CCC(=O)NC3=O)cn2)C1,-10.38019552,-8.23213806,2.148057462,1,40.31770185638492
N#CN1CC[C@@H](c2cnccc2-c2ccc(C(=O)N[C@H]3CCC(=O)NC3=O)cn2)C1,-10.3372274,-8.009287507,2.327939898,1,36.14726152530305
N#CN1CC[C@H](c2cccc(-c3ncc(C(=O)N[C@@H]4CCC(=O)NC4=O)cn3)c2)C1,-10.34699203,-7.983862382,2.363129643,1,35.5482214517187
N#CN1CC[C@@H](c2cccc(-c3ncc(C(=O)N[C@@H]4CCC(=O)NC4=O)cn3)c2)C1,-10.30259029,-8.094752465,2.207837823,1,38.3250772451495
N#CN1CC[C@H](c2cccc(-c3ncc(C(=O)N[C@H]4CCC(=O)NC4=O)cn3)c2)C1,-10.2202275,-8.199038439,2.021189057,1,41.96408007412905
N#CN1CC[C@@H](c2cccc(-c3ncc(C(=O)N[C@H]4CCC(=O)NC4=O)cn3)c2)C1,-10.23634436,-8.230387384,2.005956976,1,42.50093414078007
N#CN1CC[C@H](c2cccc(-c3cnc(C(=O)N[C@@H]4CCC(=O)NC4=O)nc3)c2)C1,-10.22442808,-8.221059617,2.00336846,1,42.45799302193495
N#CN1CC[C@@H](c2cccc(-c3cnc(C(=O)N[C@@H]4CCC(=O)NC4=O)nc3)c2)C1,-10.22250615,-8.306186309,1.916319841,1,44.787988530799154
N#CN1CC[C@H](c2cccc(-c3cnc(C(=O)N[C@H]4CCC(=O)NC4=O)nc3)c2)C1,-10.37864588,-8.242369009,2.136276867,1,40.577862454609416
N#CN1CC[C@@H](c2cccc(-c3cnc(C(=O)N[C@H]4CCC(=O)NC4=O)nc3)c2)C1,-10.37762642,-8.257909528,2.119716893,1,40.95867721959041
COc1ccc(-c2cn([C@H]3CCC(=O)NC3=O)nn2)nc1,-10.16550427,-8.020086557,2.145417717,0,38.53745020218206
N#CN1CC[C@H](c2ccc(-c3nccc(C(=O)N[C@@H]4CCC(=O)NC4=O)n3)cc2)C1,-10.37671605,-8.249715846,2.127000203,1,40.77855336908095
N#CN1CC[C@@H](c2ccc(-c3nccc(C(=O)N[C@@H]4CCC(=O)NC4=O)n3)cc2)C1,-10.38294668,-8.268269226,2.114677455,1,41.12540353964138
N#CN1CC[C@H](c2ccc(-c3nccc(C(=O)N[C@H]4CCC(=O)NC4=O)n3)cc2)C1,-10.26823796,-8.302775196,1.965462767,1,43.86785334106574
N#CN1CC[C@@H](c2ccc(-c3nccc(C(=O)N[C@H]4CCC(=O)NC4=O)n3)cc2)C1,-10.25973198,-8.299202314,1.960529669,1,43.921044345211754
N#CN1CC[C@H](c2cccc(-c3nccc(C(=O)N[C@@H]4CCC(=O)NC4=O)n3)c2)C1,-10.25886594,-8.295868334,1.962997611,1,43.84597337886804
N#CN1CC[C@@H](c2cccc(-c3nccc(C(=O)N[C@@H]4CCC(=O)NC4=O)n3)c2)C1,-10.3599365,-8.303392491,2.056544007,1,42.342863542027416
N#CN1CC[C@H](c2cccc(-c3nccc(C(=O)N[C@H]4CCC(=O)NC4=O)n3)c2)C1,-10.30253245,-8.168871455,2.133660996,1,39.97738662108078
N#CN1CC[C@@H](c2cccc(-c3nccc(C(=O)N[C@H]4CCC(=O)NC4=O)n3)c2)C1,-10.33695011,-8.229932513,2.107017597,1,40.90249778016677
N#CN1CC[C@H](c2ccccc2-c2cnc(C(=O)N[C@@H]3CCC(=O)NC3=O)nc2)C1,-10.3755639,-8.246234148,2.129329747,1,40.713675633032025
N#CN1CC[C@@H](c2ccccc2-c2cnc(C(=O)N[C@@H]3CCC(=O)NC3=O)nc2)C1,-10.37670306,-8.271488158,2.105214904,1,41.29685703848365
Cc1cc2c(C(=O)N[C@@H]3CCC(=O)NC3=O)nccn2n1,-10.54763165,-8.139585703,2.408045944,0,36.25471653358375
N#CN1CC[C@H](c2ccccc2-c2cnc(C(=O)N[C@H]3CCC(=O)NC3=O)nc2)C1,-10.37898304,-8.270046082,2.108936958,1,41.227677038177745
N#CN1CC[C@@H](c2ccccc2-c2cnc(C(=O)N[C@H]3CCC(=O)NC3=O)nc2)C1,-10.220527,-8.197866062,2.022660933,1,41.92956879865857
O=C1CCN(c2cccc(-c3cc4c(OS(=O)(=O)F)nccc4o3)c2)C(=O)N1,-10.97542123,-8.128923418,2.846497816,1,32.054827372258764
O=C1CCN(c2cccc(-c3cc4cnc(OS(=O)(=O)F)cc4o3)c2)C(=O)N1,-10.87444368,-8.018712678,2.855731006,1,31.248685224367012
O=C1CCN(c2cccc(-c3cc4cncc(OS(=O)(=O)F)c4o3)c2)C(=O)N1,-10.97951622,-8.194279827,2.785236391,1,32.9984966482467
O=C1CC[C@H](n2cc(-c3cccc4c(OS(=O)(=O)F)ccnc34)nn2)C(=O)N1,-10.76643808,-8.564780131,2.201657944,1,42.4334759334098
O=C1CC[C@@H](n2cc(-c3cccc4c(OS(=O)(=O)F)ccnc34)nn2)C(=O)N1,-10.75416856,-8.480111818,2.27405674,1,40.671538131840535
O=C1CC[C@H](n2cc(-c3cc(OS(=O)(=O)F)c4cccnc4c3)nn2)C(=O)N1,-10.61569016,-8.456382867,2.159307297,1,42.11350210002336
O=C1CC[C@@H](n2cc(-c3cc(OS(=O)(=O)F)c4cccnc4c3)nn2)C(=O)N1,-10.49687023,-8.420213415,2.076656818,1,43.08078861780503
O=C1CC[C@H](n2cc(-c3ccc4cc(OS(=O)(=O)F)cnc4c3)nn2)C(=O)N1,-10.75393796,-8.487008112,2.266929847,1,40.82768664362777
Cc1cc2c(C(=O)N[C@H]3CCC(=O)NC3=O)nccn2n1,-10.54967939,-8.14032184,2.409357552,0,36.24577697978402
O=C1CC[C@@H](n2cc(-c3ccc4cc(OS(=O)(=O)F)cnc4c3)nn2)C(=O)N1,-10.6066563,-8.465423079,2.141233219,1,42.46900905179693
O=C1CC[C@H](n2cc(-c3cncc4c(OS(=O)(=O)F)cccc34)nn2)C(=O)N1,-10.622046,-8.480896132,2.141149864,1,42.60822703657102
O=C1CC[C@@H](n2cc(-c3cncc4c(OS(=O)(=O)F)cccc34)nn2)C(=O)N1,-10.62815481,-8.486794132,2.141360677,1,42.6576051596266
O=C1CC[C@H](n2cc(-c3cc(OS(=O)(=O)F)cc4cccnc34)nn2)C(=O)N1,-10.76583104,-8.564993754,2.200837288,1,42.447570891974685
O=C1CC[C@@H](n2cc(-c3cc(OS(=O)(=O)F)cc4cccnc34)nn2)C(=O)N1,-10.49685145,-8.423698698,2.073152747,1,43.16942135848599
O=C1CC[C@H](n2cc(-c3cncc4ccc(OS(=O)(=O)F)cc34)nn2)C(=O)N1,-10.60717195,-8.411150152,2.196021798,1,41.17634168122015
O=C1CC[C@@H](n2cc(-c3cncc4ccc(OS(=O)(=O)F)cc34)nn2)C(=O)N1,-10.60752298,-8.441452713,2.166070265,1,41.880390587479965
O=C1CC[C@H](n2cc(-c3cncc4cc(OS(=O)(=O)F)ccc34)nn2)C(=O)N1,-10.61400707,-8.45327868,2.160728385,1,42.06467925307431
O=C1CC[C@@H](n2cc(-c3cncc4cc(OS(=O)(=O)F)ccc34)nn2)C(=O)N1,-10.88335994,-8.416841283,2.466518658,1,37.755417543682206
O=C1CC[C@H](n2cc(-c3ccc4ccc(OS(=O)(=O)F)nc4c3)nn2)C(=O)N1,-10.79213147,-8.533767925,2.258363543,1,41.34524627172275
Cc1nc(C(=O)N[C@@H]2CCC(=O)NC2=O)c2cc[nH]c2n1,-10.25362361,-8.153042905,2.100580704,0,40.32282258297158
O=C1CC[C@@H](n2cc(-c3ccc4ccc(OS(=O)(=O)F)nc4c3)nn2)C(=O)N1,-10.58769209,-8.43511633,2.152575763,1,42.02723620743735
O=C1CC[C@H](n2cc(-c3cccc4cc(OS(=O)(=O)F)cnc34)nn2)C(=O)N1,-10.90576676,-8.424463522,2.481303242,1,37.64733350910097
O=C1CC[C@@H](n2cc(-c3cccc4cc(OS(=O)(=O)F)cnc34)nn2)C(=O)N1,-10.81890043,-8.555945181,2.262955245,1,41.47062157763596
O=C1CC[C@H](NC(=O)c2c3c(nc4c(S(=O)(=O)F)cccc24)CCC3)C(=O)N1,-10.70399054,-8.651465888,2.052524656,1,45.630839615137674
O=C1CC[C@@H](NC(=O)c2c3c(nc4c(S(=O)(=O)F)cccc24)CCC3)C(=O)N1,-10.61399849,-8.704096201,1.909902293,1,48.84919818388353
O=C1CC[C@H](NC(=O)c2c3c(nc4cc(S(=O)(=O)F)ccc24)CCC3)C(=O)N1,-10.61360024,-8.704221596,1.909378645,1,48.86121480732262
O=C1CC[C@@H](NC(=O)c2c3c(nc4cc(S(=O)(=O)F)ccc24)CCC3)C(=O)N1,-10.7034427,-8.651079539,2.052363164,1,45.630025142561166
O=C1CC[C@H](N2Cc3cccc(CNC(=O)C(=O)c4ccccc4)c3C2=O)C(=O)N1,-10.2492124,-8.136756053,2.112456346,0,40.00601439584862
O=C1CC[C@@H](N2Cc3cccc(CNC(=O)C(=O)c4ccccc4)c3C2=O)C(=O)N1,-10.23290734,-8.121596936,2.111310403,0,39.89084536539631
N#CN1CC[C@H](c2ocnc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.40304944,-7.910643277,2.492406165,1,33.64132074884943
Cc1nc(C(=O)N[C@H]2CCC(=O)NC2=O)c2cc[nH]c2n1,-10.25370464,-8.153236629,2.100468015,0,40.3261897421008
N#CN1CC[C@@H](c2ocnc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.47466424,-7.924084408,2.550579835,1,33.180097635748155
N#CN1CC[C@H](c2ocnc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.50267844,-7.92555297,2.577125472,1,32.94365336400961
N#CN1CC[C@@H](c2ocnc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.4561661,-7.963763187,2.492402911,1,34.03279957672947
N#CN1CC[C@H](c2nc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)co2)C1,-10.47036314,-7.951122826,2.519240317,1,33.67594021356071
N#CN1CC[C@@H](c2nc(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)co2)C1,-10.39073013,-7.905018017,2.485712114,1,33.665845531061954
N#CN1CC[C@H](c2nc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)co2)C1,-10.39188183,-7.918823411,2.473058414,1,33.89344996106357
N#CN1CC[C@@H](c2nc(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)co2)C1,-10.40716416,-7.91413052,2.493033639,1,33.66078113631466
N#CN1CC[C@H](c2cn(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)C1,-10.37045312,-8.111461018,2.258992098,1,37.80238435836312
N#CN1CC[C@@H](c2cn(-c3cccc4c3CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)C1,-10.39551818,-8.019313976,2.376204201,1,35.67728345810331
N#CN1CC[C@H](c2cn(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)nn2)C1,-10.45770612,-7.980318621,2.477387499,1,34.30637682709644
C[C@@H]1CC(=O)N([C@H]2CCC(=O)NC2=O)C1=O,-11.46096132,-7.973787838,3.487173477,0,27.078483284929913
COc1cccnc1-c1cn([C@@H]2CCC(=O)NC2=O)nn1,-10.68273129,-8.136813071,2.545918222,0,34.77873394509673
N#CN1CC[C@@H](c2cn(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)nn2)C1,-10.44693463,-7.984674831,2.462259801,1,34.49313382617588
N#CN1CC[C@H](c2cn(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)C1,-10.31451331,-8.156545902,2.15796741,1,39.52562337505482
N#CN1CC[C@@H](c2cn(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)C1,-10.3827902,-8.108357118,2.27443308,1,37.583269886311484
N#CN1CC[C@H](c2cn(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)nn2)C1,-10.34276197,-8.126301589,2.216460386,1,38.47421669488634
N#CN1CC[C@@H](c2cn(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)nn2)C1,-10.44730133,-7.982950782,2.46435055,1,34.45879411432359
N#CN1CC[C@H](c2cn(-c3ccc4c(c3)C(=O)N([C@@H]3CCC(=O)NC3=O)C4)nn2)C1,-10.34530228,-8.039027423,2.306274862,1,36.63739134019664
N#CN1CC[C@@H](c2cn(-c3ccc4c(c3)C(=O)N([C@@H]3CCC(=O)NC3=O)C4)nn2)C1,-10.53985826,-8.133780146,2.406078117,1,36.23165524575925
N#CN1CC[C@H](c2cn(-c3ccc4c(c3)C(=O)N([C@H]3CCC(=O)NC3=O)C4)nn2)C1,-10.4246706,-8.017508804,2.4071618,1,35.32313253406168
N#CN1CC[C@@H](c2cn(-c3ccc4c(c3)C(=O)N([C@H]3CCC(=O)NC3=O)C4)nn2)C1,-10.24110343,-8.060839907,2.180263521,1,38.408330768787685
N#CN1CC[C@H](c2cnnn2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.30619691,-8.045677082,2.26051983,1,37.24710512916028
COc1cccnc1-c1cn([C@H]2CCC(=O)NC2=O)nn1,-10.68247632,-8.137008227,2.545468093,0,34.78466294556416
N#CN1CC[C@@H](c2cnnn2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.18028847,-8.089642874,2.090645599,1,39.91475067248756
N#CN1CC[C@H](c2cnnn2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.62656743,-8.124620376,2.501947057,1,35.13334176598076
N#CN1CC[C@@H](c2cnnn2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.5801171,-8.152593441,2.427523658,1,36.13913741442233
N#CN1CC[C@H](c2cnnn2-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)C1,-10.73719411,-8.112112757,2.625081355,1,33.83670078353948
N#CN1CC[C@@H](c2cnnn2-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)C1,-10.67725767,-7.996780965,2.680476707,1,32.524039290362
N#CN1CC[C@H](c2cnnn2-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)C1,-10.67123786,-7.998258405,2.672979458,1,32.59939856118873
N#CN1CC[C@@H](c2cnnn2-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)C1,-10.58629566,-8.013972412,2.572323247,1,33.62427066211
N#CN1CC[C@H](c2n[nH]nc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.78944531,-7.938412012,2.851033297,1,30.75487054485188
N#CN1CC[C@@H](c2n[nH]nc2-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)C1,-10.3776685,-7.940456574,2.437211928,1,34.41983259351457
N#CN1CC[C@H](c2n[nH]nc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.1498825,-8.075809772,2.074072728,1,40.039080393525204
O=C1CC[C@H](n2cc(Cn3ccccc3=O)nn2)C(=O)N1,-10.49727896,-8.259259002,2.238019953,0,39.29899238033593
N#CN1CC[C@@H](c2n[nH]nc2-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)C1,-10.36207857,-7.946058452,2.416020116,1,34.68388766680358
N#CN1CC[C@H](c2n[nH]c(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)n2)C1,-10.36359663,-7.951356586,2.412240046,1,34.764109801229615
N#CN1CC[C@@H](c2n[nH]c(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)n2)C1,-10.36758573,-7.950004772,2.417580962,1,34.69729939482381
