molecule_id,filename,avg_homo_ev,avg_lumo_ev,avg_gap_ev,gm_uma_energy_ev,num_conformers
4173,ligand_4173.sdf,-11.16713402,-8.07571878,3.091415242,-42478.72229,4
4174,ligand_4174.sdf,-11.16665401,-8.061206211,3.105447795,-42478.74203,6
4175,ligand_4175.sdf,-11.16682886,-8.081915114,3.084913747,-42478.71799,5
4176,ligand_4176.sdf,-10.15536639,-8.016231177,2.139135216,-34259.95121,11
4177,ligand_4177.sdf,-10.15106439,-8.010464524,2.140599869,-34259.95399,15
4178,ligand_4178.sdf,-10.32905704,-7.87936721,2.449689832,-34259.9475,10
4179,ligand_4179.sdf,-10.15495169,-8.016948921,2.138002766,-34259.94795,11
418,ligand_418.sdf,-10.13188756,-7.789984236,2.341903327,-24306.93725,3
4180,ligand_4180.sdf,-10.48478123,-7.834888229,2.649892998,-42373.79361,7
4181,ligand_4181.sdf,-10.19366812,-8.084847656,2.108820464,-33018.23916,4
4182,ligand_4182.sdf,-10.19346315,-8.084690295,2.108772859,-33018.23784,4
4183,ligand_4183.sdf,-11.03136206,-8.110171306,2.921190754,-33020.22921,4
4184,ligand_4184.sdf,-11.05909492,-8.121105586,2.937989331,-33020.22439,5
4185,ligand_4185.sdf,-10.81769254,-8.567755802,2.249936741,-33018.79117,4
4186,ligand_4186.sdf,-10.81776847,-8.567616357,2.250152115,-33018.79023,4
4187,ligand_4187.sdf,-10.61800338,-8.163590232,2.454413149,-32799.61584,4
4188,ligand_4188.sdf,-10.61814829,-8.163373693,2.454774598,-32799.61399,6
4189,ligand_4189.sdf,-10.62197026,-7.444381309,3.177588949,-32473.65334,15
419,ligand_419.sdf,-10.24909285,-7.774390814,2.474702039,-24306.99708,3
4190,ligand_4190.sdf,-11.07181924,-7.341201709,3.730617532,-41533.42462,9
4191,ligand_4191.sdf,-11.14511915,-7.326020229,3.819098921,-41533.34049,8
4192,ligand_4192.sdf,-11.15059999,-7.316403316,3.834196679,-41533.33768,8
4193,ligand_4193.sdf,-11.1137708,-7.317774584,3.795996221,-41533.41594,10
4194,ligand_4194.sdf,-11.13262625,-7.290077122,3.842549126,-41533.34489,9
4195,ligand_4195.sdf,-11.13583266,-7.288695145,3.847137514,-41533.34456,8
4196,ligand_4196.sdf,-10.98885257,-7.896748832,3.092103736,-32178.60093,11
4197,ligand_4197.sdf,-11.02036803,-7.892879325,3.127488702,-32178.6125,9
4198,ligand_4198.sdf,-10.9772737,-7.884863895,3.092409801,-32178.62075,10
4199,ligand_4199.sdf,-10.98774241,-7.899205153,3.088537253,-32178.59643,10
42,ligand_42.sdf,-10.10722534,-7.551621191,2.555604152,-18678.45958,4
420,ligand_420.sdf,-10.13123475,-7.789053432,2.342181321,-24306.93918,3
4200,ligand_4200.sdf,-11.09872761,-8.571932354,2.526795255,-32177.20501,23
4201,ligand_4201.sdf,-11.09240156,-8.565570083,2.526831475,-32177.20208,25
4202,ligand_4202.sdf,-10.20046068,-7.878679239,2.321781446,-32177.23997,14
4203,ligand_4203.sdf,-10.20316269,-7.852211121,2.350951573,-32177.24177,13
4204,ligand_4204.sdf,-10.50928839,-7.774652119,2.734636271,-32072.99344,9
4205,ligand_4205.sdf,-10.50710869,-7.775388792,2.731719901,-32072.99722,11
4206,ligand_4206.sdf,-10.33849608,-7.78735367,2.551142407,-32073.7864,31
4207,ligand_4207.sdf,-10.67154384,-7.847433212,2.824110625,-32072.70265,14
4208,ligand_4208.sdf,-10.69644407,-7.847629256,2.848814814,-32072.71892,18
4209,ligand_4209.sdf,-10.44492484,-7.832086216,2.612838627,-32073.30649,8
421,ligand_421.sdf,-10.20480028,-7.9211,2.283700278,-24306.09656,2
4210,ligand_4210.sdf,-10.44472408,-7.832314711,2.612409366,-32073.30756,9
4211,ligand_4211.sdf,-10.11131792,-8.398287765,1.713030157,-32073.73357,8
4212,ligand_4212.sdf,-10.09138893,-8.387374099,1.704014833,-32073.72061,10
4213,ligand_4213.sdf,-10.15085512,-7.806972961,2.343882161,-32073.05512,15
4214,ligand_4214.sdf,-10.15882186,-7.827923711,2.330898147,-32073.06461,18
4215,ligand_4215.sdf,-10.36738316,-7.879310037,2.488073124,-32073.36954,8
4216,ligand_4216.sdf,-10.3472014,-7.869224303,2.477977094,-32073.38359,10
4217,ligand_4217.sdf,-10.16893219,-8.148816677,2.020115512,-32073.11149,6
4218,ligand_4218.sdf,-10.16913295,-8.148748468,2.020384483,-32073.11151,6
4219,ligand_4219.sdf,-10.53475499,-7.828913447,2.70584154,-32073.34522,15
4220,ligand_4220.sdf,-10.53564829,-7.831889629,2.703758664,-32073.34569,16
4221,ligand_4221.sdf,-9.833011417,-8.471376409,1.361635008,-32073.66985,9
4222,ligand_4222.sdf,-9.879571449,-8.468157809,1.41141364,-32073.68873,9
4223,ligand_4223.sdf,-10.29509433,-7.994544079,2.300550251,-39863.46339,4
4224,ligand_4224.sdf,-10.29495413,-7.994652376,2.300301751,-39863.46294,4
4225,ligand_4225.sdf,-10.50087727,-8.178711567,2.322165705,-31126.66544,39
4226,ligand_4226.sdf,-10.55259451,-8.219363358,2.333231148,-31126.62031,41
4227,ligand_4227.sdf,-10.48741808,-8.256809314,2.230608769,-31126.58241,42
4228,ligand_4228.sdf,-10.40657043,-8.183113262,2.223457164,-31126.6343,41
4229,ligand_4229.sdf,-10.5308444,-8.283672838,2.24717156,-31126.56765,9
423,ligand_423.sdf,-10.31781156,-7.855433915,2.462377643,-24307.18629,4
4230,ligand_4230.sdf,-10.46944138,-8.182523937,2.286917443,-31126.57422,6
4231,ligand_4231.sdf,-10.46903539,-8.180799279,2.288236113,-31126.5757,6
4232,ligand_4232.sdf,-10.53734467,-8.266932677,2.270411992,-31126.56793,7
4233,ligand_4233.sdf,-10.62625548,-7.913878997,2.712376488,-38918.22738,6
4234,ligand_4234.sdf,-10.62592178,-7.913525389,2.712396389,-38918.22785,5
4235,ligand_4235.sdf,-10.13851215,-7.696538222,2.441973928,-38811.9783,14
4236,ligand_4236.sdf,-9.750817703,-7.463878023,2.286939679,-30286.13943,10
4237,ligand_4237.sdf,-9.740409577,-7.457352909,2.283056668,-30285.83525,8
4238,ligand_4238.sdf,-9.747865219,-7.45703771,2.290827509,-30285.83909,8
4239,ligand_4239.sdf,-9.78602405,-7.484886887,2.301137163,-30286.17095,26
424,ligand_424.sdf,-10.31808988,-7.853462717,2.464627164,-24307.18803,4
4240,ligand_4240.sdf,-9.753122693,-7.465632786,2.287489907,-30285.83117,8
4241,ligand_4241.sdf,-9.67200665,-7.446100794,2.225905856,-30286.20194,17
4242,ligand_4242.sdf,-9.773842708,-7.486242566,2.287600142,-30286.2025,18
4243,ligand_4243.sdf,-9.75526027,-7.469964292,2.285295978,-30285.83203,9
4244,ligand_4244.sdf,-10.09523624,-7.772131491,2.323104751,-49187.07525,8
4245,ligand_4245.sdf,-10.09519632,-7.770184434,2.325011882,-49187.07498,8
4246,ligand_4246.sdf,-10.59715309,-7.189240349,3.407912743,-39611.05979,10
4247,ligand_4247.sdf,-10.6791599,-7.272291061,3.406868841,-39611.09965,11
4248,ligand_4248.sdf,-10.66576473,-7.268390025,3.397374704,-39611.09545,12
4249,ligand_4249.sdf,-10.66833566,-7.305608301,3.362727356,-39611.11557,10
425,ligand_425.sdf,-11.0347167,-7.643468234,3.391248464,-24306.42352,6
4250,ligand_4250.sdf,-10.76455628,-8.304499842,2.460056438,-58615.58474,2
4251,ligand_4251.sdf,-10.76455568,-8.30400112,2.460554562,-58615.58267,2
4252,ligand_4252.sdf,-10.70967594,-7.99629624,2.713379696,-35528.18827,5
4253,ligand_4253.sdf,-10.68800522,-7.993938867,2.694066355,-35528.17232,3
4254,ligand_4254.sdf,-11.25988554,-8.678814136,2.581071399,-42913.30177,7
4255,ligand_4255.sdf,-11.47644423,-8.569440182,2.907004052,-42913.51688,5
4256,ligand_4256.sdf,-11.31636088,-8.719045967,2.597314912,-42913.30418,7
4257,ligand_4257.sdf,-11.47774169,-8.568396578,2.909345117,-42913.51551,7
4258,ligand_4258.sdf,-11.10092065,-8.177659917,2.923260732,-42916.1476,7
4259,ligand_4259.sdf,-11.10080433,-8.174690923,2.926113402,-42916.14378,7
426,ligand_426.sdf,-11.03428945,-7.644049444,3.390240005,-24306.42294,6
4260,ligand_4260.sdf,-11.43499103,-8.554357268,2.88063376,-42913.47493,10
4261,ligand_4261.sdf,-11.46501432,-8.60131706,2.863697258,-42913.47836,9
4262,ligand_4262.sdf,-11.10297421,-8.50638769,2.596586525,-42915.46785,4
4263,ligand_4263.sdf,-11.10723214,-8.567473935,2.539758201,-42915.29645,6
4264,ligand_4264.sdf,-11.06352299,-8.5242303,2.539292687,-42915.25389,5
4265,ligand_4265.sdf,-11.10287832,-8.505744993,2.597133328,-42915.46673,5
4266,ligand_4266.sdf,-10.9355488,-8.133314913,2.80223389,-42916.06117,5
4267,ligand_4267.sdf,-10.94003313,-8.148792671,2.791240459,-42916.06183,4
4268,ligand_4268.sdf,-10.61956922,-8.137214447,2.482354778,-33235.42729,8
4269,ligand_4269.sdf,-10.61924361,-8.13685359,2.482390018,-33235.42427,8
427,ligand_427.sdf,-9.486132299,-7.162135113,2.323997186,-24201.82341,4
4270,ligand_4270.sdf,-10.57871814,-7.862389585,2.716328551,-32613.13833,10
4271,ligand_4271.sdf,-10.58397365,-7.867239641,2.716734005,-32613.13532,9
4272,ligand_4272.sdf,-10.51899336,-7.875026057,2.643967303,-32613.28609,15
4273,ligand_4273.sdf,-10.54511476,-7.883981788,2.661132975,-32613.28744,17
4274,ligand_4274.sdf,-10.38449477,-8.507834954,1.876659814,-32614.5657,8
4275,ligand_4275.sdf,-10.38667867,-8.509365733,1.87731294,-32614.56808,6
4276,ligand_4276.sdf,-10.55797321,-7.809196962,2.748776247,-32613.35836,18
4277,ligand_4277.sdf,-10.59210012,-7.840419757,2.751680363,-32613.33612,14
4278,ligand_4278.sdf,-10.19425582,-8.584477653,1.609778171,-32614.54496,8
4279,ligand_4279.sdf,-10.19902315,-8.588437876,1.610585278,-32614.56,8
428,ligand_428.sdf,-9.658682721,-7.14643003,2.51225269,-24201.97472,4
4280,ligand_4280.sdf,-10.59556515,-8.654490836,1.94107431,-32614.87937,15
4281,ligand_4281.sdf,-10.59987479,-8.649106901,1.950767891,-32614.87711,16
4282,ligand_4282.sdf,-10.61095402,-8.659251995,1.951702022,-32614.86874,14
4283,ligand_4283.sdf,-10.59258038,-8.651782387,1.940797995,-32614.87771,14
4284,ligand_4284.sdf,-10.64559129,-7.971541894,2.674049398,-32613.28937,10
4285,ligand_4285.sdf,-10.64715796,-7.971016864,2.676141101,-32613.28705,10
4286,ligand_4286.sdf,-10.75127355,-8.04080753,2.710466017,-41348.14878,13
4287,ligand_4287.sdf,-10.7920451,-7.96616345,2.825881647,-41348.21724,13
4288,ligand_4288.sdf,-11.18957534,-8.180790938,3.008784397,-49656.24413,10
4289,ligand_4289.sdf,-11.21077771,-8.344191004,2.866586711,-49656.28724,9
429,ligand_429.sdf,-10.8743,-9.4307,1.4436,-25688.66992,1
4290,ligand_4290.sdf,-11.09255028,-8.581468302,2.511081975,-49656.19999,7
4291,ligand_4291.sdf,-11.19337157,-8.185896071,3.007475499,-49656.24205,11
4292,ligand_4292.sdf,-10.81423313,-8.258459844,2.555773289,-49655.8446,8
4293,ligand_4293.sdf,-11.0587446,-8.367856531,2.690888069,-49656.06475,7
4294,ligand_4294.sdf,-10.95661601,-8.178282509,2.778333505,-49656.17384,7
4295,ligand_4295.sdf,-10.80857776,-8.253696901,2.554880861,-49655.84102,12
4296,ligand_4296.sdf,-11.21046331,-8.343370478,2.867092833,-49656.286,9
4297,ligand_4297.sdf,-11.03608691,-8.150119962,2.885966945,-49656.06019,8
4298,ligand_4298.sdf,-11.10600245,-8.584051962,2.521950493,-49656.19637,6
4299,ligand_4299.sdf,-10.97875953,-8.296480769,2.682278759,-49656.17153,7
43,ligand_43.sdf,-10.10773419,-7.552101275,2.555632914,-18678.46148,4
430,ligand_430.sdf,-10.8747,-9.4313,1.4434,-25688.66577,1
4300,ligand_4300.sdf,-10.58537675,-7.04700938,3.538367367,-32185.46053,14
4301,ligand_4301.sdf,-10.62162521,-7.204303348,3.417321863,-32185.51834,14
4302,ligand_4302.sdf,-10.3664958,-7.619454811,2.747040994,-31668.02847,6
4304,ligand_4304.sdf,-10.34156079,-7.606075112,2.735485678,-31668.02928,4
4306,ligand_4306.sdf,-10.57888525,-7.90679995,2.672085296,-31669.54774,27
4307,ligand_4307.sdf,-10.57974448,-7.905081087,2.674663391,-31669.54917,25
4308,ligand_4308.sdf,-10.61126071,-7.787347337,2.823913373,-31670.03695,14
4309,ligand_4309.sdf,-10.60875635,-7.794001878,2.814754472,-31670.04458,15
431,ligand_431.sdf,-10.64304171,-7.821257902,2.821783807,-24847.87227,3
4310,ligand_4310.sdf,-10.68184191,-7.928662285,2.753179622,-31669.98114,13
4311,ligand_4311.sdf,-10.67836902,-7.915512126,2.762856899,-31669.99789,11
4312,ligand_4312.sdf,-10.67801267,-7.908352331,2.769660336,-31670.00512,11
4313,ligand_4313.sdf,-10.67885487,-7.917374197,2.761480677,-31670.00601,13
4314,ligand_4314.sdf,-10.59332038,-7.921690637,2.671629738,-31669.60413,14
4315,ligand_4315.sdf,-10.57880579,-7.905570293,2.673235498,-31669.59578,12
4316,ligand_4316.sdf,-10.66918319,-7.382103755,3.287079436,-31667.95924,10
4317,ligand_4317.sdf,-10.55000599,-7.950277092,2.599728899,-31669.96833,13
4318,ligand_4318.sdf,-10.62709705,-7.941532308,2.685564744,-31669.93131,21
4319,ligand_4319.sdf,-10.53323695,-7.956183897,2.577053052,-31669.97739,12
432,ligand_432.sdf,-10.64541364,-7.824073064,2.821340571,-24847.87005,3
4320,ligand_4320.sdf,-10.63549018,-7.935335685,2.700154496,-31669.94869,19
4321,ligand_4321.sdf,-10.62035127,-7.881064748,2.739286521,-31670.00821,5
4322,ligand_4322.sdf,-10.62009501,-7.881724062,2.738370947,-31670.0091,5
4323,ligand_4323.sdf,-10.51198188,-7.598452883,2.913529001,-31670.09403,10
4324,ligand_4324.sdf,-10.5261543,-7.599988248,2.926166054,-31670.09481,10
4325,ligand_4325.sdf,-10.6497896,-8.088762204,2.561027395,-31670.26455,6
4326,ligand_4326.sdf,-10.6801908,-8.095648659,2.584542137,-31670.12948,5
4327,ligand_4327.sdf,-10.68022078,-8.094649633,2.585571149,-31670.12731,5
4328,ligand_4328.sdf,-10.64911164,-8.089073923,2.560037721,-31670.26297,5
4329,ligand_4329.sdf,-10.48418546,-7.5631092,2.92107626,-39355.50509,8
433,ligand_433.sdf,-10.64390851,-7.844829032,2.79907948,-24847.89329,3
4330,ligand_4330.sdf,-11.30106628,-8.575048115,2.726018164,-96100.20539,9
4331,ligand_4331.sdf,-11.35927567,-8.494762199,2.864513473,-96100.21443,8
4332,ligand_4332.sdf,-10.96088634,-8.388054279,2.572832058,-43245.97797,10
4333,ligand_4333.sdf,-11.02637075,-8.438410523,2.587960227,-43245.96405,10
4334,ligand_4334.sdf,-10.93591719,-7.95807345,2.977843743,-35018.33245,17
4335,ligand_4335.sdf,-10.93645695,-7.951863134,2.984593819,-35018.33117,15
4336,ligand_4336.sdf,-11.11871385,-7.852596452,3.266117399,-35019.41295,5
4337,ligand_4337.sdf,-11.11922662,-7.851620172,3.267606446,-35019.41309,6
4338,ligand_4338.sdf,-10.98898405,-8.631048478,2.357935571,-33672.20477,3
4339,ligand_4339.sdf,-10.90179705,-8.528690062,2.373106987,-33672.10168,6
434,ligand_434.sdf,-10.71195105,-7.881897896,2.83005315,-24847.85386,3
4340,ligand_4340.sdf,-10.98904074,-8.631084822,2.357955921,-33672.20489,3
4341,ligand_4341.sdf,-10.90204761,-8.528333835,2.373713774,-33672.09854,6
4342,ligand_4342.sdf,-10.58199036,-8.439990401,2.141999958,-33671.71542,10
4343,ligand_4343.sdf,-10.58588407,-8.443030978,2.142853094,-33671.7123,11
4344,ligand_4344.sdf,-10.93641,-8.379137215,2.55727278,-42704.69615,10
4345,ligand_4345.sdf,-10.93647021,-8.382079373,2.554390836,-42704.69365,13
4346,ligand_4346.sdf,-10.59152181,-8.157835333,2.433686481,-33051.99177,2
4347,ligand_4347.sdf,-10.58891894,-8.163322456,2.42559648,-33051.99466,3
4348,ligand_4348.sdf,-10.95374271,-8.512652447,2.441090263,-33052.69982,14
4349,ligand_4349.sdf,-10.95039048,-8.507116361,2.443274121,-33052.69347,13
435,ligand_435.sdf,-10.71157148,-7.881482742,2.830088742,-24847.8518,3
4350,ligand_4350.sdf,-10.36415039,-8.767741507,1.59640888,-33052.72616,7
4351,ligand_4351.sdf,-10.36927,-8.755534324,1.613735676,-33052.73958,8
4352,ligand_4352.sdf,-10.48094378,-8.435706437,2.04523734,-32946.28152,10
4353,ligand_4353.sdf,-10.48347876,-8.439697982,2.043780781,-32946.28266,10
4354,ligand_4354.sdf,-10.8754244,-8.611322316,2.264102079,-50092.76338,10
4355,ligand_4355.sdf,-10.97228883,-8.408051216,2.564237617,-50092.87628,9
4356,ligand_4356.sdf,-10.8756148,-8.611552612,2.26406219,-50092.76048,8
4357,ligand_4357.sdf,-10.97356931,-8.408609373,2.564959938,-50092.87405,10
4358,ligand_4358.sdf,-11.14204083,-8.285047926,2.856992907,-50091.19679,8
4359,ligand_4359.sdf,-11.17937753,-8.336287181,2.843090347,-50091.24131,6
436,ligand_436.sdf,-10.64351034,-7.8444031,2.79910724,-24847.89099,3
4360,ligand_4360.sdf,-11.1022808,-8.256825025,2.845455771,-50091.23508,13
4361,ligand_4361.sdf,-11.14609037,-8.282354622,2.863735752,-50091.1989,8
4362,ligand_4362.sdf,-11.27235712,-8.317740177,2.954616947,-50091.21617,8
4363,ligand_4363.sdf,-11.08137584,-8.283886413,2.797489423,-50091.24231,12
4364,ligand_4364.sdf,-10.5524135,-7.884480841,2.66793266,-32106.90658,9
4365,ligand_4365.sdf,-10.55206895,-7.883605931,2.668463017,-32106.9072,11
4366,ligand_4366.sdf,-10.2624786,-7.636280601,2.626198003,-32106.74765,21
4367,ligand_4367.sdf,-10.32283839,-7.617768765,2.705069629,-32106.78452,18
4368,ligand_4368.sdf,-10.39831738,-8.528550582,1.869766795,-32106.46233,14
4369,ligand_4369.sdf,-10.41621785,-8.546594616,1.869623238,-32106.46193,10
437,ligand_437.sdf,-10.7296536,-7.96819899,2.761454607,-24848.11809,3
4370,ligand_4370.sdf,-10.06211724,-8.373337017,1.688780227,-32106.78095,30
4371,ligand_4371.sdf,-10.10263774,-8.406286776,1.696350969,-32106.74489,29
4372,ligand_4372.sdf,-10.50615247,-7.907950384,2.598202089,-32107.01827,23
4373,ligand_4373.sdf,-10.50357307,-7.921543983,2.582029087,-32107.02146,20
4374,ligand_4374.sdf,-10.5302043,-7.500421392,3.029782911,-31055.70246,8
4375,ligand_4375.sdf,-10.4632536,-7.63378744,2.829466162,-31055.73951,12
4376,ligand_4376.sdf,-10.29071286,-7.621477998,2.669234866,-39792.27974,9
4377,ligand_4377.sdf,-10.29714161,-7.624446459,2.672695153,-39792.37042,7
4378,ligand_4378.sdf,-9.881977596,-7.896158019,1.985819577,-31160.73702,38
4379,ligand_4379.sdf,-9.916392261,-7.801168947,2.115223314,-31160.65776,37
438,ligand_438.sdf,-10.72935382,-7.967361183,2.761992637,-24848.11548,3
4380,ligand_4380.sdf,-10.00433451,-8.074826283,1.92950823,-31160.85674,9
4381,ligand_4381.sdf,-9.997422114,-8.075949065,1.92147305,-31160.8575,11
4382,ligand_4382.sdf,-9.990087427,-8.078020779,1.912066648,-31160.85726,12
4383,ligand_4383.sdf,-9.975901034,-8.084562853,1.891338181,-31160.85837,12
4384,ligand_4384.sdf,-10.45730268,-8.019777286,2.437525397,-47582.26507,3
4385,ligand_4385.sdf,-10.45787937,-8.019844828,2.438034544,-47582.26429,3
4386,ligand_4386.sdf,-10.42996136,-8.325042237,2.104919127,-41430.76784,2
4387,ligand_4387.sdf,-10.38898,-8.14291286,2.246067137,-41430.27169,4
4388,ligand_4388.sdf,-10.42812946,-8.323531045,2.104598419,-41430.76606,2
4389,ligand_4389.sdf,-10.39056799,-8.146255277,2.244312711,-41430.26688,3
439,ligand_439.sdf,-11.09744246,-8.072420648,3.025021817,-24743.12405,5
4390,ligand_4390.sdf,-10.47998275,-8.490343971,1.989638779,-41430.45021,3
4391,ligand_4391.sdf,-10.48032219,-8.490732468,1.98958972,-41430.447,2
4392,ligand_4392.sdf,-11.18898502,-8.016490383,3.172494635,-49322.88741,14
4393,ligand_4393.sdf,-11.16743586,-8.025768662,3.141667195,-49322.8712,24
4394,ligand_4394.sdf,-11.17280489,-8.006025547,3.166779344,-49322.87141,20
4395,ligand_4395.sdf,-11.18158152,-7.998550337,3.183031182,-49322.88707,12
4396,ligand_4396.sdf,-11.14627158,-8.823054509,2.323217068,-96757.88836,5
4397,ligand_4397.sdf,-11.14647911,-8.823859538,2.322619571,-96757.88524,5
4398,ligand_4398.sdf,-10.91003447,-7.995815599,2.914218873,-95812.15297,5
4399,ligand_4399.sdf,-10.9096555,-7.996013608,2.91364189,-95812.15519,6
44,ligand_44.sdf,-9.942745642,-7.934514043,2.008231599,-18678.19583,5
440,ligand_440.sdf,-11.09745172,-8.072652085,3.024799633,-24743.12712,5
4400,ligand_4400.sdf,-11.0891911,-8.312290753,2.776900348,-42947.61928,4
4401,ligand_4401.sdf,-11.08883772,-8.312364088,2.776473627,-42947.61798,4
4402,ligand_4402.sdf,-11.25175826,-8.683593761,2.568164497,-33593.92804,10
4403,ligand_4403.sdf,-11.25102544,-8.682784007,2.568241436,-33593.93109,8
4404,ligand_4404.sdf,-10.49434022,-8.484326805,2.01001341,-33593.95816,13
4405,ligand_4405.sdf,-10.50661647,-8.617894852,1.888721614,-33594.01593,16
4406,ligand_4406.sdf,-10.81321086,-8.079922404,2.733288454,-33487.38137,9
4407,ligand_4407.sdf,-10.81236813,-8.079414774,2.732953354,-33487.38189,9
4408,ligand_4408.sdf,-10.4015299,-8.477565648,1.923964254,-33268.32082,13
4409,ligand_4409.sdf,-10.39856826,-8.480066142,1.918502118,-33268.32051,12
441,ligand_441.sdf,-10.57764917,-8.121143617,2.45650555,-24741.61238,5
4410,ligand_4410.sdf,-10.68393046,-7.881679657,2.802250806,-33268.05544,9
4411,ligand_4411.sdf,-10.82729429,-7.952210609,2.875083683,-33268.19906,10
4412,ligand_4412.sdf,-10.65475164,-7.86774316,2.787008476,-33268.04962,9
4413,ligand_4413.sdf,-10.83084895,-7.952484096,2.878364858,-33268.19333,8
4414,ligand_4414.sdf,-10.8323648,-7.952485717,2.87987908,-33268.19464,8
4415,ligand_4415.sdf,-10.83111299,-7.955254563,2.875858431,-33268.19109,10
4416,ligand_4416.sdf,-10.68581744,-7.882033707,2.803783732,-33268.05251,9
4417,ligand_4417.sdf,-10.63365788,-7.857209131,2.776448748,-33268.05473,8
4418,ligand_4418.sdf,-10.77163875,-7.867745233,2.903893512,-33268.08602,7
4419,ligand_4419.sdf,-10.76803677,-7.863009202,2.905027566,-33268.0833,9
442,ligand_442.sdf,-10.57409343,-8.116179815,2.457913618,-24741.61361,5
4420,ligand_4420.sdf,-11.01503944,-8.670256784,2.344782655,-33268.10817,23
4421,ligand_4421.sdf,-11.28233555,-8.497003047,2.785332498,-50528.00181,6
4422,ligand_4422.sdf,-11.28671745,-8.503178883,2.783538569,-50527.99888,6
4423,ligand_4423.sdf,-10.62857104,-8.059226587,2.569344452,-32647.87825,8
4424,ligand_4424.sdf,-10.61754298,-8.055527195,2.562015789,-32647.87345,10
4425,ligand_4425.sdf,-10.61829515,-8.055759002,2.56253615,-32647.87361,9
4426,ligand_4426.sdf,-10.62185556,-8.057557182,2.564298376,-32647.8737,8
4427,ligand_4427.sdf,-10.06758594,-7.929731982,2.137853958,-32646.58026,6
4428,ligand_4428.sdf,-9.925668108,-7.794261327,2.131406781,-32646.71309,5
4429,ligand_4429.sdf,-10.19135925,-8.544118419,1.647240828,-32647.31891,36
443,ligand_443.sdf,-10.6362703,-8.318514985,2.317755313,-24637.16986,7
4430,ligand_4430.sdf,-10.17223483,-8.564086886,1.60814794,-32647.3138,36
4431,ligand_4431.sdf,-10.74777374,-7.913765238,2.834008501,-32645.67083,25
4432,ligand_4432.sdf,-10.73012429,-7.902524499,2.827599793,-32645.67439,21
4433,ligand_4433.sdf,-10.6894999,-7.934984266,2.754515632,-32647.23875,21
4434,ligand_4434.sdf,-10.6886925,-7.928486215,2.760206283,-32647.24252,17
4435,ligand_4435.sdf,-10.68203879,-7.885107984,2.796930807,-32648.05677,17
4436,ligand_4436.sdf,-10.68191052,-7.886151702,2.795758818,-32648.05097,20
4437,ligand_4437.sdf,-10.85016772,-7.969877659,2.880290061,-31598.24758,9
4438,ligand_4438.sdf,-10.84826899,-7.965644022,2.882624965,-31598.25347,9
4439,ligand_4439.sdf,-10.78027248,-7.929021047,2.851251434,-31598.29501,5
444,ligand_444.sdf,-10.63657864,-8.317538972,2.319039669,-24637.17021,7
4440,ligand_4440.sdf,-10.77497575,-7.923292789,2.851682963,-31598.2965,4
4441,ligand_4441.sdf,-10.16319788,-8.94633459,1.216863292,-31598.42277,16
4442,ligand_4442.sdf,-10.77399307,-7.901379945,2.872613124,-31598.23977,6
4443,ligand_4443.sdf,-10.77381359,-7.901106575,2.872707011,-31598.23977,6
4444,ligand_4444.sdf,-10.64138858,-8.041911614,2.59947697,-32543.28089,13
4445,ligand_4445.sdf,-10.64549851,-8.046599239,2.598899273,-32543.28127,11
4446,ligand_4446.sdf,-10.59412071,-8.328531643,2.265589072,-40226.52975,14
4447,ligand_4447.sdf,-10.52388549,-8.299391769,2.22449372,-40226.49962,15
4448,ligand_4448.sdf,-10.51885893,-8.308542176,2.210316753,-40226.5018,16
4449,ligand_4449.sdf,-10.59074977,-8.308778224,2.28197155,-40226.52814,13
445,ligand_445.sdf,-10.32536339,-8.028820859,2.296542532,-24638.94884,7
4450,ligand_4450.sdf,-10.51034752,-7.491862968,3.01848455,-31702.48151,21
4451,ligand_4451.sdf,-10.5151282,-7.497764717,3.017363486,-31702.4779,19
4452,ligand_4452.sdf,-10.53315094,-7.215550813,3.317600131,-31701.45122,19
4453,ligand_4453.sdf,-10.57337664,-7.919481836,2.6538948,-31702.62198,14
4454,ligand_4454.sdf,-10.57345031,-7.923682313,2.649767997,-31702.62375,10
4455,ligand_4455.sdf,-9.90694817,-7.983228781,1.923719388,-31597.08722,28
4456,ligand_4456.sdf,-9.888659502,-7.859221584,2.029437917,-31597.11139,30
4457,ligand_4457.sdf,-9.988961192,-7.90804142,2.080919772,-39386.54651,8
4458,ligand_4458.sdf,-9.981502966,-7.880239566,2.101263399,-39386.54717,9
4459,ligand_4459.sdf,-11.22565174,-8.597627677,2.628024059,-34134.47779,11
446,ligand_446.sdf,-10.32527776,-8.029215952,2.296061811,-24638.95094,8
4460,ligand_4460.sdf,-11.26754781,-8.680625275,2.586922532,-34134.5026,10
4461,ligand_4461.sdf,-11.29432476,-8.697081207,2.597243554,-34134.50172,13
4462,ligand_4462.sdf,-11.23567404,-8.653016656,2.582657389,-34134.5059,15
4463,ligand_4463.sdf,-11.23175216,-8.676929478,2.554822683,-34134.44203,19
4464,ligand_4464.sdf,-11.19175923,-8.71151819,2.48024104,-34134.52696,15
4465,ligand_4465.sdf,-10.73424234,-7.593506085,3.140736256,-34105.13481,19
4466,ligand_4466.sdf,-10.71909339,-9.347767566,1.371325826,-41494.20257,7
4467,ligand_4467.sdf,-10.19876286,-8.783980749,1.414782113,-33081.20386,8
4468,ligand_4468.sdf,-10.19095015,-8.783283491,1.407666663,-33081.20041,8
4469,ligand_4469.sdf,-10.78170163,-8.296124845,2.485576789,-32034.97489,7
