"Molecule (Canonical)","ExactMW","label"
"OB(O)c1ccccc1-c1nnn[nH]1",190.06620586399998,"Covalent"
"OB(O)c1cccc(-c2ccncc2)c1",199.08045896,"Covalent"
"OB(O)c1coc(C(F)(F)F)c1",180.020559048,"Covalent"
"Cc1cc(B(O)O)c(C)s1",156.041630928,"Covalent"
"COc1cc(B(O)O)c(Cl)cn1",187.020751164,"Covalent"
"OCc1ccc(F)c(B(O)O)c1",170.055052736,"Covalent"
"NC(=O)c1cccc(B(O)O)c1",165.059723516,"Covalent"
"OCc1ccc(B(O)O)cc1Cl",186.025502196,"Covalent"
"OB(O)c1csc(C(F)(F)F)c1",195.997715428,"Covalent"
"COc1cccc(F)c1B(O)O",170.055052736,"Covalent"
"CCc1cc(F)ccc1B(O)O",168.07578818,"Covalent"
"CN(C)Cc1cccc(B(O)O)c1",179.11175908799999,"Covalent"
"OB(O)c1ccc2c(c1F)OCO2",184.034317292,"Covalent"
"COc1cccc(B(O)O)c1OC",182.075039232,"Covalent"
"CCOc1cccc(F)c1B(O)O",184.0707028,"Covalent"
"CC(C)c1cc(B(O)O)ccc1O",180.09577467600002,"Covalent"
"COc1ccc(B(O)O)c(C)c1F",184.0707028,"Covalent"
"CCC(C)Oc1ccccc1B(O)O",194.11142474,"Covalent"
"COc1cccc2cc(B(O)O)oc12",192.059389168,"Covalent"
"OB(O)c1ccc(N2CCCC2)nc1",192.10700805599998,"Covalent"
"COc1ccc([N+](=O)[O-])cc1B(O)O",197.049552756,"Covalent"
"CC(C)Oc1cc(B(O)O)c(F)cn1",199.081601832,"Covalent"
"CCCOc1ccc(B(O)O)c(F)c1",198.086352864,"Covalent"
"CCOc1ccc(B(O)O)c(CC)c1",194.11142474,"Covalent"
"N#CC1(c2cccc(B(O)O)c2)CC1",187.08045896,"Covalent"
"CC(C)COc1ccc(B(O)O)cn1",195.106673708,"Covalent"
"OB(O)c1cccn2nccc12",162.060057864,"Covalent"
"C#CC12CC(CN1C(=O)C13CC1C3)C2",187.099714036,"Covalent"
"OB(O)c1cscc1Cl",161.971358448,"Covalent"
"Nc1cnccc1B(O)O",138.060057864,"Covalent"
"Cc1ccc(Cl)cc1B(O)O",170.030587576,"Covalent"
"COc1ccc(F)cc1B(O)O",170.055052736,"Covalent"
"CSCc1cccc(B(O)O)c1",182.057280992,"Covalent"
"OB(O)c1cc2ccccc2s1",178.025980864,"Covalent"
"OB(O)c1ccc2c(c1)OCC2",164.064474548,"Covalent"
"Cc1cc(C#N)ncc1B(O)O",162.060057864,"Covalent"
"COc1ccc(B(O)O)c(OC)c1",182.075039232,"Covalent"
"CC1Cc2cc(B(O)O)ccc2O1",178.08012461200002,"Covalent"
"Cc1ccc2cc(B(O)O)sc2c1",192.041630928,"Covalent"
"NC(=O)Nc1cccc(B(O)O)c1",180.070622548,"Covalent"
"NCCc1cccc(B(O)O)c1",165.096109024,"Covalent"
"Cn1ccc2cc(B(O)O)cnc21",176.07570792799999,"Covalent"
"OB(O)c1ccc(OCC2CC2)cc1",192.095774676,"Covalent"
"COc1ccc(C(=O)O)cc1B(O)O",196.054303788,"Covalent"
"OB(O)c1cnc(-c2ncco2)nc1",191.050221452,"Covalent"
"Cc1cn(C)nc1B(O)O",140.07570792799999,"Covalent"
"OB(O)c1c(F)ccc2c1OCO2",184.034317292,"Covalent"
"CC1(C)OCc2cc(B(O)O)ccc21",192.095774676,"Covalent"
"OB(O)c1c(Cl)ccc2[nH]ncc12",196.02108551199998,"Covalent"
"Cc1cc(B(O)O)cs1",142.025980864,"Covalent"
"Nc1ncccc1B(O)O",138.060057864,"Covalent"
"Cc1cc(Cl)cc(B(O)O)c1",170.030587576,"Covalent"
"COc1ccc(B(O)O)cn1",153.059723516,"Covalent"
"COc1ncc(Cl)cc1B(O)O",187.020751164,"Covalent"
"CC(C)c1ncccc1B(O)O",165.096109024,"Covalent"
"CC#Cc1ccccc1B(O)O",160.069559928,"Covalent"
"OB(O)c1ccc(OC(F)F)cc1",188.045630924,"Covalent"
"OB(O)c1cccc2cnccc12",173.064808896,"Covalent"
"OB(O)c1ccc(C(F)(F)F)nc1",191.03654346,"Covalent"
"CC(=O)Nc1cccc(B(O)O)c1",179.07537358,"Covalent"
"COc1ccc(F)c(B(O)O)c1F",188.045630924,"Covalent"
"COC(=O)c1ccccc1B(O)O",180.059389168,"Covalent"
"CCC(=O)c1cccc(B(O)O)c1",178.080124612,"Covalent"
"CC(=O)c1ccc(B(O)O)c(F)c1",182.055052736,"Covalent"
"OB(O)c1cc2ccc(F)cc2o1",180.039402672,"Covalent"
"Cc1cc2c(cc1B(O)O)OCO2",180.059389168,"Covalent"
"OB(O)c1ccc(CC2CC2)cc1",176.100860056,"Covalent"
"OB(O)c1cnn(-c2ccccc2)c1",188.07570792799999,"Covalent"
"CC(C)OCc1cccc(B(O)O)c1",194.11142474,"Covalent"
"COCOc1ccc(B(O)O)c(C)c1",196.090689296,"Covalent"
"OB(O)c1ccc2cc(O)ccc2c1",188.064474548,"Covalent"
"COC(=O)c1ccc(B(O)O)cc1C",194.075039232,"Covalent"
"N#Cc1ccc(B(O)O)cc1C1CC1",187.08045896,"Covalent"
"OB(O)c1csc2ccc(F)cc12",196.016559052,"Covalent"
"N#Cc1ccc(B(O)O)o1",137.028423388,"Covalent"
"Cc1cc(B(O)O)cnc1C(F)F",187.061615336,"Covalent"
"CC#CC(=O)NC(C)Cn1cnnc1",192.101111004,"Covalent"
"C#CCN(C(=O)C#CC)C1CSC1",193.056134972,"Covalent"
"CC#CC(=O)NC(C)c1ncc(C)o1",192.089877624,"Covalent"
"C=CC(=O)NC1CCCSC1",171.071785036,"Covalent"
"C=CC(=O)NC1CCSCC1",171.071785036,"Covalent"
"C=CC(=O)NCCc1nccs1",182.05138394,"Covalent"
"C=CC(=O)N1CCOC(C#N)C1",166.07422756,"Covalent"
"C=CC(=O)Nc1ccc(C#N)cc1",172.063662876,"Covalent"
"C=CC(=O)NCC1C(C)(C)C1(C)C",181.146664228,"Covalent"
"C=CC(=O)NC1CCCc2occc21",191.094628656,"Covalent"
"C=CC(=O)Nc1c(C)noc1C1CC1",192.089877624,"Covalent"
"C=CC(=O)N1CCSC(C)CC1",185.0874351,"Covalent"
"C=CC(=O)N1CCSCCC1C",185.0874351,"Covalent"
"CC#CC(=O)NC(CC)c1cocn1",192.089877624,"Covalent"
"CC#CC(=O)N1CCC=CC1COC",193.11027872,"Covalent"
"CC#CC(=O)N(C)Cc1cncn1C",191.105862036,"Covalent"
"CC#CC(=O)NC1CCCC1(C)O",181.11027872,"Covalent"
"CC#CC(=O)N(C)CC1CC(C)CO1",195.125928784,"Covalent"
"CC#CC(=O)N1CC2CCC1(CO)C2",193.11027872,"Covalent"
"CC#CC(=O)NC1CC1OCC",167.094628656,"Covalent"
"CC#CC(=O)NC1CCC(=O)NC1",180.089877624,"Covalent"
"C=CC(=O)N(CC(N)=O)C1CC1",168.089877624,"Covalent"
"C=CC(=O)NC1CC2CCC(C1)S2",197.0874351,"Covalent"
"C=CC(=O)N1CC(n2cccn2)C1",177.090211972,"Covalent"
"C=CC(=O)NCc1nonc1C",167.069476528,"Covalent"
"C=CC(=O)NCc1nnnn1C1CC1",193.096359972,"Covalent"
"C=CC(=O)N1CC(OCC(F)F)C1",191.075785032,"Covalent"
"C=CC(=O)NCc1cc(C)nc(C)n1",191.105862036,"Covalent"
"C=CC(=O)NCC1CC(C)OC1C",183.125928784,"Covalent"
"C=CC(=O)N(C)C(C)c1cnn(C)c1",193.1215121,"Covalent"
"C=CC(=O)N1CCn2ncnc2C1",178.08546094,"Covalent"
"C=CC(=O)Nc1cnc(OC)cn1",179.069476528,"Covalent"
"C=CC(=O)NCc1ccnn1CC",179.105862036,"Covalent"
"C=CC(=O)N1CC(=O)N(C2CC2)C1",180.089877624,"Covalent"
"C=CC(=O)N1CCN(C(=O)CC)C1",182.105527688,"Covalent"
"C=CC(=O)NC1(COC)CCOC1",185.10519334,"Covalent"
"C=CC(=O)NCc1cc2n(n1)CCC2",191.105862036,"Covalent"
"C=CC(=O)Nc1cn(C)nc1C1CC1",191.105862036,"Covalent"
"C=CC(=O)NC(C)Cc1cccn1C",192.126263132,"Covalent"
"C=CC(=O)N1CC(=O)N(CC2CC2)C1",194.105527688,"Covalent"
"C=CC(=O)N1CCN(C(C)C)C(=O)C1",196.121177752,"Covalent"
"C=CC(=O)NC12CCC(F)(CC1)CC2",197.121592352,"Covalent"
"C=CC(=O)NCC1CCOC(C)(C)C1",197.141578848,"Covalent"
"C=CC(=O)NCC1C[C@H]2COC[C@H]2O1",197.10519334,"Covalent"
"C=CC(=O)N1C[C@@H]2CSC[C@]2(C)C1",197.0874351,"Covalent"
"C=CC(=O)N1CC2CSCC(C2)C1",197.0874351,"Covalent"
"C=CC(=O)NC1C(=O)OCC1(C)C",183.089543276,"Covalent"
"C=CC(=O)NC(C)(C)C1CCCCO1",197.141578848,"Covalent"
"C=CC(=O)Nc1c(C)noc1C(C)C",194.105527688,"Covalent"
"C=CC(=O)NCC1(C2CC2)CCCO1",195.125928784,"Covalent"
"C#CC(CC1CCOC1)NC(=O)C=C",193.11027872,"Covalent"
"C=CC(=O)NC(c1ncon1)C1CC1",193.085126592,"Covalent"
"O=C1CCCN1C[C@@H]1CO1",141.078978592,"Covalent"
"c1ccc(OC[C@@H]2CO2)cc1",150.06807956,"Covalent"
"CC1(c2ccncc2)CO1",135.068413908,"Covalent"
"COc1ccc(COCC2CO2)cc1",194.094294308,"Covalent"
"c1ccn(CCC2CO2)c1",137.084063972,"Covalent"
"Brc1cc(C2CO2)on1",188.942540468,"Covalent"
"CC1(C)OC1COc1ccccc1",178.099379688,"Covalent"
"C[C@@H]1O[C@H]1C(=O)N[C@@H]1COC[C@H]1O",187.084457896,"Covalent"
"C[C@@H]1O[C@H]1C(=O)Nc1ccc(O)cc1",193.073893212,"Covalent"
"O=S1(=O)CCCC2(CO2)C1",162.03506518,"Covalent"
"c1ccc2oc(C3CO3)cc2c1",160.052429496,"Covalent"
"Cc1ccc(Cl)c(OCC2CO2)c1",198.044757272,"Covalent"
"O=C(OCc1ccccc1)[C@H]1CO1",178.06299418,"Covalent"
"N#CCc1ccc(OCC2CO2)cc1",189.078978592,"Covalent"
"COC(=O)C1(CC2CO2)CCCC1",184.109944372,"Covalent"
"c1ccc(CO[C@@H]2C[C@@H]3O[C@@H]3C2)cc1",190.099379688,"Covalent"
"Fc1cccc([C@H]2CO2)c1",138.048093064,"Covalent"
"Fc1cc(Cl)ccc1C1CO1",172.009120712,"Covalent"
"C[C@@H]1CN(CC2CO2)C[C@H](C)O1",171.125928784,"Covalent"
"c1ncn(CC2CC3OC3C2)n1",165.090211972,"Covalent"
"CC1(C#Cc2ccccc2)CO1",158.07316494,"Covalent"
"CC1(c2ccccn2)CO1",135.068413908,"Covalent"
"C=C(C)C1CCC2(C)OC2C1",152.120115132,"Covalent"
"FC(F)Oc1ccc(C2CO2)cc1",186.049235936,"Covalent"
"c1ccc2c(c1)CCN(CC1CO1)C2",189.1153641,"Covalent"
"c1cc(OCC2CO2)c2cc[nH]c2c1",189.078978592,"Covalent"
"CS(=O)(=O)c1ccccc1C1CO1",198.03506518,"Covalent"
"CP(C)(=O)C1CCCC2(CO2)C1",188.09661641399998,"Covalent"
"c1coc(COCC2CO2)c1",154.06299418,"Covalent"
"COc1ccc(OC[C@H]2CO2)cc1",180.078644244,"Covalent"
"CC1(c2cccnc2)CO1",135.068413908,"Covalent"
"CSc1ccccc1OCC1CO1",196.055800624,"Covalent"
"C=C(C)[C@@H]1CC(=O)[C@@]2(C)O[C@H]2C1",166.099379688,"Covalent"
"CC(Cl)C(=O)N1CCC12COC2",189.055656304,"Covalent"
"O=C(NCc1cnco1)C(F)Cl",192.010183332,"Covalent"
"O=C(C(F)Cl)N1CCC[C@H](O)C1",195.046234492,"Covalent"
"CC(Cl)C(=O)N1CCOC2CC21",189.055656304,"Covalent"
"CCC(CC#N)NC(=O)C(F)Cl",192.04656884,"Covalent"
"CC1CC(NC(=O)C(C)Cl)=NO1",190.050905272,"Covalent"
"CCNC(=O)CNC(=O)C(F)Cl",196.04148346,"Covalent"
"C=CS(=O)(=O)N[C@@H]1COC[C@H]1F",195.0365424,"Covalent"
"C=CS(=O)(=O)N1CC[C@@H](OC)C1",191.061614276,"Covalent"
"O=C(CCl)NCC1CC1",147.04509162,"Covalent"
"CC(NC(=O)CCl)C1CC1",161.060741684,"Covalent"
"Cc1nnc(NC(=O)CCl)s1",190.992010492,"Covalent"
"Cc1cc(NC(=O)CCl)on1",174.019605144,"Covalent"
"Cc1noc(NC(=O)CCl)n1",175.014854112,"Covalent"
"CN(C(=O)CCl)c1nccs1",189.996761524,"Covalent"
"O=C(CCl)Nc1ccc(O)cc1",185.024356176,"Covalent"
"O=C(CCl)NC(=O)c1ccco1",187.003620732,"Covalent"
"CC(NC(=O)CCl)c1ccco1",187.04000624,"Covalent"
"C[C@@H](NC(=O)CCl)c1ccccc1",197.060741684,"Covalent"
"O=C(CCl)Nc1ccccn1",170.024690524,"Covalent"
"Cc1cc(NC(=O)CCl)[nH]n1",173.035589556,"Covalent"
"O=C(CCl)NCc1cccnc1",184.040340588,"Covalent"
"CCC1CN(C(=O)CCl)CCO1",191.071306368,"Covalent"
"O=C(CCl)NCc1cnccn1",185.035589556,"Covalent"
"N#CC1CN(C(=O)CCl)CCO1",188.035255208,"Covalent"
"Cc1nonc1CNC(=O)CCl",189.030504176,"Covalent"
"O=C(CCl)NCCc1ccccn1",198.055990652,"Covalent"
"Cc1cccc(CNC(=O)CCl)c1",197.060741684,"Covalent"
"O=C(CCl)N1Cc2ccccc2C1",195.04509162,"Covalent"
"CN(CC1CC1)C(=O)CCl",161.060741684,"Covalent"
"O=C(CCl)N1CCNCC1",162.055990652,"Covalent"
"Cc1nnc(NC(=O)CCl)o1",175.014854112,"Covalent"
"O=C(CCl)NC1CCOCC1",177.055656304,"Covalent"
"O=C(CCl)NC1CCSC1=O",192.996427176,"Covalent"
"CC1(C)CCCN1C(=O)CCl",175.076391748,"Covalent"
"CN(Cc1ccco1)C(=O)CCl",187.04000624,"Covalent"
"Cc1n[nH]c(C)c1NC(=O)CCl",187.05123962,"Covalent"
"O=C(CCl)NCC1CCOCC1",191.071306368,"Covalent"
"O=C(CCl)N1CC2CCC(C1)O2",189.055656304,"Covalent"
"O=C(CCl)N1CC(O)(C(F)F)C1",199.021162616,"Covalent"
"C=C1CCN(C(=O)CCl)C2(CC2)C1",199.076391748,"Covalent"
"O=C(CCl)NCC1CCC1",161.060741684,"Covalent"
"O=C(CCl)NCC1CCOC1",177.055656304,"Covalent"
"O=C(CCl)Nc1ccc(F)cn1",188.015268712,"Covalent"
"CC(C)CN(C(=O)CCl)C1CC1",189.092041812,"Covalent"
"O=C1CCC(NC(=O)CCl)CN1",190.050905272,"Covalent"
"Cc1ocnc1CNC(=O)CCl",188.035255208,"Covalent"
"O=C(CCl)NCC1=CCCC1",173.060741684,"Covalent"
"O=C(CCl)NC(=O)C1CC1",161.024356176,"Covalent"
"O=C(CCl)Nc1ccncc1",170.024690524,"Covalent"
"O=C(CCl)Nc1cccnn1",171.019939492,"Covalent"
"N#Cc1ccsc1NC(=O)CCl",199.98111146,"Covalent"
"CC1(C)CN(C(=O)CCl)CCO1",191.071306368,"Covalent"
"NC(=O)[C@@H]1CCCN1C(=O)CCl",190.050905272,"Covalent"
"Cc1cc(CNC(=O)CCl)[nH]n1",187.05123962,"Covalent"
"C#Cc1ccc(NC(=O)CCl)cc1",193.029441556,"Covalent"
"O=C(CCl)NCC1=CCCCC1",187.076391748,"Covalent"
"O=C(CCl)N1CCCc2n[nH]cc21",199.05123962,"Covalent"
"CC1=NOC(CNC(=O)CCl)C1",190.050905272,"Covalent"
"O=C(CCl)N1CCCO1",149.024356176,"Covalent"
"CCN(C(=O)CCl)C1CC1",161.060741684,"Covalent"
"CN(C(=O)CCl)C1=CCCC1",173.060741684,"Covalent"
"Cn1nnc(NC(=O)CCl)n1",175.026087492,"Covalent"
"CCn1cc(NC(=O)CCl)cn1",187.05123962,"Covalent"
"O=C(CCl)N1CCC2CCCC21",187.076391748,"Covalent"
"O=C(CCl)Nc1ccon1",160.00395508,"Covalent"
"O=C(CCl)Nc1ncc[nH]1",159.019939492,"Covalent"
"CC1CN(C(=O)CCl)CCO1",177.055656304,"Covalent"
"O=C(CCl)Nc1cccnc1",170.024690524,"Covalent"
"Cc1cc(NC(=O)CCl)n(C)n1",187.05123962,"Covalent"
"O=C(CCl)NC(=O)c1ccc[nH]1",186.019605144,"Covalent"
"O=C1CN(C(=O)CCl)CCN1",176.035255208,"Covalent"
"Cn1cc(NC(=O)CCl)cn1",173.035589556,"Covalent"
"O=C(CCl)N1CCCCCCC1",189.092041812,"Covalent"
"COC(=O)C1(NC(=O)CCl)CC1",191.03492086,"Covalent"
"CN1CCN(C(=O)CCl)C1=O",176.035255208,"Covalent"
"Nc1ccnc(S(=O)(=O)F)c1",176.00557662,"Covalent"
"Cc1ccncc1S(=O)(=O)F",175.010327652,"Covalent"
"CCc1n[nH]cc1S(=O)(=O)F",178.021226684,"Covalent"
"COc1cccnc1S(=O)(=O)F",191.005242272,"Covalent"
"O=S(=O)(F)C[C@H]1CNCCO1",183.0365424,"Covalent"
"O=S(=O)(F)C1CC2(CNC2)C1",179.04162778,"Covalent"
"O=S(=O)(F)c1ccc(Cl)cn1",194.955705236,"Covalent"
"COc1nccnc1S(=O)(=O)F",192.00049124,"Covalent"
"O=S(=O)(F)CCC1CCOCC1",196.056943496,"Covalent"
"O=S(=O)(F)CCC1CCNCC1",195.072927908,"Covalent"
"O=S(=O)(F)CCC1CCCNC1",195.072927908,"Covalent"
"O=S(=O)(F)c1ccoc1C(F)F",199.975499616,"Covalent"
"O=S(=O)(F)C[C@@H]1CNCCO1",183.0365424,"Covalent"
"O=S(=O)(F)C1CCNC1",153.025977716,"Covalent"
"O=S(=O)(F)Cc1ccncc1",175.010327652,"Covalent"
"O=S(=O)(F)c1ccc(O)nc1",176.989592208,"Covalent"
"Nc1cc(S(=O)(=O)F)ccn1",176.00557662,"Covalent"
"O=S(=O)(F)c1cccc(O)n1",176.989592208,"Covalent"
"CC1(CS(=O)(=O)F)COC1",168.025643368,"Covalent"
"Cc1ccc(S(=O)(=O)F)nn1",176.00557662,"Covalent"
"Cn1ccc(CS(=O)(=O)F)n1",178.021226684,"Covalent"
"O=C(O)c1ccc(S(=O)(=O)F)o1",193.968522416,"Covalent"
"O=S(=O)(F)c1coc2ccccc12",199.99434324,"Covalent"
"COc1cc(S(=O)(=O)F)ccn1",191.005242272,"Covalent"
"Cc1nc(S(=O)(=O)F)sc1C",194.982398652,"Covalent"
"Cc1ocnc1CS(=O)(=O)F",179.005242272,"Covalent"
"O=S(=O)(F)C(F)c1ccncc1",193.00090584,"Covalent"
"N[C@H]1CC[C@@H](CS(=O)(=O)F)CC1",195.072927908,"Covalent"
"O=S(=O)(F)CC1CCCNCC1",195.072927908,"Covalent"
"COc1ncc(S(=O)(=O)F)cn1",192.00049124,"Covalent"
"COc1ccnc(S(=O)(=O)F)c1",191.005242272,"Covalent"
"N#CC1(CS(=O)(=O)F)CNC1",178.021226684,"Covalent"
"O=S(=O)(F)c1cccc(CO)n1",191.005242272,"Covalent"
"Nc1cncc(OS(=O)(=O)F)c1",192.00049124,"Covalent"
"O=C(O)c1cc(S(=O)(=O)F)c[nH]1",192.984506828,"Covalent"
"CC(C)n1ccnc1S(=O)(=O)F",192.036876748,"Covalent"
"Cc1nc(S(=O)(=O)F)[nH]c1C",178.021226684,"Covalent"
"O=S(=O)(F)c1cccnc1O",176.989592208,"Covalent"
"CC(C)n1ncnc1S(=O)(=O)F",193.032125716,"Covalent"
"Cc1nn(C)c(N)c1S(=O)(=O)F",193.032125716,"Covalent"
"CC1(CS(=O)(=O)F)COCCO1",198.036208052,"Covalent"
"N#CC1(CS(=O)(=O)F)CCNC1",192.036876748,"Covalent"
"C=Cn1ccnc1S(=O)(=O)F",176.00557662,"Covalent"
"Cc1nc(S(=O)(=O)F)n(C)c1C",192.036876748,"Covalent"
"Cc1cc(CS(=O)(=O)F)on1",179.005242272,"Covalent"
"CCn1ccnc1S(=O)(=O)F",178.021226684,"Covalent"
"O=S(=O)(F)CC1CCCNC1",181.057277844,"Covalent"
"Cc1ccc(OS(=O)(=O)F)nc1",191.005242272,"Covalent"
"NCc1cccc(S(=O)(=O)F)c1",189.025977716,"Covalent"
"O=S(=O)(F)c1ccc2[nH]ccc2c1",199.010327652,"Covalent"
"O=S(=O)(F)CC1CNCCO1",183.0365424,"Covalent"
"CCc1cncc(S(=O)(=O)F)c1",189.025977716,"Covalent"
"COc1ccc(S(=O)(=O)F)nc1",191.005242272,"Covalent"
"Cc1cc(S(=O)(=O)F)ncc1F",193.00090584,"Covalent"
"Nc1cncc(S(=O)(=O)F)c1",176.00557662,"Covalent"
"N#Cc1ccc(S(=O)(=O)F)nc1",185.989926556,"Covalent"
"Cc1cc(C)nc(S(=O)(=O)F)n1",190.021226684,"Covalent"
"Cc1cccnc1S(=O)(=O)F",175.010327652,"Covalent"
"Cc1nccnc1S(=O)(=O)F",176.00557662,"Covalent"
"NCc1ccc(S(=O)(=O)F)s1",194.982398652,"Covalent"
"O=S(=O)(F)CCC1CCCCN1",195.072927908,"Covalent"
"CCc1csc(S(=O)(=O)F)n1",194.982398652,"Covalent"
"CCCn1ccnc1S(=O)(=O)F",192.036876748,"Covalent"
"O=S(=O)(F)C1CCCNCC1",181.057277844,"Covalent"
"N#CC1(CCS(=O)(=O)F)CNC1",192.036876748,"Covalent"
"Cc1cncc(S(=O)(=O)F)n1",176.00557662,"Covalent"
"CCOC(=O)C1CCCN1C#N",168.089877624,"Covalent"
"N#CCN(C#N)c1ccc(F)cc1",175.054575412,"Covalent"
"Cn1cnc(CCCC=O)c1",152.094963004,"Covalent"
"C=C=CCNS(=O)(=O)C=C",159.035399528,"Covalent"
"Cc1ncc(CO)c(C=O)c1O",167.058243148,"Covalent"
"C=CS(=O)(=O)N(C)c1ccccc1",197.051049592,"Covalent"
"COc1ccccc1COCC1CO1",194.094294308,"Covalent"
"C=CS(=O)(=O)NC1CC(OC)C1",191.061614276,"Covalent"
"CCN(C#N)c1ccc(Cl)cc1",180.045425968,"Covalent"
"CCN(C#N)c1ccc(F)c(C#N)c1",189.070225476,"Covalent"
"COc1cccc(COCC2CO2)c1",194.094294308,"Covalent"
"CN1Cc2ccc(C=O)cc2C1=O",175.063328528,"Covalent"
"C=CS(=O)(=O)N(C)CC(C)O",179.061614276,"Covalent"
"C=CS(=O)(=O)NC1CCOC1",177.045964212,"Covalent"
"C=CS(=O)(=O)N[C@@H](C)COCC",193.07726434,"Covalent"
