sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CC=1C(=CC=CC1N2CCC(=O)NC2=O)NC(=O)C3CCN(CC3)C=4C=CC5=NN=NN5N4,Z9302751141,449.467,449.467,-2.713,-3.872,2,8,137.72,4,https://real.enamine.net/public-enum-files/Z9302751141
O=C1CCN(C(=O)N1)C=2C=CC(=CC2)C3CCN(CC3)C4=NN=C(CC=5C=CC(F)=CC5)O4,Z9302751150,449.479,449.479,1.544,-4.978,1,5,91.57,5,https://real.enamine.net/public-enum-files/Z9302751150
O=C1CCN(C(=O)N1)C=2C=C(C=CC2F)NC3=NC(=NS3)C4=CC=CC=C4C(F)(F)F,Z9302751182,451.399,451.399,3.192,-7.146,2,5,87.22,5,https://real.enamine.net/public-enum-files/Z9302751182
CNC(=O)CN(CC1=CC=2C=CC=CC2O1)C(=O)C3=CC(=CC=C3F)N4CCC(=O)NC4=O,Z9302751226,452.436,452.436,0.515,-5.251,2,4,111.96,6,https://real.enamine.net/public-enum-files/Z9302751226
O=C(O)C(F)(F)F.CCCN1C=C(C=N1)CN2CCCN(CC2)C(=O)C=3C=C(C)C=C(C3)N4CCC(=O)NC4=O,Z9387735875,566.574,452.55,0.237,-3.909,1,5,90.78,7,https://real.enamine.net/public-enum-files/Z9387735875
CCN1C=2C=CC=CC2C=3C=C(C=CC31)N(C)C(=O)C=4C=CC=C(C4C)N5CCC(=O)NC5=O,Z9302751323,454.522,454.522,2.915,-6.319,1,3,74.65,4,
COC=1C=CC(=CC1)C2=CC3=NC=NC(NC=4C=CC=C(C4C)N5CCC(=O)NC5=O)=C3S2,Z9302751440,459.522,459.522,4.114,-6.843,2,6,96.45,5,https://real.enamine.net/public-enum-files/Z9302751440
O=C(NC=1C=CC=C(C1)C2=CN3C=CC=NC3=N2)C=4C=C(Cl)C=C(C4)N5CCC(=O)NC5=O,Z9302751456,460.873,460.873,1.547,-6.232,2,5,108.7,4,https://real.enamine.net/public-enum-files/Z9302751456
CC=1C=C(C=C(C1)N2CCC(=O)NC2=O)NCC3=CN(C)N=C3C=4C=CC=5OCCCOC5C4,Z9302751493,461.514,461.514,1.278,-4.966,2,6,97.72,5,https://real.enamine.net/public-enum-files/Z9302751493
O=C(CN1CC2=C(C=NN2C=3C=CC=CC3)C1=O)NC=4C=CC(=C(F)C4)N5CCC(=O)NC5=O,Z9302751499,462.434,462.434,0.463,-4.722,2,5,116.64,5,https://real.enamine.net/public-enum-files/Z9302751499
CC1=CC(=CC(=C1)C(=O)N2CCN(CC2)C=3C(C#N)=CN=C4C=CC=CC34)N5CCC(=O)NC5=O,Z9302751651,468.508,468.508,1,-5.67,1,6,109.64,3,https://real.enamine.net/public-enum-files/Z9302751651
O=C(NC=1C=CC(=C(F)C1)N2CCC(=O)NC2=O)C3=CC(=O)C(=CO3)OCC=4C=CC(F)=CC4,Z9302751657,469.395,469.395,0.536,-5.437,2,6,114.04,6,https://real.enamine.net/public-enum-files/Z9302751657
N#CCC=1C=CC(=CC1)OCC=2C=CC=CC2NC(=O)C3=CC(=CC=C3F)N4CCC(=O)NC4=O,Z9302751760,472.469,472.469,0.715,-6.102,2,5,111.53,7,https://real.enamine.net/public-enum-files/Z9302751760
CC1=NN(C=2C=CC(C)=CC2)C=3N=CC(=CC13)C(=O)NC4=CC=C(C(F)=C4)N5CCC(=O)NC5=O,Z9302751770,472.472,472.472,2.316,-6.259,2,5,109.22,4,https://real.enamine.net/public-enum-files/Z9302751770
O=C(O)C(F)(F)F.O=C(CN1C=NC2=C1CCNC32CCOCC3)NC=4C=C(Cl)C=C(C4)N5CCC(=O)NC5=O,Z9311796275,586.949,472.925,-1.786,-4.203,3,6,117.59,5,https://real.enamine.net/public-enum-files/Z9311796275
O=C(NC1=NC=2CCC3(CCCCC3)CC2S1)C=4C=C(Cl)C=C(C4)N5CCC(=O)NC5=O,Z9302751789,472.989,472.989,3.862,-7.33,2,4,91.4,3,https://real.enamine.net/public-enum-files/Z9302751789
O=C(O)C(F)(F)F.CC=1C=C(C=CC1N2CCC(=O)NC2=O)NCC3=NC=4C=CC=CC4N3CC=5C=CC(Cl)=CC5,Z9333206163,587.978,473.955,2.929,-6.345,2,4,79.26,7,
O=C(O)C(F)(F)F.O=C(NC=1C=C(Br)C=2OCCNCC2C1)C3=CC(=CC=C3F)N4CCC(=O)NC4=O,Z9314606886,591.308,477.284,0.459,-5.533,3,5,99.77,4,https://real.enamine.net/public-enum-files/Z9314606886
CN(C(=O)C=1C=CC(Br)=C(C1)N2CCC(=O)NC2=O)C=3C=C(C#N)C=4C=CC=CC4N3,Z9302751965,478.299,478.299,0.501,-6.377,1,5,106.4,3,https://real.enamine.net/public-enum-files/Z9302751965
O=C(O)C(F)(F)F.COC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)NCC3=NC=4C=CC=C(OCCN(C)C)C4N3,Z9401381156,594.541,480.517,0.527,-4.306,3,7,128.89,10,https://real.enamine.net/public-enum-files/Z9401381156
O=C(O)C(F)(F)F.CN(CCN(C)C(=O)C=1C=C(C=CC1F)N2CCC(=O)NC2=O)CC3=CN(CC4=CN=CO4)N=N3,Z9311796617,598.508,484.485,-2.198,-2.727,1,7,129.7,10,https://real.enamine.net/public-enum-files/Z9311796617
CC1=CC(=CC(=C1)NC=2N=C(N=C3SC=4CCCCC4C23)C=5C=NC=CN5)N6CCC(=O)NC6=O,Z9302752333,485.563,485.563,3.381,-6.416,2,7,113,4,https://real.enamine.net/public-enum-files/Z9302752333
O=C(O)C(F)(F)F.O=C(C=1C=C(Cl)C=C(C1)N2CCC(=O)NC2=O)N3CCN(CC4=NN=C5CCCCCN45)CC3,Z9588193730,599.991,485.967,-0.306,-3.65,1,6,103.67,5,https://real.enamine.net/public-enum-files/Z9588193730
CN(CCCN1C=C(CN2CCC=3C=CC=CC32)N=N1)C(=O)C=4C=CC(=CC4)N5CCC(=O)NC5=O,Z9302752444,487.555,487.555,0.512,-3.907,1,6,103.67,8,https://real.enamine.net/public-enum-files/Z9302752444
CC=1C=CC(=CC1NC(=O)CN2C=NC3=C(C(Br)=NN3C)C2=O)N4CCC(=O)NC4=O,Z9302752452,488.295,488.295,-1.373,-4.761,2,6,129,4,https://real.enamine.net/public-enum-files/Z9302752452
CC=1C=C(C=CC1N2CCC(=O)NC2=O)NC(=O)CNS(=O)(=O)C=3C=CC=4OCCCOC4C3,Z9302752507,488.516,488.516,0.478,-4.787,3,7,143.14,5,https://real.enamine.net/public-enum-files/Z9302752507
CC(C)(CNC(=O)C=1C=CC(=CC1)N2CCC(=O)NC2=O)CN3C=C(N=N3)C=4C=CC=C5OCOC45,Z9302752672,490.512,490.512,1.314,-4.858,2,7,127.68,7,https://real.enamine.net/public-enum-files/Z9302752672
O=C(NC=1C=CC=2C=CN(CC=3C=CC=CC3Cl)C2C1)C4=CC(=CC=C4F)N5CCC(=O)NC5=O,Z9302752679,490.914,490.914,3.019,-6.634,2,3,83.44,5,https://real.enamine.net/public-enum-files/Z9302752679
COC=1C=CC(=CC1)CCC(=O)N2CCCN(CC2)C(=O)C=3C=CC(=C(C)C3)N4CCC(=O)NC4=O,Z9302752737,492.568,492.568,0.135,-4.934,1,5,99.26,6,https://real.enamine.net/public-enum-files/Z9302752737
CN(C)C=1N=C(N)N=C(COC=2C=CC=C(C2)NC(=O)C3=CC(=CC=C3F)N4CCC(=O)NC4=O)N1,Z9302752868,494.48,494.48,-0.329,-5.433,3,9,155.67,7,https://real.enamine.net/public-enum-files/Z9302752868
COC=1C=CC(=CC1COC=2C=CC=C3C=CC=NC23)CNC4=CC(C)=CC(=C4)N5CCC(=O)NC5=O,Z9302753020,496.558,496.558,3.128,-6.149,2,6,92.79,8,https://real.enamine.net/public-enum-files/Z9302753020
CC(=O)N(C1=NC(=CS1)CNC=2C=C(Cl)C=C(C2)N3CCC(=O)NC3=O)C=4C=CC(C)=C(C)C4,Z9302753098,497.999,497.999,0.971,-6.245,2,5,94.64,6,https://real.enamine.net/public-enum-files/Z9302753098
CC=1C=CC(=CC1C(=O)NCC2(CN3C=C(N=N3)C=4C=CC=5C=NNC5C4)CC2)N6CCC(=O)NC6=O,Z9302753141,498.538,498.538,0.6,-5.13,3,6,137.9,7,https://real.enamine.net/public-enum-files/Z9302753141
CCN(CC1=CC=C(O1)C=2C=CC(=CC2)C(F)(F)F)C(=O)C=3C=CC(C)=C(C3)N4CCC(=O)NC4=O,Z9302753171,499.483,499.483,3.651,-6.944,1,3,82.86,7,https://real.enamine.net/public-enum-files/Z9302753171
CC=1C(=CC=CC1N2CCC(=O)NC2=O)NC(=O)C=3C=C(N=C4ON=C(C34)C5CC5)C=6C=CC(F)=CC6,Z9302753172,499.494,499.494,2.475,-6.839,2,5,117.43,5,https://real.enamine.net/public-enum-files/Z9302753172
CCC1=NC(C)=C(CN2C=C(N=N2)C=3C=CC(=CC3)NC(=O)C=4C=CC(=CC4)N5CCC(=O)NC5=O)O1,Z9302753198,499.522,499.522,0.292,-4.264,2,6,135.25,7,https://real.enamine.net/public-enum-files/Z9302753198
CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)N(C)CC3=CN(N=C3C4=CC=CS4)C=5C=CC=CC5,Z9302753223,499.586,499.586,2.702,-5.925,1,4,87.54,6,https://real.enamine.net/public-enum-files/Z9302753223
COC=1C=C(C=2C=CC(=CC2)N3CCC(=O)NC3=O)C=4OCCC4C1,Z6476278891,338.358,338.358,1.844,-4.774,1,4,67.87,3,https://real.enamine.net/public-enum-files/Z6476278891
O=C(C=1C=CC=C(C1)N2CCC(=O)NC2=O)N3CC(CCN4CCCC4=O)C=5C=CC=CC53,Z7806410341,446.499,446.499,-0.27,-4.938,1,4,90.03,5,https://real.enamine.net/public-enum-files/Z7806410341
O=C(O)C(F)(F)F.O=C(NCC1CN(CC=2C=CC=CC2)CC31CCOCC3)C=4C=CC=C(C4)N5CCC(=O)NC5=O,Z9401380315,590.592,476.569,0.03,-4.364,2,5,90.98,7,https://real.enamine.net/public-enum-files/Z9401380315
O=C(NC=1N=CN(CC=2C=NC=C(F)C2)N1)C=3C=CC=C(C3)N4CCC(=O)NC4=O,Z7806446438,409.375,409.375,-1.026,-3.971,2,6,122.11,5,https://real.enamine.net/public-enum-files/Z7806446438
CCCN1C(=NC(=O)C=2C=CC=C(C2)N3CCC(=O)NC3=O)N(CC)C=4C=CC=CC41,Z7806604413,419.477,419.477,2.813,-5.307,1,6,85.32,5,https://real.enamine.net/public-enum-files/Z7806604413
O=C(O)C(F)(F)F.O=C(NC1CCN(CC1)C2CCN(C2)C=3C=CC(Cl)=CN3)C=4C=CC=C(C4)N5CCC(=O)NC5=O,Z9398072538,611.013,496.99,0.024,-5.322,2,6,97.88,6,https://real.enamine.net/public-enum-files/Z9398072538
COC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)N3CCN4C(CC=5C=CC=CC5Cl)=NN=C4C3,Z8265619823,494.931,494.931,0.143,-4.171,1,6,109.66,5,https://real.enamine.net/public-enum-files/Z8265619823
COC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)NC=3C=CC=4N=C(OC4C3)C=5C=CC=CN5,Z8265625818,457.439,457.439,1.256,-4.886,2,6,126.66,5,https://real.enamine.net/public-enum-files/Z8265625818
CCN1N=CC=C1C2NC(=O)CCC2NC(=O)C=3C=CC(OC)=C(C3)N4CCC(=O)NC4=O,Z8265628966,454.48,454.48,-1.796,-2.956,3,6,134.66,6,https://real.enamine.net/public-enum-files/Z8265628966
O=C(NC1(CCCOC1)C=2C=CC(=CC2)OC(F)F)C=3C=CC(F)=C(C3)N4CCC(=O)NC4=O,Z8265676079,477.434,477.434,1.558,-5.321,2,5,96.97,6,https://real.enamine.net/public-enum-files/Z8265676079
"COC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)N3CC4(CCOCC4)[C@H]5CCC[C@H]53 |&1:26,30,r|",Z8265741036,427.494,427.494,-0.403,-3.712,1,5,88.18,3,https://real.enamine.net/public-enum-files/Z8265741036
O=C(NC(C=1C=CC=CC1)C=2C=CC=3NC=NC3C2)C=4C=CC(F)=C(C4)N5CCC(=O)NC5=O,Z8265748216,457.458,457.458,1.616,-6.334,3,4,107.19,5,https://real.enamine.net/public-enum-files/Z8265748216
O=C(O)C(F)(F)F.COC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)NC=3C=CC=C4C3CN(C)CC4C=5C=CC=CC5,Z9349173458,598.571,484.548,2.199,-5.425,2,5,90.98,6,https://real.enamine.net/public-enum-files/Z9349173458
O=C(C=1C=CC(F)=C(C1)N2CCC(=O)NC2=O)N3CCC=4N=CN=C(C4C3)N5CCOCC5,Z8265798206,454.455,454.455,-1.287,-4.47,1,7,107.97,3,https://real.enamine.net/public-enum-files/Z8265798206
CN(CCCC=1C=C(C=2C=CC=C(F)C2)N(C)N1)C(=O)C3=CC=C(F)C(=C3)N4CCC(=O)NC4=O,Z8265845842,481.496,481.496,1.117,-5.056,1,4,87.54,7,https://real.enamine.net/public-enum-files/Z8265845842
O=C(O)C(F)(F)F.O=C(NCC1CN(CC=2C=CC=CC2)CC3=NC=CN3C1)C=4C=CC(F)=C(C4)N5CCC(=O)NC5=O,Z9387735843,604.554,490.531,-0.043,-4.25,2,5,99.57,7,https://real.enamine.net/public-enum-files/Z9387735843
O=C(NC1COC=2C(=CC=CC2C1)OCC=3C=CC=CC3)C=4C=CC(F)=C(C4)N5CCC(=O)NC5=O,Z8266014446,489.496,489.496,2.722,-6.356,2,5,96.97,6,https://real.enamine.net/public-enum-files/Z8266014446
O=C(NCCC=1C=CC(OC=2C=CC=CC2)=C(F)C1)C=3C=CC=C(C3)N4CCC(=O)NC4=O,Z8266043441,447.459,447.459,2.67,-6.068,2,3,87.74,7,https://real.enamine.net/public-enum-files/Z8266043441
COC=1C=CC=C(C1)CC(C(=O)NC=2C=CC(F)=C(C2)N3CCC(=O)NC3=O)N4N=NN=C4C,Z8266074442,467.454,467.454,0.362,-3.515,2,7,131.34,7,https://real.enamine.net/public-enum-files/Z8266074442
CCC(=O)NCC=1C=C(C=CC1OC)S(=O)(=O)NC=2C=CC(F)=C(C2)N3CCC(=O)NC3=O,Z8266085091,478.496,478.496,0.085,-4.174,3,6,133.91,7,
CC(C)(NC(=O)C=1C=CC(Br)=C(C1)N2CCC(=O)NC2=O)C3=NC=4C=CC=CC4S3,Z8266353485,487.371,487.371,2.211,-5.632,2,4,91.4,4,https://real.enamine.net/public-enum-files/Z8266353485
CCCOC=1C=CC=2NC=C(CCNC(=O)NC3=CC=C(F)C(=C3)N4CCC(=O)NC4=O)C2C1,Z8266654563,467.494,467.494,2.383,-5.498,4,4,115.56,8,https://real.enamine.net/public-enum-files/Z8266654563
O=C(NC=1C=CC(F)=C(C1)N2CCC(=O)NC2=O)N3CCC=4C=C(C=CC43)N5CCCC5=O,Z8266785949,451.451,451.451,1.237,-5.079,2,4,102.06,3,https://real.enamine.net/public-enum-files/Z8266785949
CC(C)(C1=NOC(=N1)C=2C=CC(Br)=C(C2)N3CCC(=O)NC3=O)C=4C=CC=5OCOC5C4,Z8267057986,499.315,499.315,2.96,-5.902,1,6,106.79,4,https://real.enamine.net/public-enum-files/Z8267057986
O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3CCNC(=O)C3C=4C=CC(=CC4)OC(F)(F)F,Z8267152215,476.406,476.406,1.146,-5.58,2,5,108.05,5,https://real.enamine.net/public-enum-files/Z8267152215
O=C(NS(=O)(=O)C1=CN=C2N=CC=CN12)C=3C=CC(=CC3)N4CCC(=O)NC4=O,Z8267160099,414.397,414.397,-0.427,-3.996,2,7,142.84,3,https://real.enamine.net/public-enum-files/Z8267160099
"O=C(N[C@@H]1CCO[C@H]1C2=CC=NN2C=3C=CC=CC3)C=4C=CC(=CC4)N5CCC(=O)NC5=O |&1:3,7,r|",Z8267163537,445.472,445.472,0.166,-5.097,2,5,105.56,5,
COC=1C=CC(Br)=C2CN(CCOC12)C(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O,Z8267167443,474.305,474.305,1.496,-5.331,1,5,88.18,3,https://real.enamine.net/public-enum-files/Z8267167443
CC=1C=CC(=CC1)NC(=O)NC=2C=CC=C3CN(CCC23)C(=O)C=4C=CC(=CC4)N5CCC(=O)NC5=O,Z8267168686,497.546,497.546,2.118,-6.456,3,4,110.85,4,https://real.enamine.net/public-enum-files/Z8267168686
O=C(O)C(F)(F)F.CC(C)N(C)CC=1C=C(C=CN1)OC2CCN(C2)C(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O,Z9310316645,579.569,465.546,0.115,-4.374,1,6,95.08,8,https://real.enamine.net/public-enum-files/Z9310316645
CN1CCCCCC1=NS(=O)(=O)C=2C=CC=C(C2)NC(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O,Z8267198243,497.569,497.569,1.466,-4.77,2,7,128.25,4,https://real.enamine.net/public-enum-files/Z8267198243
O=C(O)C(F)(F)F.CCOC=1C=CC=CC1CN2CCN(C(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O)C(C)C2,Z9401379717,564.555,450.531,1.693,-4.969,1,5,82.19,7,https://real.enamine.net/public-enum-files/Z9401379717
CN(CC=1C=CC=CC1NC(=O)C=2C=CC(=CC2)N3CCC(=O)NC3=O)C(=O)C4=CC=5C=CC=CC5O4,Z8267219793,496.515,496.515,0.884,-6.81,2,4,111.96,6,https://real.enamine.net/public-enum-files/Z8267219793
CC(NC(=O)C=1C=CC(=CC1)N2CCC(=O)NC2=O)C3=CN(C)C=4C=C(Cl)C=CC34,Z8267233387,424.881,424.881,2.02,-4.906,2,3,83.44,4,https://real.enamine.net/public-enum-files/Z8267233387
"O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3C[C@H]4[C@](CS4(=O)=O)(C3)C=5C=CC(F)=CC5 |&1:18,19,r|",Z8267235797,457.477,457.477,-0.77,-4.536,1,5,103.86,3,https://real.enamine.net/public-enum-files/Z8267235797
O=C(O)C(F)(F)F.CC1=NOC(C)=C1CN2C[C@@H](F)C[C@H]2CNC(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O,Z9398063815,557.496,443.472,-0.28,-3.589,2,5,107.78,7,https://real.enamine.net/public-enum-files/Z9398063815
"O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3C[C@H](O)C[C@H]3C4=NC(=NO4)C5CC5 |&1:18,21,r|",Z8267250343,411.412,411.412,-2.049,-3.376,2,6,128.87,4,https://real.enamine.net/public-enum-files/Z8267250343
CC1=CC(=CC(=C1)NC(=O)C(C)N2C=C3CCCCC3=N2)N4CCC(=O)NC4=O,Z8743476686,395.456,395.456,0.81,-4.196,2,4,96.33,4,https://real.enamine.net/public-enum-files/Z8743476686
"CCN1C=CN=C1[C@@H]2OCC[C@H]2CNC=3C=CC(=C(F)C3)N4CCC(=O)NC4=O |&1:7,11,r|",Z9302746815,401.436,401.436,-0.072,-2.873,2,5,88.49,6,https://real.enamine.net/public-enum-files/Z9302746815
"CC1=CC(=CC(=C1)C(=O)N(C)[C@@H]2CCO[C@H]2C=3C=CC=NC3)N4CCC(=O)NC4=O |&1:11,15,r|",Z9302746828,408.451,408.451,-0.908,-4.032,1,5,91.84,4,https://real.enamine.net/public-enum-files/Z9302746828
"O=C(C=1C=C(Cl)C=C(C1)N2CCC(=O)NC2=O)N3C[C@H]4COC[C@]4(C3)C=5C=CC=CC5 |&1:19,23,r|",Z9302746985,439.892,439.892,0.777,-5.029,1,4,78.95,3,https://real.enamine.net/public-enum-files/Z9302746985
"O=C(O)C(F)(F)F.CC=1C(=CC=CC1N2CCC(=O)NC2=O)NC[C@@H]3C[C@H]3C=4C(Cl)=CC=CC4Br |&1:24,26,r|",Z9352684636,576.791,462.767,3.768,-6.631,2,3,61.44,6,https://real.enamine.net/public-enum-files/Z9352684636
O=C(C=1C=C(C=CC1F)N2CCC(=O)NC2=O)N3CCCCC3C4=CN(CC5(F)CCOC5)N=N4,Z9302747486,488.488,488.488,-0.539,-4.039,1,6,109.66,5,https://real.enamine.net/public-enum-files/Z9302747486
CN(C(=O)C=1C=CC(=CC1)N2CCC(=O)NC2=O)[C@H]3CC[C@H](CC3)N4C=C(N=N4)C=5C=NC=C(C#N)C5,Z9302747695,498.538,498.538,-1.157,-3.593,1,7,137.11,5,https://real.enamine.net/public-enum-files/Z9302747695
"CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)N[C@H]3CCC[C@H]3N4C=C(N=N4)C=5C=CC=C6NN=CC56 |&1:18,22,r|",Z9302747701,498.538,498.538,1.135,-5.662,3,6,137.9,5,
CC=1C=C(C=CC1N2CCC(=O)NC2=O)NCC3CCCCC4=CC=CC=C43,Z9302747764,377.48,377.48,3.53,-5.766,2,3,61.44,4,https://real.enamine.net/public-enum-files/Z9302747764
O=C(C=1C=CC=C(C1)N2CCC(=O)NC2=O)N3CC=4SC=CC4CC3CO,Z9302747809,385.439,385.439,-0.188,-3.97,2,4,89.95,3,https://real.enamine.net/public-enum-files/Z9302747809
CC=1C(=CC=CC1N2CCC(=O)NC2=O)NC3CCC=4NN=C(C4C3)C(F)(F)F,Z9302747974,407.391,407.391,1.266,-4.368,3,4,90.12,4,https://real.enamine.net/public-enum-files/Z9302747974
CC1=C(C=NN1C=2C=CC(=CC2)C(C)(C)C)C(C)NC(=O)C=3C=CC=C(C3C)N4CCC(=O)NC4=O,Z9302749264,487.595,487.595,3.067,-6.12,2,4,96.33,6,https://real.enamine.net/public-enum-files/Z9302749264
COC(CNC(=O)C=1C=CC(=CC1)N2CCC(=O)NC2=O)CN3C=C(N=N3)C=4C=NC=5C=CNC5C4,Z9302749288,488.5,488.5,-0.291,-3.558,3,7,147.13,8,https://real.enamine.net/public-enum-files/Z9302749288
CC=1C=CC(N)=CC1N2C=C(CC3CN(CCO3)C(=O)C=4C=CC(=CC4)N5CCC(=O)NC5=O)N=N2,Z9302749380,489.528,489.528,-0.472,-4.154,2,7,135.68,5,https://real.enamine.net/public-enum-files/Z9302749380
COC=1C=CC=C(C1)C(NC(=O)C=2C=C(C=CC2C)N3CCC(=O)NC3=O)C=4C=C(F)C=CC4OC,Z9302749466,491.512,491.512,2.128,-6.25,2,5,96.97,7,https://real.enamine.net/public-enum-files/Z9302749466
O=C(O)C(F)(F)F.O=C1CCN(C(=O)N1)C=2C=CC(=CC2)C3CCN(CC3)C4CCCN(CC=5C=CC(F)=CC5F)C4=O,Z9310743767,610.574,496.55,2.594,-5.256,1,4,72.96,6,https://real.enamine.net/public-enum-files/Z9310743767
COCC(NC(=O)C=1C=CC=C(C1)N2CCC(=O)NC2=O)(C3=NC=4C=CC=CC4N3C)C=5C=CC=CC5,Z9302749694,497.546,497.546,1.255,-4.998,2,5,105.56,7,https://real.enamine.net/public-enum-files/Z9302749694
CC=1C(=CC=CC1N2CCC(=O)NC2=O)NC(=O)C(OC3=CC=CC(Cl)=C3Cl)C=4C=CC=CC4,Z9302749739,498.358,498.358,2.926,-7.304,2,4,87.74,6,https://real.enamine.net/public-enum-files/Z9302749739
CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)N3CCOC(CN4C=C(N=N4)C=5C=CC=CC5C#N)C3,Z9302749843,499.522,499.522,-0.094,-4.906,1,7,133.45,5,https://real.enamine.net/public-enum-files/Z9302749843
O=C(O)C(F)(F)F.CC1=CC(=CC(=C1)NCCCC=2C=CC=3CCCNC3N2)N4CCC(=O)NC4=O,Z9402238481,507.507,393.483,1.805,-4.487,3,5,86.36,7,https://real.enamine.net/public-enum-files/Z9402238481
COC=1C(F)=CC=2N=C(NC=3C=CC(=C(C)C3)N4CCC(=O)NC4=O)SC2C1F,Z9302750409,418.419,418.419,2.94,-5.693,2,5,83.56,4,https://real.enamine.net/public-enum-files/Z9302750409
CC=1C=CC(=CC1NC(=O)C2=CC(=NO2)C=3C=CC=C4NC=CC34)N5CCC(=O)NC5=O,Z9302750667,429.429,429.429,1.044,-6.008,3,4,120.33,4,https://real.enamine.net/public-enum-files/Z9302750667
CN(C(=O)C=1C=CC(C=2C=CC(=CC2)N3CCC(=O)NC3=O)=C(Cl)C1)C=4C=CC=CC4,Z9302750792,433.887,433.887,2.474,-7.157,1,3,69.72,4,
CC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)NCC=3C=CC=C(C3)C4=CC=C(C#N)S4,Z9302750987,444.508,444.508,2.273,-6.595,2,4,102.3,5,https://real.enamine.net/public-enum-files/Z9302750987
N#CC=1C=CC=C(C1)NC(=O)NCC2=CN(N=N2)C=3C=CC(F)=C(C3)N4CCC(=O)NC4=O,Z9302751090,448.411,448.411,0.537,-4.123,3,6,145.04,5,https://real.enamine.net/public-enum-files/Z9302751090
COC=1C=CC=CC1C2=CN(CCNC(=O)C=3C=C(C)C=C(C3)N4CCC(=O)NC4=O)N=N2,Z9302751098,448.476,448.476,0.235,-4.546,2,6,118.45,7,https://real.enamine.net/public-enum-files/Z9302751098
CC1=CC(=CC(=C1)C(=O)NC=2C=CN(N2)C=3C=CC(Cl)=CC3C#N)N4CCC(=O)NC4=O,Z9302751110,448.862,448.862,1.656,-6.12,2,5,120.12,4,https://real.enamine.net/public-enum-files/Z9302751110
O=C(O)C(F)(F)F.CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)NC=3C=CC=C4CN(CC(C)(C)O)CCC34,Z9402054006,564.555,450.531,1.022,-4.643,3,5,101.98,6,https://real.enamine.net/public-enum-files/Z9402054006
O=C(O)C(F)(F)F.CC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)NC=3C=NC(=NC3N(C)C)N4CCOCC4,Z9403658614,567.519,453.495,0.587,-4.926,2,8,120,6,https://real.enamine.net/public-enum-files/Z9403658614
O=C(O)C(F)(F)F.O=C(CCN1CCC(CC1)C=2C=CC(=CC2)N3CCC(=O)NC3=O)NCCC4=CC=CS4,Z9343215534,568.611,454.587,1.56,-4.242,2,4,81.75,9,https://real.enamine.net/public-enum-files/Z9343215534
CC=1C(=CC=CC1N2CCC(=O)NC2=O)NCC=3C=CC=CC3OCC4=CN5C=CC=CC5=N4,Z9302751352,455.51,455.51,2.21,-5.266,2,5,87.97,7,https://real.enamine.net/public-enum-files/Z9302751352
CC1=C(C=NN1C)C2=CC=NC3=CC(=NN23)C(=O)NC=4C=C(C=CC4C)N5CCC(=O)NC5=O,Z9302751410,458.474,458.474,-0.76,-4.215,2,6,126.52,4,https://real.enamine.net/public-enum-files/Z9302751410
CCOC=1C=CC(=CC1)N2N=NC=3C=NC(=NC32)NC=4C=CC(F)=C(C4)N5CCC(=O)NC5=O,Z9302751500,462.438,462.438,2.564,-5.357,2,8,127.16,6,https://real.enamine.net/public-enum-files/Z9302751500
CC1=NC(=NN1C2=NN=C(N2)C(F)(F)F)C(=O)NC=3C=C(C)C=C(C3)N4CCC(=O)NC4=O,Z9302751511,463.374,463.374,-0.817,-4.278,3,7,150.79,5,https://real.enamine.net/public-enum-files/Z9302751511
CC=1C=C(C=CC1N2CCC(=O)NC2=O)NC(=O)C=3C=C(F)C4=NC(=CN4C3)C5CCOCC5,Z9302751558,465.478,465.478,0.747,-4.652,2,5,105.04,4,https://real.enamine.net/public-enum-files/Z9302751558
CCCNS(=O)(=O)C=1C=CC2=C(C1)CCCN2C(=O)C=3C=CC=C(C3)N4CCC(=O)NC4=O,Z9302751705,470.543,470.543,0.548,-5.087,2,5,115.89,5,https://real.enamine.net/public-enum-files/Z9302751705
